:Data_list: 20091129_ace_swepam_1m.txt
:Created: 2009 Nov 30 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 11 29  0000   55164       0    0        0.4      345.2     7.32e+04
2009 11 29  0001   55164      60    0        0.4      350.5     5.84e+04
2009 11 29  0002   55164     120    9    -9999.9    -9999.9    -1.00e+05
2009 11 29  0003   55164     180    9    -9999.9    -9999.9    -1.00e+05
2009 11 29  0004   55164     240    0        0.3      350.6     7.59e+04
2009 11 29  0005   55164     300    0        0.4      346.6     6.10e+04
2009 11 29  0006   55164     360    0        0.3      347.9     7.54e+04
2009 11 29  0007   55164     420    1        0.4      355.5     5.44e+04
2009 11 29  0008   55164     480    0        0.5      350.8     8.29e+04
2009 11 29  0009   55164     540    0        0.3      352.8     8.14e+04
2009 11 29  0010   55164     600    0        0.4      356.2     7.05e+04
2009 11 29  0011   55164     660    0        0.4      350.6     6.98e+04
2009 11 29  0012   55164     720    0        0.4      362.7     4.31e+04
2009 11 29  0013   55164     780    0        0.3      355.4     8.06e+04
2009 11 29  0014   55164     840    0        0.5      354.6     5.52e+04
2009 11 29  0015   55164     900    0        0.4      347.7     5.59e+04
2009 11 29  0016   55164     960    0        0.5      354.1     4.73e+04
2009 11 29  0017   55164    1020    0        0.7      347.2     5.76e+04
2009 11 29  0018   55164    1080    0        0.6      347.9     7.76e+04
2009 11 29  0019   55164    1140    0        0.6      347.9     7.76e+04
2009 11 29  0020   55164    1200    0        0.6      345.7     5.33e+04
2009 11 29  0021   55164    1260    0        0.6      358.0     5.14e+04
2009 11 29  0022   55164    1320    0        0.6      343.1     5.35e+04
2009 11 29  0023   55164    1380    0        0.5      346.6     6.19e+04
2009 11 29  0024   55164    1440    0        0.5      347.3     6.19e+04
2009 11 29  0025   55164    1500    0        0.5      346.8     6.73e+04
2009 11 29  0026   55164    1560    0        0.5      347.4     4.94e+04
2009 11 29  0027   55164    1620    0        0.4      352.5     5.89e+04
2009 11 29  0028   55164    1680    0        0.7      338.9     5.57e+04
2009 11 29  0029   55164    1740    0        0.5      337.0     7.48e+04
2009 11 29  0030   55164    1800    0        0.5      346.0     6.50e+04
2009 11 29  0031   55164    1860    0        0.5      348.7     6.55e+04
2009 11 29  0032   55164    1920    0        0.5      344.4     6.40e+04
2009 11 29  0033   55164    1980    0        0.4      346.3     6.12e+04
2009 11 29  0034   55164    2040    0        0.4      343.1     6.54e+04
2009 11 29  0035   55164    2100    0        0.4      343.1     6.54e+04
2009 11 29  0036   55164    2160    9    -9999.9    -9999.9    -1.00e+05
2009 11 29  0037   55164    2220    0        0.5      345.4     6.44e+04
2009 11 29  0038   55164    2280    0        0.3      359.0     2.93e+04
2009 11 29  0039   55164    2340    0        0.5      340.7     4.27e+04
2009 11 29  0040   55164    2400    0        0.3      344.2     5.89e+04
2009 11 29  0041   55164    2460    0        0.6      342.5     5.65e+04
2009 11 29  0042   55164    2520    0        0.4      336.7     4.91e+04
2009 11 29  0043   55164    2580    0        0.6      337.8     6.01e+04
2009 11 29  0044   55164    2640    0        0.4      337.1     5.73e+04
2009 11 29  0045   55164    2700    0        0.5      333.9     4.63e+04
2009 11 29  0046   55164    2760    0        0.5      338.7     5.76e+04
2009 11 29  0047   55164    2820    0        0.7      342.0     5.28e+04
2009 11 29  0048   55164    2880    0        0.7      347.8     4.39e+04
2009 11 29  0049   55164    2940    0        0.8      344.4     5.87e+04
2009 11 29  0050   55164    3000    0        0.9      350.7     4.40e+04
2009 11 29  0051   55164    3060    0        0.9      350.7     4.40e+04
2009 11 29  0052   55164    3120    0        0.8      345.0     4.68e+04
