:Data_list: 20090215_ace_swepam_1m.txt
:Created: 2009 Feb 16 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 02 15  0000   54877       0    0        1.9      549.0     1.64e+05
2009 02 15  0001   54877      60    0        2.3      554.9     1.60e+05
2009 02 15  0002   54877     120    0        2.2      552.2     1.57e+05
2009 02 15  0003   54877     180    0        2.4      548.7     1.81e+05
2009 02 15  0004   54877     240    0        2.3      551.6     1.55e+05
2009 02 15  0005   54877     300    0        2.4      548.5     1.67e+05
2009 02 15  0006   54877     360    0        2.2      546.5     1.52e+05
2009 02 15  0007   54877     420    0        2.2      546.6     1.55e+05
2009 02 15  0008   54877     480    0        2.2      546.6     1.55e+05
2009 02 15  0009   54877     540    0        2.3      544.7     1.53e+05
2009 02 15  0010   54877     600    0        2.4      550.7     1.79e+05
2009 02 15  0011   54877     660    0        2.3      550.2     1.79e+05
2009 02 15  0012   54877     720    0        2.4      550.3     1.75e+05
2009 02 15  0013   54877     780    0        2.5      558.2     2.16e+05
2009 02 15  0014   54877     840    0        1.9      559.1     2.11e+05
2009 02 15  0015   54877     900    0        1.7      554.6     1.97e+05
2009 02 15  0016   54877     960    0        1.7      554.2     1.94e+05
2009 02 15  0017   54877    1020    0        1.7      556.0     2.10e+05
2009 02 15  0018   54877    1080    0        1.7      560.0     1.81e+05
2009 02 15  0019   54877    1140    0        1.7      559.5     1.88e+05
2009 02 15  0020   54877    1200    0        1.6      553.8     1.71e+05
2009 02 15  0021   54877    1260    0        1.6      550.0     1.99e+05
2009 02 15  0022   54877    1320    0        1.6      540.4     1.91e+05
2009 02 15  0023   54877    1380    0        1.6      547.1     2.12e+05
2009 02 15  0024   54877    1440    0        1.6      547.1     2.12e+05
2009 02 15  0025   54877    1500    0        1.5      542.2     1.90e+05
2009 02 15  0026   54877    1560    0        1.1      552.3     2.47e+05
2009 02 15  0027   54877    1620    0        1.5      546.0     2.06e+05
2009 02 15  0028   54877    1680    0        1.5      551.4     1.95e+05
2009 02 15  0029   54877    1740    0        1.6      549.9     1.87e+05
2009 02 15  0030   54877    1800    0        1.6      546.1     2.09e+05
2009 02 15  0031   54877    1860    0        1.6      545.5     1.82e+05
2009 02 15  0032   54877    1920    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0033   54877    1980    0        1.6      546.4     2.04e+05
2009 02 15  0034   54877    2040    0        1.7      546.3     2.04e+05
2009 02 15  0035   54877    2100    0        1.6      550.2     1.93e+05
2009 02 15  0036   54877    2160    0        1.7      550.3     1.84e+05
2009 02 15  0037   54877    2220    0        1.5      542.7     2.05e+05
2009 02 15  0038   54877    2280    0        1.6      549.8     2.17e+05
2009 02 15  0039   54877    2340    0        1.9      545.1     2.08e+05
2009 02 15  0040   54877    2400    0        1.9      545.1     2.08e+05
2009 02 15  0041   54877    2460    0        1.8      550.4     1.89e+05
2009 02 15  0042   54877    2520    0        1.9      539.5     1.93e+05
2009 02 15  0043   54877    2580    0        1.9      541.1     2.00e+05
2009 02 15  0044   54877    2640    0        1.7      536.5     1.83e+05
2009 02 15  0045   54877    2700    0        1.7      540.4     1.86e+05
2009 02 15  0046   54877    2760    0        1.8      535.0     1.81e+05
2009 02 15  0047   54877    2820    0        1.8      542.1     1.98e+05
2009 02 15  0048   54877    2880    0        1.7      545.4     1.93e+05
2009 02 15  0049   54877    2940    0        1.8      544.2     2.00e+05
2009 02 15  0050   54877    3000    0        1.9      545.6     1.95e+05
2009 02 15  0051   54877    3060    0        2.0      547.5     2.09e+05
2009 02 15  0052   54877    3120    0        1.8      546.0     1.90e+05
2009 02 15  0053   54877    3180    0        1.9      551.1     2.08e+05
2009 02 15  0054   54877    3240    0        1.9      546.1     2.32e+05
2009 02 15  0055   54877    3300    0        1.9      547.1     1.95e+05
2009 02 15  0056   54877    3360    0        1.9      547.1     1.95e+05
2009 02 15  0057   54877    3420    0        1.8      546.2     2.20e+05
2009 02 15  0058   54877    3480    0        1.8      547.4     2.26e+05
2009 02 15  0059   54877    3540    0        1.8      544.2     2.09e+05
2009 02 15  0100   54877    3600    0        2.1      550.6     2.09e+05
2009 02 15  0101   54877    3660    0        2.3      562.2     2.21e+05
2009 02 15  0102   54877    3720    0        2.3      570.3     2.03e+05
2009 02 15  0103   54877    3780    0        2.2      569.6     1.86e+05
2009 02 15  0104   54877    3840    0        2.4      573.6     1.91e+05
2009 02 15  0105   54877    3900    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0106   54877    3960    0        1.6      546.2     1.76e+05
2009 02 15  0107   54877    4020    0        1.6      543.2     1.90e+05
2009 02 15  0108   54877    4080    0        1.8      551.5     1.75e+05
2009 02 15  0109   54877    4140    0        1.7      548.0     1.73e+05
2009 02 15  0110   54877    4200    0        1.8      551.4     1.94e+05
2009 02 15  0111   54877    4260    0        1.7      555.4     1.89e+05
2009 02 15  0112   54877    4320    0        1.7      555.4     1.89e+05
2009 02 15  0113   54877    4380    0        1.7      543.6     1.90e+05
2009 02 15  0114   54877    4440    0        1.6      540.8     1.86e+05
2009 02 15  0115   54877    4500    0        1.5      542.1     1.84e+05
2009 02 15  0116   54877    4560    0        1.6      542.2     1.99e+05
2009 02 15  0117   54877    4620    0        1.6      544.0     1.96e+05
2009 02 15  0118   54877    4680    0        1.6      544.4     1.72e+05
2009 02 15  0119   54877    4740    0        1.5      544.2     1.72e+05
2009 02 15  0120   54877    4800    0        2.0      549.6     2.29e+05
2009 02 15  0121   54877    4860    0        1.0      551.5     1.67e+05
2009 02 15  0122   54877    4920    0        2.2      520.2     2.08e+05
2009 02 15  0123   54877    4980    0        1.7      543.3     1.91e+05
2009 02 15  0124   54877    5040    0        1.5      540.6     1.76e+05
2009 02 15  0125   54877    5100    0        1.5      538.9     1.76e+05
2009 02 15  0126   54877    5160    0        1.7      535.4     1.88e+05
2009 02 15  0127   54877    5220    0        1.7      534.1     1.98e+05
2009 02 15  0128   54877    5280    0        1.7      534.1     1.98e+05
2009 02 15  0129   54877    5340    0        1.7      533.6     2.02e+05
2009 02 15  0130   54877    5400    0        1.5      538.2     1.84e+05
2009 02 15  0131   54877    5460    0        1.5      537.1     1.81e+05
2009 02 15  0132   54877    5520    0        1.6      539.0     1.80e+05
2009 02 15  0133   54877    5580    0        1.6      540.2     1.88e+05
2009 02 15  0134   54877    5640    0        1.6      541.7     1.75e+05
2009 02 15  0135   54877    5700    0        2.2      549.6     2.36e+05
2009 02 15  0136   54877    5760    0        1.8      541.2     2.39e+05
2009 02 15  0137   54877    5820    0        1.9      540.9     2.13e+05
2009 02 15  0138   54877    5880    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0139   54877    5940    0        1.9      541.5     2.00e+05
2009 02 15  0140   54877    6000    0        1.7      548.0     1.86e+05
2009 02 15  0141   54877    6060    0        1.8      540.6     1.97e+05
2009 02 15  0142   54877    6120    0        1.9      541.5     1.88e+05
2009 02 15  0143   54877    6180    0        2.0      539.9     1.86e+05
2009 02 15  0144   54877    6240    0        2.0      539.9     1.86e+05
2009 02 15  0145   54877    6300    0        1.9      537.6     1.92e+05
2009 02 15  0146   54877    6360    0        1.9      540.5     2.08e+05
2009 02 15  0147   54877    6420    0        1.9      536.5     1.86e+05
2009 02 15  0148   54877    6480    0        2.1      538.2     1.86e+05
2009 02 15  0149   54877    6540    0        1.9      535.4     1.86e+05
2009 02 15  0150   54877    6600    0        2.0      543.8     1.72e+05
2009 02 15  0151   54877    6660    0        1.8      545.1     1.73e+05
2009 02 15  0152   54877    6720    0        1.8      548.0     1.85e+05
2009 02 15  0153   54877    6780    0        1.8      546.5     1.70e+05
2009 02 15  0154   54877    6840    0        1.8      538.7     2.22e+05
2009 02 15  0155   54877    6900    0        1.5      543.8     1.82e+05
2009 02 15  0156   54877    6960    0        2.0      552.9     1.74e+05
2009 02 15  0157   54877    7020    0        1.7      541.8     2.52e+05
2009 02 15  0158   54877    7080    0        1.9      543.0     2.40e+05
2009 02 15  0159   54877    7140    0        2.0      542.9     2.04e+05
2009 02 15  0200   54877    7200    0        2.0      542.9     2.04e+05
2009 02 15  0201   54877    7260    0        2.0      541.5     2.51e+05
2009 02 15  0202   54877    7320    0        1.9      542.0     2.45e+05
2009 02 15  0203   54877    7380    0        1.9      547.5     2.24e+05
2009 02 15  0204   54877    7440    0        1.9      544.1     2.16e+05
2009 02 15  0205   54877    7500    0        2.0      539.4     2.22e+05
2009 02 15  0206   54877    7560    0        2.0      541.4     2.13e+05
2009 02 15  0207   54877    7620    0        2.1      540.7     2.20e+05
2009 02 15  0208   54877    7680    0        2.0      544.5     2.11e+05
2009 02 15  0209   54877    7740    0        1.9      546.1     1.98e+05
2009 02 15  0210   54877    7800    0        2.0      546.2     1.93e+05
2009 02 15  0211   54877    7860    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0212   54877    7920    0        1.9      546.9     2.11e+05
2009 02 15  0213   54877    7980    0        2.1      540.4     2.14e+05
2009 02 15  0214   54877    8040    0        2.1      535.3     2.31e+05
2009 02 15  0215   54877    8100    0        1.9      538.2     2.32e+05
2009 02 15  0216   54877    8160    0        1.9      538.2     2.32e+05
2009 02 15  0217   54877    8220    0        1.9      537.1     2.24e+05
2009 02 15  0218   54877    8280    0        1.9      535.5     2.51e+05
2009 02 15  0219   54877    8340    0        2.1      534.9     2.41e+05
2009 02 15  0220   54877    8400    0        2.0      543.6     2.31e+05
2009 02 15  0221   54877    8460    0        3.3      572.4     2.82e+05
2009 02 15  0222   54877    8520    0        2.5      584.7     1.89e+05
2009 02 15  0223   54877    8580    0        2.7      591.1     1.93e+05
2009 02 15  0224   54877    8640    0        2.6      585.7     1.92e+05
2009 02 15  0225   54877    8700    0        2.8      584.1     1.91e+05
2009 02 15  0226   54877    8760    0        2.2      578.2     1.93e+05
2009 02 15  0227   54877    8820    0        2.2      562.9     1.97e+05
2009 02 15  0228   54877    8880    0        1.7      545.1     1.63e+05
2009 02 15  0229   54877    8940    0        1.9      551.8     1.91e+05
2009 02 15  0230   54877    9000    0        1.9      554.5     1.73e+05
2009 02 15  0231   54877    9060    0        1.9      554.8     1.81e+05
2009 02 15  0232   54877    9120    0        1.9      554.8     1.81e+05
2009 02 15  0233   54877    9180    0        2.2      540.2     2.18e+05
2009 02 15  0234   54877    9240    0        2.0      550.7     1.82e+05
2009 02 15  0235   54877    9300    0        1.8      552.3     1.87e+05
2009 02 15  0236   54877    9360    0        1.8      557.8     1.67e+05
2009 02 15  0237   54877    9420    0        1.7      554.6     1.60e+05
2009 02 15  0238   54877    9480    0        1.8      558.3     1.71e+05
2009 02 15  0239   54877    9540    0        1.8      557.4     1.71e+05
2009 02 15  0240   54877    9600    0        2.0      559.1     1.80e+05
2009 02 15  0241   54877    9660    0        1.9      556.2     1.79e+05
2009 02 15  0242   54877    9720    0        2.2      555.1     1.74e+05
2009 02 15  0243   54877    9780    0        2.1      562.1     1.57e+05
2009 02 15  0244   54877    9840    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0245   54877    9900    0        2.0      561.6     1.78e+05
2009 02 15  0246   54877    9960    0        2.2      567.1     1.72e+05
2009 02 15  0247   54877   10020    0        2.1      568.0     1.70e+05
2009 02 15  0248   54877   10080    0        2.1      568.0     1.70e+05
2009 02 15  0249   54877   10140    0        2.1      564.9     1.65e+05
2009 02 15  0250   54877   10200    0        2.1      561.4     1.72e+05
2009 02 15  0251   54877   10260    0        2.2      561.4     1.96e+05
2009 02 15  0252   54877   10320    0        2.1      564.8     1.85e+05
2009 02 15  0253   54877   10380    0        2.1      562.9     1.89e+05
2009 02 15  0254   54877   10440    0        2.1      560.3     1.73e+05
2009 02 15  0255   54877   10500    0        2.2      559.4     1.79e+05
2009 02 15  0256   54877   10560    0        2.1      561.4     1.83e+05
2009 02 15  0257   54877   10620    0        2.1      559.5     1.89e+05
2009 02 15  0258   54877   10680    0        2.1      563.6     2.03e+05
2009 02 15  0259   54877   10740    0        2.3      556.7     1.91e+05
2009 02 15  0300   54877   10800    0        2.1      561.2     1.79e+05
2009 02 15  0301   54877   10860    0        2.1      559.3     1.69e+05
2009 02 15  0302   54877   10920    0        2.1      558.3     1.63e+05
2009 02 15  0303   54877   10980    0        2.1      562.7     1.77e+05
2009 02 15  0304   54877   11040    0        2.1      562.7     1.77e+05
2009 02 15  0305   54877   11100    0        2.1      566.2     1.62e+05
2009 02 15  0306   54877   11160    0        2.1      570.5     1.48e+05
2009 02 15  0307   54877   11220    0        2.0      568.2     1.64e+05
2009 02 15  0308   54877   11280    0        2.1      571.5     1.55e+05
2009 02 15  0309   54877   11340    0        2.1      569.1     1.66e+05
2009 02 15  0310   54877   11400    0        2.1      571.6     1.48e+05
2009 02 15  0311   54877   11460    0        2.1      571.4     1.54e+05
2009 02 15  0312   54877   11520    0        2.5      579.9     1.57e+05
2009 02 15  0313   54877   11580    0        2.5      571.9     1.47e+05
2009 02 15  0314   54877   11640    0        2.3      570.8     1.68e+05
2009 02 15  0315   54877   11700    0        2.2      571.6     1.68e+05
2009 02 15  0316   54877   11760    0        2.3      567.7     1.75e+05
2009 02 15  0317   54877   11820    9    -9999.9    -9999.9    -1.00e+05
2009 02 15  0318   54877   11880    0        2.3      567.3     1.72e+05
2009 02 15  0319   54877   11940    0        2.3      570.3     1.83e+05
2009 02 15  0320   54877   12000    0        2.3      570.3     1.83e+05
2009 02 15  0321   54877   12060    0        2.2      572.7     1.62e+05
2009 02 15  0322   54877   12120    0        2.3      568.5     1.64e+05
2009 02 15  0323   54877   12180    0        2.2      569.9     1.71e+05
2009 02 15  0324   54877   12240    0        2.2      571.5     1.69e+05
2009 02 15  0325   54877   12300    0        2.2      568.0     1.74e+05
2009 02 15  0326   54877   12360    0        2.1      575.3     1.79e+05
2009 02 15  0327   54877   12420    0        2.3      570.1     1.79e+05
2009 02 15  0328   54877   12480    0        2.2      569.7     2.12e+05
2009 02 15  0329   54877   12540    0        2.4      569.6     1.83e+05
2009 02 15  0330   54877   12600    0        2.3      569.8     1.81e+05
2009 02 15  0331   54877   12660    0        2.5      569.1     1.84e+05
2009 02 15  0332   54877   12720    0        2.1      569.9     1.69e+05
2009 02 15  0333   54877   12780    0        2.3      566.9     2.05e+05
2009 02 15  0334   54877   12840    0        2.4      568.4     1.74e+05
2009 02 15  0335   54877   12900    0        2.4      566.6     1.72e+05
2009 02 15  0336   54877   12960    0        2.4      566.6     1.72e+05
2009 02 15  0337   54877   13020    0        2.3      560.4     1.72e+05
2009 02 15  0338   54877   13080    0        2.3      563.6     2.16e+05
2009 02 15  0339   54877   13140    0        2.3      559.0     2.13e+05
2009 02 15  0340   54877   13200    0        2.3      559.0     2.02e+05
