:Data_list: 20190914_ace_sis_5m.txt
:Created: 2019 Sep 15 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2019 09 14  0000    58740       0      9   -1.00e+05    9   -1.00e+05
2019 09 14  0005    58740     300      9   -1.00e+05    9   -1.00e+05
2019 09 14  0010    58740     600      0    2.43e+00    0    1.64e+00
2019 09 14  0015    58740     900      0    2.38e+00    0    1.67e+00
2019 09 14  0020    58740    1200      0    2.46e+00    0    1.74e+00
2019 09 14  0025    58740    1500      9   -1.00e+05    9   -1.00e+05
2019 09 14  0030    58740    1800      0    2.35e+00    0    1.67e+00
2019 09 14  0035    58740    2100      0    2.33e+00    0    1.66e+00
2019 09 14  0040    58740    2400      0    2.47e+00    0    1.72e+00
2019 09 14  0045    58740    2700      0    2.37e+00    0    1.62e+00
2019 09 14  0050    58740    3000      9   -1.00e+05    9   -1.00e+05
2019 09 14  0055    58740    3300      0    2.25e+00    0    1.58e+00
2019 09 14  0100    58740    3600      0    2.38e+00    0    1.67e+00
2019 09 14  0105    58740    3900      0    2.35e+00    0    1.65e+00
2019 09 14  0110    58740    4200      0    2.32e+00    0    1.62e+00
2019 09 14  0115    58740    4500      0    2.29e+00    0    1.60e+00
2019 09 14  0120    58740    4800      0    2.30e+00    0    1.61e+00
2019 09 14  0125    58740    5100      0    2.39e+00    0    1.69e+00
2019 09 14  0130    58740    5400      0    2.34e+00    0    1.65e+00
2019 09 14  0135    58740    5700      0    2.30e+00    0    1.62e+00
2019 09 14  0140    58740    6000      0    2.31e+00    0    1.62e+00
2019 09 14  0145    58740    6300      0    2.27e+00    0    1.59e+00
2019 09 14  0150    58740    6600      0    2.26e+00    0    1.58e+00
2019 09 14  0155    58740    6900      0    2.31e+00    0    1.61e+00
2019 09 14  0200    58740    7200      0    2.38e+00    0    1.68e+00
2019 09 14  0205    58740    7500      0    2.35e+00    0    1.66e+00
2019 09 14  0210    58740    7800      0    2.33e+00    0    1.64e+00
2019 09 14  0215    58740    8100      0    2.30e+00    0    1.61e+00
2019 09 14  0220    58740    8400      0    2.33e+00    0    1.63e+00
2019 09 14  0225    58740    8700      0    2.30e+00    0    1.60e+00
2019 09 14  0230    58740    9000      0    2.34e+00    0    1.65e+00
2019 09 14  0235    58740    9300      0    2.32e+00    0    1.64e+00
2019 09 14  0240    58740    9600      0    2.35e+00    0    1.66e+00
2019 09 14  0245    58740    9900      0    2.30e+00    0    1.61e+00
2019 09 14  0250    58740   10200      0    2.33e+00    0    1.63e+00
2019 09 14  0255    58740   10500      0    2.37e+00    0    1.66e+00
2019 09 14  0300    58740   10800      0    2.36e+00    0    1.67e+00
2019 09 14  0305    58740   11100      0    2.31e+00    0    1.61e+00
2019 09 14  0310    58740   11400      0    2.39e+00    0    1.67e+00
2019 09 14  0315    58740   11700      0    2.35e+00    0    1.65e+00
2019 09 14  0320    58740   12000      0    2.31e+00    0    1.63e+00
2019 09 14  0325    58740   12300      0    2.30e+00    0    1.61e+00
2019 09 14  0330    58740   12600      0    2.30e+00    0    1.61e+00
2019 09 14  0335    58740   12900      0    2.35e+00    0    1.65e+00
2019 09 14  0340    58740   13200      0    2.36e+00    0    1.67e+00
2019 09 14  0345    58740   13500      0    2.37e+00    0    1.66e+00
2019 09 14  0350    58740   13800      0    2.35e+00    0    1.64e+00
2019 09 14  0355    58740   14100      0    2.24e+00    0    1.58e+00
2019 09 14  0400    58740   14400      0    2.29e+00    0    1.60e+00
2019 09 14  0405    58740   14700      0    2.35e+00    0    1.65e+00
2019 09 14  0410    58740   15000      0    2.28e+00    0    1.58e+00
2019 09 14  0415    58740   15300      0    2.29e+00    0    1.60e+00
2019 09 14  0420    58740   15600      0    2.32e+00    0    1.64e+00
2019 09 14  0425    58740   15900      0    2.28e+00    0    1.61e+00
2019 09 14  0430    58740   16200      0    2.34e+00    0    1.64e+00
2019 09 14  0435    58740   16500      0    2.31e+00    0    1.64e+00
