:Data_list: 20231106_ace_sis_5m.txt
:Created: 2023 Nov 07 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2023 11 06  0000    60254       0      0    9.86e-01    0    7.00e-01
2023 11 06  0005    60254     300      0    9.97e-01    0    7.05e-01
2023 11 06  0010    60254     600      0    9.65e-01    0    6.82e-01
2023 11 06  0015    60254     900      0    9.46e-01    0    6.71e-01
2023 11 06  0020    60254    1200      0    9.90e-01    0    7.01e-01
2023 11 06  0025    60254    1500      0    9.46e-01    0    6.66e-01
2023 11 06  0030    60254    1800      0    9.52e-01    0    6.76e-01
2023 11 06  0035    60254    2100      0    9.56e-01    0    6.73e-01
2023 11 06  0040    60254    2400      0    9.45e-01    0    6.69e-01
2023 11 06  0045    60254    2700      0    9.52e-01    0    6.73e-01
2023 11 06  0050    60254    3000      0    9.47e-01    0    6.70e-01
2023 11 06  0055    60254    3300      0    9.59e-01    0    6.87e-01
2023 11 06  0100    60254    3600      0    9.73e-01    0    6.93e-01
2023 11 06  0105    60254    3900      0    9.70e-01    0    6.80e-01
2023 11 06  0110    60254    4200      0    9.46e-01    0    6.66e-01
2023 11 06  0115    60254    4500      0    9.49e-01    0    6.74e-01
2023 11 06  0120    60254    4800      0    9.62e-01    0    6.75e-01
2023 11 06  0125    60254    5100      0    9.64e-01    0    6.82e-01
2023 11 06  0130    60254    5400      0    9.71e-01    0    6.89e-01
2023 11 06  0135    60254    5700      0    9.75e-01    0    6.93e-01
2023 11 06  0140    60254    6000      0    9.60e-01    0    6.76e-01
2023 11 06  0145    60254    6300      0    9.55e-01    0    6.70e-01
