:Data_list: 20100720_ace_mag_1m.txt
:Created: 2010 Jul 21 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2010 07 20  0000   55397       0    0     0.1    -4.2     0.7     4.3    10.0   271.7
2010 07 20  0001   55397      60    0     0.2    -4.2     0.6     4.3     7.9   272.7
2010 07 20  0002   55397     120    0     0.3    -4.2     0.6     4.2     8.5   273.4
2010 07 20  0003   55397     180    0     0.1    -4.1     0.6     4.1     9.0   271.6
2010 07 20  0004   55397     240    0     0.6    -3.9     0.8     4.0    11.4   279.2
2010 07 20  0005   55397     300    0     0.7    -3.9     0.8     4.0    11.8   280.3
2010 07 20  0006   55397     360    0     0.6    -3.8     0.6     3.9     9.4   279.4
2010 07 20  0007   55397     420    0     0.6    -3.8     0.7     4.0    10.3   279.3
2010 07 20  0008   55397     480    0     0.8    -3.7     0.7     3.8    10.7   282.2
2010 07 20  0009   55397     540    0     0.8    -3.5     0.6     3.7    10.1   283.3
2010 07 20  0010   55397     600    0     0.8    -3.5     0.7     3.6    11.8   283.5
2010 07 20  0011   55397     660    0     0.8    -3.4     0.7     3.6    11.9   282.5
2010 07 20  0012   55397     720    0     0.7    -3.4     0.8     3.5    12.5   281.5
2010 07 20  0013   55397     780    0     0.8    -3.4     1.0     3.6    15.4   283.0
2010 07 20  0014   55397     840    0     0.7    -3.6     0.6     3.7     9.4   281.1
2010 07 20  0015   55397     900    0     0.9    -3.5     0.8     3.7    12.7   285.1
2010 07 20  0016   55397     960    0     0.9    -3.5     0.8     3.7    12.6   285.1
2010 07 20  0017   55397    1020    0     0.7    -3.6     0.6     3.8     9.8   280.4
2010 07 20  0018   55397    1080    0     1.0    -3.5     0.7     3.7    10.8   285.7
2010 07 20  0019   55397    1140    0     0.5    -3.6     0.9     3.7    13.2   278.0
2010 07 20  0020   55397    1200    0     0.7    -3.6     0.7     3.8    11.3   280.4
2010 07 20  0021   55397    1260    0     0.6    -3.7     0.7     3.8    11.2   279.0
2010 07 20  0022   55397    1320    0     0.3    -3.7     0.9     3.8    13.6   274.6
2010 07 20  0023   55397    1380    0     0.3    -3.6     0.9     3.7    13.2   275.5
2010 07 20  0024   55397    1440    0     0.4    -3.7     0.8     3.8    12.5   275.7
2010 07 20  0025   55397    1500    0     0.5    -3.7     0.7     3.9    11.1   277.5
2010 07 20  0026   55397    1560    0     0.3    -3.8     0.6     3.9     8.9   274.6
2010 07 20  0027   55397    1620    0     0.2    -3.9     0.8     4.0    11.2   272.9
2010 07 20  0028   55397    1680    0     0.2    -3.9     0.5     3.9     7.3   273.1
2010 07 20  0029   55397    1740    0     0.4    -3.6     0.4     3.7     6.7   276.6
2010 07 20  0030   55397    1800    0     0.7    -3.6     0.6     3.7     8.9   281.3
2010 07 20  0031   55397    1860    0     0.7    -3.7     0.8     3.8    11.9   280.9
2010 07 20  0032   55397    1920    0     0.7    -3.8     0.4     3.9     5.9   281.1
2010 07 20  0033   55397    1980    0     0.8    -3.8    -0.1     3.9    -2.1   281.4
2010 07 20  0034   55397    2040    0     0.8    -4.1     1.6     4.4    21.2   281.2
2010 07 20  0035   55397    2100    0     0.6    -4.2     2.2     4.8    27.1   278.7
2010 07 20  0036   55397    2160    0     0.6    -4.1     2.2     4.7    28.0   278.8
2010 07 20  0037   55397    2220    0     0.7    -4.0     2.3     4.7    29.4   279.8
2010 07 20  0038   55397    2280    0     0.7    -4.0     2.3     4.7    29.1   279.2
2010 07 20  0039   55397    2340    0     0.7    -4.1     2.2     4.7    28.2   279.7
2010 07 20  0040   55397    2400    0     0.6    -4.1     2.2     4.7    27.7   278.9
2010 07 20  0041   55397    2460    0     0.6    -4.1     2.3     4.8    28.9   278.7
2010 07 20  0042   55397    2520    0     0.5    -3.9     2.4     4.6    31.1   277.3
2010 07 20  0043   55397    2580    0     0.8    -3.7     0.7     3.9    10.5   282.5
2010 07 20  0044   55397    2640    0     1.1    -3.7    -0.1     3.9    -1.4   286.6
2010 07 20  0045   55397    2700    0     1.2    -3.8    -0.1     4.0    -0.8   287.7
2010 07 20  0046   55397    2760    0     1.1    -3.8    -0.2     3.9    -2.3   286.9
2010 07 20  0047   55397    2820    0     1.1    -3.9    -0.0     4.0    -0.3   285.3
2010 07 20  0048   55397    2880    0     1.4    -3.7     0.1     4.0     1.9   290.2
2010 07 20  0049   55397    2940    0     1.2    -3.8     0.2     4.0     3.3   287.1
2010 07 20  0050   55397    3000    0     0.0    -4.5     1.1     4.6    14.0   270.5
2010 07 20  0051   55397    3060    0    -0.4    -4.6     1.5     4.8    17.6   265.6
2010 07 20  0052   55397    3120    0    -0.1    -4.8     1.4     5.0    16.1   269.2
2010 07 20  0053   55397    3180    0     0.1    -4.8     1.4     5.0    16.0   270.8
