:Data_list: 20200809_ace_sis_5m.txt
:Created: 2020 Aug 10 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 08 09  0000    59070       0      0    2.42e+00    0    1.69e+00
2020 08 09  0005    59070     300      0    2.45e+00    0    1.71e+00
2020 08 09  0010    59070     600      0    2.49e+00    0    1.73e+00
2020 08 09  0015    59070     900      0    2.54e+00    0    1.78e+00
2020 08 09  0020    59070    1200      0    2.57e+00    0    1.80e+00
2020 08 09  0025    59070    1500      0    2.57e+00    0    1.82e+00
2020 08 09  0030    59070    1800      0    2.51e+00    0    1.74e+00
2020 08 09  0035    59070    2100      0    2.40e+00    0    1.66e+00
2020 08 09  0040    59070    2400      0    2.49e+00    0    1.73e+00
2020 08 09  0045    59070    2700      0    2.45e+00    0    1.70e+00
2020 08 09  0050    59070    3000      0    2.54e+00    0    1.76e+00
2020 08 09  0055    59070    3300      0    2.50e+00    0    1.76e+00
2020 08 09  0100    59070    3600      0    2.56e+00    0    1.78e+00
2020 08 09  0105    59070    3900      0    2.46e+00    0    1.71e+00
2020 08 09  0110    59070    4200      0    2.43e+00    0    1.70e+00
2020 08 09  0115    59070    4500      0    2.42e+00    0    1.68e+00
2020 08 09  0120    59070    4800      0    2.61e+00    0    1.83e+00
2020 08 09  0125    59070    5100      0    2.54e+00    0    1.79e+00
2020 08 09  0130    59070    5400      0    2.54e+00    0    1.79e+00
2020 08 09  0135    59070    5700      0    2.55e+00    0    1.79e+00
2020 08 09  0140    59070    6000      0    2.49e+00    0    1.75e+00
2020 08 09  0145    59070    6300      0    2.41e+00    0    1.69e+00
2020 08 09  0150    59070    6600      0    2.48e+00    0    1.74e+00
2020 08 09  0155    59070    6900      0    2.55e+00    0    1.79e+00
2020 08 09  0200    59070    7200      0    2.53e+00    0    1.77e+00
2020 08 09  0205    59070    7500      0    2.56e+00    0    1.80e+00
2020 08 09  0210    59070    7800      0    2.54e+00    0    1.80e+00
2020 08 09  0215    59070    8100      0    2.36e+00    0    1.64e+00
2020 08 09  0220    59070    8400      9   -1.00e+05    9   -1.00e+05
2020 08 09  0225    59070    8700      0    2.54e+00    0    1.77e+00
2020 08 09  0230    59070    9000      0    2.51e+00    0    1.76e+00
2020 08 09  0235    59070    9300      0    2.57e+00    0    1.80e+00
2020 08 09  0240    59070    9600      0    2.48e+00    0    1.73e+00
2020 08 09  0245    59070    9900      0    2.50e+00    0    1.75e+00
2020 08 09  0250    59070   10200      0    2.43e+00    0    1.70e+00
2020 08 09  0255    59070   10500      0    2.45e+00    0    1.72e+00
2020 08 09  0300    59070   10800      0    2.49e+00    0    1.75e+00
2020 08 09  0305    59070   11100      0    2.54e+00    0    1.78e+00
2020 08 09  0310    59070   11400      0    2.49e+00    0    1.76e+00
2020 08 09  0315    59070   11700      0    2.51e+00    0    1.75e+00
2020 08 09  0320    59070   12000      0    2.52e+00    0    1.76e+00
2020 08 09  0325    59070   12300      0    2.41e+00    0    1.68e+00
2020 08 09  0330    59070   12600      0    2.44e+00    0    1.72e+00
2020 08 09  0335    59070   12900      9   -1.00e+05    9   -1.00e+05
2020 08 09  0340    59070   13200      9   -1.00e+05    9   -1.00e+05
2020 08 09  0345    59070   13500      9   -1.00e+05    9   -1.00e+05
2020 08 09  0350    59070   13800      9   -1.00e+05    9   -1.00e+05
2020 08 09  0355    59070   14100      9   -1.00e+05    9   -1.00e+05
2020 08 09  0400    59070   14400      9   -1.00e+05    9   -1.00e+05
2020 08 09  0405    59070   14700      9   -1.00e+05    9   -1.00e+05
2020 08 09  0410    59070   15000      9   -1.00e+05    9   -1.00e+05
2020 08 09  0415    59070   15300      9   -1.00e+05    9   -1.00e+05
2020 08 09  0420    59070   15600      9   -1.00e+05    9   -1.00e+05
2020 08 09  0425    59070   15900      9   -1.00e+05    9   -1.00e+05
2020 08 09  0430    59070   16200      9   -1.00e+05    9   -1.00e+05
2020 08 09  0435    59070   16500      9   -1.00e+05    9   -1.00e+05
2020 08 09  0440    59070   16800      9   -1.00e+05    9   -1.00e+05
2020 08 09  0445    59070   17100      9   -1.00e+05    9   -1.00e+05
2020 08 09  0450    59070   17400      9   -1.00e+05    9   -1.00e+05
