:Data_list: 20200812_ace_sis_5m.txt
:Created: 2020 Aug 13 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 08 12  0000    59073       0      0    2.53e+00    0    1.77e+00
2020 08 12  0005    59073     300      0    2.55e+00    0    1.77e+00
2020 08 12  0010    59073     600      0    2.57e+00    0    1.80e+00
2020 08 12  0015    59073     900      0    2.43e+00    0    1.71e+00
2020 08 12  0020    59073    1200      0    2.53e+00    0    1.76e+00
2020 08 12  0025    59073    1500      0    2.52e+00    0    1.76e+00
2020 08 12  0030    59073    1800      0    2.52e+00    0    1.76e+00
2020 08 12  0035    59073    2100      0    2.50e+00    0    1.73e+00
2020 08 12  0040    59073    2400      0    2.56e+00    0    1.79e+00
2020 08 12  0045    59073    2700      0    2.52e+00    0    1.77e+00
2020 08 12  0050    59073    3000      0    2.45e+00    0    1.72e+00
2020 08 12  0055    59073    3300      0    2.50e+00    0    1.74e+00
2020 08 12  0100    59073    3600      0    2.59e+00    0    1.80e+00
2020 08 12  0105    59073    3900      0    2.63e+00    0    1.82e+00
2020 08 12  0110    59073    4200      0    2.52e+00    0    1.77e+00
2020 08 12  0115    59073    4500      0    2.58e+00    0    1.80e+00
2020 08 12  0120    59073    4800      0    2.55e+00    0    1.79e+00
2020 08 12  0125    59073    5100      0    2.45e+00    0    1.71e+00
2020 08 12  0130    59073    5400      0    2.48e+00    0    1.74e+00
2020 08 12  0135    59073    5700      9   -1.00e+05    9   -1.00e+05
2020 08 12  0140    59073    6000      9   -1.00e+05    9   -1.00e+05
2020 08 12  0145    59073    6300      9   -1.00e+05    9   -1.00e+05
2020 08 12  0150    59073    6600      9   -1.00e+05    9   -1.00e+05
2020 08 12  0155    59073    6900      9   -1.00e+05    9   -1.00e+05
2020 08 12  0200    59073    7200      9   -1.00e+05    9   -1.00e+05
2020 08 12  0205    59073    7500      9   -1.00e+05    9   -1.00e+05
2020 08 12  0210    59073    7800      9   -1.00e+05    9   -1.00e+05
2020 08 12  0215    59073    8100      9   -1.00e+05    9   -1.00e+05
2020 08 12  0220    59073    8400      9   -1.00e+05    9   -1.00e+05
2020 08 12  0225    59073    8700      9   -1.00e+05    9   -1.00e+05
2020 08 12  0230    59073    9000      9   -1.00e+05    9   -1.00e+05
2020 08 12  0235    59073    9300      9   -1.00e+05    9   -1.00e+05
2020 08 12  0240    59073    9600      9   -1.00e+05    9   -1.00e+05
2020 08 12  0245    59073    9900      9   -1.00e+05    9   -1.00e+05
2020 08 12  0250    59073   10200      9   -1.00e+05    9   -1.00e+05
2020 08 12  0255    59073   10500      9   -1.00e+05    9   -1.00e+05
