:Product: 201004_ace_swepam_1h.txt
:Issued: 2010 May 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 04 01  0000   55287       0    0        2.0      420.5     1.86e+05
2010 04 01  0100   55287    3600    0        3.0      409.5     1.83e+05
2010 04 01  0200   55287    7200    0        3.2      413.6     2.54e+05
2010 04 01  0300   55287   10800    0        3.1      411.4     2.30e+05
2010 04 01  0400   55287   14400    0        2.9      410.7     2.46e+05
2010 04 01  0500   55287   18000    0        2.5      407.4     2.40e+05
2010 04 01  0600   55287   21600    0        4.5      412.1     2.46e+05
2010 04 01  0700   55287   25200    0        2.9      408.3     2.79e+05
2010 04 01  0800   55287   28800    0        2.2      406.2     2.82e+05
2010 04 01  0900   55287   32400    0        1.2      404.1     2.36e+05
2010 04 01  1000   55287   36000    0        2.0      385.2     2.13e+05
2010 04 01  1100   55287   39600    0        1.4      394.9     2.32e+05
2010 04 01  1200   55287   43200    0        1.5      396.7     2.00e+05
2010 04 01  1300   55287   46800    0        1.5      399.4     1.76e+05
2010 04 01  1400   55287   50400    0        1.1      404.2     1.19e+05
2010 04 01  1500   55287   54000    0        0.8      426.3     1.09e+05
2010 04 01  1600   55287   57600    0        0.7      430.6     1.16e+05
2010 04 01  1700   55287   61200    0        0.7      425.0     1.28e+05
2010 04 01  1800   55287   64800    0        1.2      426.2     1.77e+05
2010 04 01  1900   55287   68400    0        1.7      424.8     1.89e+05
2010 04 01  2000   55287   72000    0        1.8      433.5     1.72e+05
2010 04 01  2100   55287   75600    0        1.3      434.2     1.71e+05
2010 04 01  2200   55287   79200    0        2.0      442.0     1.33e+05
2010 04 01  2300   55287   82800    0        1.4      450.8     1.55e+05
2010 04 02  0000   55288       0    0        1.6      452.3     1.38e+05
