:Product: 202004_ace_swepam_1h.txt
:Issued: 2020 Apr 27 0810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2020 04 01  0000   58940       0    0        0.2      503.2     1.24e+05
2020 04 01  0100   58940    3600    0        0.2      493.0     1.05e+05
2020 04 01  0200   58940    7200    9    -9999.9    -9999.9    -1.00e+05
2020 04 01  0300   58940   10800    9    -9999.9    -9999.9    -1.00e+05
2020 04 01  0400   58940   14400    9    -9999.9    -9999.9    -1.00e+05
2020 04 01  0500   58940   18000    0        0.8      478.9     1.36e+05
2020 04 01  0600   58940   21600    0        1.1      483.8     1.29e+05
2020 04 01  0700   58940   25200    0        0.6      488.8     1.36e+05
2020 04 01  0800   58940   28800    0        0.4      478.1     1.21e+05
2020 04 01  0900   58940   32400    0        0.3      463.9     1.03e+05
2020 04 01  1000   58940   36000    0        0.2      460.3     9.02e+04
2020 04 01  1100   58940   39600    0        0.1      462.5     1.11e+05
2020 04 01  1200   58940   43200    0        0.1      455.2     1.11e+05
2020 04 01  1300   58940   46800    0        0.3      449.9     8.82e+04
2020 04 01  1400   58940   50400    0        0.3      435.8     7.95e+04
2020 04 01  1500   58940   54000    0        0.3      435.8     7.42e+04
2020 04 01  1600   58940   57600    0        0.4      439.8     6.61e+04
2020 04 01  1700   58940   61200    0        0.2      438.4     8.63e+04
2020 04 01  1800   58940   64800    0        0.4      435.7     5.65e+04
2020 04 01  1900   58940   68400    0        0.5      431.6     6.44e+04
2020 04 01  2000   58940   72000    0        0.8      423.6     5.72e+04
2020 04 01  2100   58940   75600    0        1.2      412.5     5.15e+04
2020 04 01  2200   58940   79200    0        0.7      406.5     6.00e+04
2020 04 01  2300   58940   82800    0        0.7      401.0     4.70e+04
2020 04 02  0000   58941       0    0        0.4      412.2     7.49e+04
2020 04 02  0100   58941    3600    0        0.2      424.8     6.26e+04
2020 04 02  0200   58941    7200    0        0.4      424.6     6.01e+04
2020 04 02  0300   58941   10800    0        0.6      421.8     7.67e+04
2020 04 02  0400   58941   14400    0        0.4      424.7     6.97e+04
2020 04 02  0500   58941   18000    0        0.4      422.7     5.02e+04
2020 04 02  0600   58941   21600    0        0.3      423.6     6.12e+04
2020 04 02  0700   58941   25200    0        0.1      412.3     9.54e+04
2020 04 02  0800   58941   28800    0        0.1      421.8     8.84e+04
2020 04 02  0900   58941   32400    1        0.0      429.0     7.21e+04
2020 04 02  1000   58941   36000    0        0.1      418.2     7.04e+04
2020 04 02  1100   58941   39600    1        0.1      411.3     8.56e+04
2020 04 02  1200   58941   43200    1        0.0      419.5     1.06e+05
2020 04 02  1300   58941   46800    1        0.0      420.3     1.14e+05
2020 04 02  1400   58941   50400    0        0.0      423.4     1.03e+05
2020 04 02  1500   58941   54000    0        0.1      422.6     8.60e+04
2020 04 02  1600   58941   57600    0        0.1      426.2     9.45e+04
2020 04 02  1700   58941   61200    0        0.1      422.2     8.01e+04
2020 04 02  1800   58941   64800    0        0.1      420.8     6.88e+04
2020 04 02  1900   58941   68400    0        0.1      421.7     7.73e+04
2020 04 02  2000   58941   72000    0        0.1      406.8     9.14e+04
2020 04 02  2100   58941   75600    0        0.1      444.3     8.50e+04
2020 04 02  2200   58941   79200    1        0.1      436.0     9.49e+04
2020 04 02  2300   58941   82800    1        0.1      411.6     1.53e+05
2020 04 03  0000   58942       0    0        0.0      390.5     6.91e+04
2020 04 03  0100   58942    3600    0        0.0      382.9     6.51e+04
2020 04 03  0200   58942    7200    0        0.2      402.2     1.03e+05
2020 04 03  0300   58942   10800    0        0.1      421.7     1.36e+05
2020 04 03  0400   58942   14400    0        1.0      400.4     9.82e+04
2020 04 03  0500   58942   18000    0        0.0      415.0     1.34e+05
2020 04 03  0600   58942   21600    1        0.0      395.4     9.92e+04
2020 04 03  0700   58942   25200    3    -9999.9    -9999.9    -1.00e+05
2020 04 03  0800   58942   28800    0        0.0      391.8     7.07e+04
2020 04 03  0900   58942   32400    0        0.0      404.1     1.27e+05
2020 04 03  1000   58942   36000    1        0.0      397.6     9.70e+04
2020 04 03  1100   58942   39600    9    -9999.9    -9999.9    -1.00e+05
2020 04 03  1200   58942   43200    0        0.1      459.6     1.04e+05
2020 04 03  1300   58942   46800    0        0.1      456.5     1.01e+05
2020 04 03  1400   58942   50400    0        0.1      454.6     1.14e+05
2020 04 03  1500   58942   54000    0        0.3      454.1     1.07e+05
2020 04 03  1600   58942   57600    0        0.4      456.0     9.88e+04
2020 04 03  1700   58942   61200    0        0.2      443.1     1.40e+05
2020 04 03  1800   58942   64800    9    -9999.9    -9999.9    -1.00e+05
2020 04 03  1900   58942   68400    0        0.1      425.1     7.26e+04
2020 04 03  2000   58942   72000    9    -9999.9    -9999.9    -1.00e+05
2020 04 03  2100   58942   75600    0        1.0      431.9     9.16e+04
2020 04 03  2200   58942   79200    0        0.3      428.1     1.15e+05
2020 04 03  2300   58942   82800    1        0.8      433.9     1.11e+05
2020 04 04  0000   58943       0    0        0.9      440.6     1.03e+05
2020 04 04  0100   58943    3600    0        1.0      440.9     9.83e+04
2020 04 04  0200   58943    7200    1        0.8      427.9     1.07e+05
2020 04 04  0300   58943   10800    0        0.3      435.4     1.15e+05
2020 04 04  0400   58943   14400    0        0.4      444.0     1.13e+05
2020 04 04  0500   58943   18000    0        0.2      440.8     1.24e+05
2020 04 04  0600   58943   21600    0        0.3      440.8     1.07e+05
2020 04 04  0700   58943   25200    0        0.3      440.2     1.16e+05
2020 04 04  0800   58943   28800    0        0.1      439.6     9.55e+04
2020 04 04  0900   58943   32400    0        0.1      448.1     1.33e+05
2020 04 04  1000   58943   36000    0        0.1      450.6     9.25e+04
2020 04 04  1100   58943   39600    0        0.1      448.1     1.14e+05
2020 04 04  1200   58943   43200    0        0.3      444.9     8.43e+04
2020 04 04  1300   58943   46800    9    -9999.9    -9999.9    -1.00e+05
2020 04 04  1400   58943   50400    0        0.1      427.2     8.96e+04
2020 04 04  1500   58943   54000    0        0.4      419.3     7.45e+04
2020 04 04  1600   58943   57600    0        0.7      419.0     7.74e+04
2020 04 04  1700   58943   61200    0        0.5      424.4     6.21e+04
2020 04 04  1800   58943   64800    0        0.8      421.0     4.95e+04
2020 04 04  1900   58943   68400    0        0.4      425.0     7.35e+04
2020 04 04  2000   58943   72000    0        0.2      429.9     9.69e+04
2020 04 04  2100   58943   75600    0        0.4      423.1     9.05e+04
2020 04 04  2200   58943   79200    1        0.6      414.0     6.05e+04
2020 04 04  2300   58943   82800    1        0.3      419.9     9.58e+04
2020 04 05  0000   58944       0    0        0.9      420.9     8.00e+04
2020 04 05  0100   58944    3600    0        0.5      427.7     9.95e+04
2020 04 05  0200   58944    7200    3    -9999.9    -9999.9    -1.00e+05
2020 04 05  0300   58944   10800    1       31.8      398.4     1.53e+05
2020 04 05  0400   58944   14400    0        3.5      431.0     8.72e+04
2020 04 05  0500   58944   18000    0        0.3      429.9     9.37e+04
2020 04 05  0600   58944   21600    0        0.1      439.1     8.01e+04
2020 04 05  0700   58944   25200    0        0.0      417.6     7.57e+04
2020 04 05  0800   58944   28800    1        0.0      412.4     8.25e+04
2020 04 05  0900   58944   32400    0        0.0      406.6     1.24e+05
2020 04 05  1000   58944   36000    0        0.1      396.5     1.00e+05
2020 04 05  1100   58944   39600    0        0.1      420.4     6.22e+04
2020 04 05  1200   58944   43200    0        0.1      404.6     6.11e+04
2020 04 05  1300   58944   46800    0        0.3      401.6     4.94e+04
2020 04 05  1400   58944   50400    0        0.2      396.1     4.48e+04
2020 04 05  1500   58944   54000    1        0.2      407.6     4.40e+04
2020 04 05  1600   58944   57600    0        0.4      399.5     3.31e+04
2020 04 05  1700   58944   61200    0        0.2      399.8     4.32e+04
2020 04 05  1800   58944   64800    1        0.1      389.8     4.17e+04
2020 04 05  1900   58944   68400    0        0.4      380.5     2.70e+04
2020 04 05  2000   58944   72000    1        0.1      385.9     5.98e+04
2020 04 05  2100   58944   75600    0        0.1      382.0     4.82e+04
2020 04 05  2200   58944   79200    0        0.1      373.9     4.71e+04
2020 04 05  2300   58944   82800    0        0.2      370.7     4.19e+04
2020 04 06  0000   58945       0    0        0.2      368.9     4.09e+04
2020 04 06  0100   58945    3600    0        0.5      367.0     4.09e+04
2020 04 06  0200   58945    7200    0        1.0      372.3     4.22e+04
2020 04 06  0300   58945   10800    9    -9999.9    -9999.9    -1.00e+05
2020 04 06  0400   58945   14400    0        0.3      367.2     4.12e+04
2020 04 06  0500   58945   18000    0        0.4      373.2     5.51e+04
2020 04 06  0600   58945   21600    0        0.5      372.3     4.30e+04
2020 04 06  0700   58945   25200    1        0.3      363.9     5.06e+04
2020 04 06  0800   58945   28800    0        0.3      353.2     5.39e+04
2020 04 06  0900   58945   32400    0        0.2      364.5     4.79e+04
2020 04 06  1000   58945   36000    0        0.3      356.8     5.23e+04
2020 04 06  1100   58945   39600    0        0.3      350.0     5.08e+04
2020 04 06  1200   58945   43200    1        0.4      359.7     3.72e+04
2020 04 06  1300   58945   46800    1        0.2      355.7     5.30e+04
2020 04 06  1400   58945   50400    0        0.2      343.9     7.11e+04
2020 04 06  1500   58945   54000    1        0.2      330.6     6.15e+04
2020 04 06  1600   58945   57600    1        0.2      344.5     6.97e+04
2020 04 06  1700   58945   61200    1        0.1      342.9     6.10e+04
2020 04 06  1800   58945   64800    1        0.2      334.7     4.90e+04
2020 04 06  1900   58945   68400    1        0.1      323.9     5.64e+04
2020 04 06  2000   58945   72000    1        0.2      316.9     2.60e+04
2020 04 06  2100   58945   75600    1        0.3      318.2     2.85e+04
2020 04 06  2200   58945   79200    0        0.6      315.2     1.26e+04
2020 04 06  2300   58945   82800    1        0.4      313.1     1.67e+04
2020 04 07  0000   58946       0    0        0.1      315.2     3.19e+04
2020 04 07  0100   58946    3600    0        0.1      314.0     4.03e+04
2020 04 07  0200   58946    7200    1        0.1      326.9     6.70e+04
2020 04 07  0300   58946   10800    9    -9999.9    -9999.9    -1.00e+05
2020 04 07  0400   58946   14400    0        1.9      334.1     5.05e+04
2020 04 07  0500   58946   18000    0        0.3      328.6     4.44e+04
2020 04 07  0600   58946   21600    0        0.3      327.7     4.15e+04
2020 04 07  0700   58946   25200    1        0.2      318.9     2.84e+04
2020 04 07  0800   58946   28800    1        0.2      314.8     2.93e+04
2020 04 07  0900   58946   32400    1        0.2      314.5     3.78e+04
2020 04 07  1000   58946   36000    1        0.1      314.6     2.14e+04
2020 04 07  1100   58946   39600    0        0.2      312.0     3.46e+04
2020 04 07  1200   58946   43200    1        0.2      314.5     4.58e+04
2020 04 07  1300   58946   46800    1        0.2      306.8     3.54e+04
2020 04 07  1400   58946   50400    0        0.3      297.9     2.49e+04
2020 04 07  1500   58946   54000    1        0.4      301.5     2.47e+04
2020 04 07  1600   58946   57600    0        0.4      292.6     3.11e+04
2020 04 07  1700   58946   61200    0        0.5      292.9     2.76e+04
2020 04 07  1800   58946   64800    0        2.2      294.8     3.07e+04
2020 04 07  1900   58946   68400    1        3.4      300.8     4.03e+04
2020 04 07  2000   58946   72000    0        3.9      313.1     6.59e+04
2020 04 07  2100   58946   75600    0        3.3      309.1     5.90e+04
2020 04 07  2200   58946   79200    0        6.6      313.0     4.01e+04
2020 04 07  2300   58946   82800    0        7.9      328.8     3.28e+04
2020 04 08  0000   58947       0    0       10.8      336.0     3.61e+04
2020 04 08  0100   58947    3600    0       14.3      353.6     4.16e+04
2020 04 08  0200   58947    7200    9    -9999.9    -9999.9    -1.00e+05
2020 04 08  0300   58947   10800    9    -9999.9    -9999.9    -1.00e+05
2020 04 08  0400   58947   14400    0       13.9      350.4     2.70e+04
2020 04 08  0500   58947   18000    0       12.9      360.2     4.41e+04
2020 04 08  0600   58947   21600    0        6.7      372.9     8.17e+04
2020 04 08  0700   58947   25200    0        7.8      377.4     9.59e+04
2020 04 08  0800   58947   28800    0        7.4      399.9     1.35e+05
2020 04 08  0900   58947   32400    0        9.6      405.3     1.33e+05
2020 04 08  1000   58947   36000    0        7.7      406.0     1.32e+05
2020 04 08  1100   58947   39600    0        8.8      414.3     1.63e+05
2020 04 08  1200   58947   43200    0        9.9      409.1     1.41e+05
2020 04 08  1300   58947   46800    3    -9999.9    -9999.9    -1.00e+05
2020 04 08  1400   58947   50400    0        5.9      438.0     2.04e+05
2020 04 08  1500   58947   54000    0        5.6      444.6     2.11e+05
2020 04 08  1600   58947   57600    0        4.4      456.4     2.11e+05
2020 04 08  1700   58947   61200    0        3.8      467.3     1.87e+05
2020 04 08  1800   58947   64800    0        3.5      493.0     1.92e+05
2020 04 08  1900   58947   68400    0        3.8      484.0     1.73e+05
2020 04 08  2000   58947   72000    0        3.4      464.3     1.54e+05
2020 04 08  2100   58947   75600    1        3.3      464.2     1.44e+05
2020 04 08  2200   58947   79200    0        2.8      464.3     1.36e+05
