:Product: 201212_ace_mag_1h.txt
:Issued: 2013 Jan 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2012 12 01  0000   56262       0    0    -2.6     2.7    -0.7     3.8   -10.9   134.1
2012 12 01  0100   56262    3600    0    -2.2     2.9    -1.0     3.8   -14.7   126.7
2012 12 01  0200   56262    7200    0     0.0     1.5    -0.2     1.5    -6.2    88.2
2012 12 01  0300   56262   10800    0     1.7    -2.4     1.3     3.2    23.7   305.4
2012 12 01  0400   56262   14400    0     1.1    -1.7     2.7     3.4    52.9   304.3
2012 12 01  0500   56262   18000    0     0.9    -1.4     3.1     3.5    62.1   303.9
2012 12 01  0600   56262   21600    0     0.6    -1.0     4.5     4.7    75.4   300.6
2012 12 01  0700   56262   25200    0    -1.8    -2.7     1.9     3.7    30.0   236.9
2012 12 01  0800   56262   28800    0    -0.8    -3.8     3.8     5.4    44.8   258.0
2012 12 01  0900   56262   32400    0    -0.3    -3.1     5.1     6.0    58.6   263.8
2012 12 01  1000   56262   36000    0    -1.2    -1.6     5.2     5.6    68.5   232.8
2012 12 01  1100   56262   39600    0    -1.3    -1.1     5.0     5.3    71.2   218.2
2012 12 01  1200   56262   43200    0     0.9    -0.7     4.1     4.3    74.6   323.2
2012 12 01  1300   56262   46800    0     0.1    -2.5     3.1     4.0    51.2   273.0
2012 12 01  1400   56262   50400    0    -0.6    -2.7     1.5     3.1    27.9   257.7
2012 12 01  1500   56262   54000    0    -0.9    -3.8     0.7     4.0    10.0   256.3
2012 12 01  1600   56262   57600    0    -1.5    -3.1    -0.7     3.5   -12.1   244.6
2012 12 01  1700   56262   61200    0    -3.1    -1.4    -3.2     4.7   -42.8   204.5
2012 12 01  1800   56262   64800    0    -4.6     1.7    -3.8     6.3   -37.9   159.7
2012 12 01  1900   56262   68400    0    -4.7     3.2    -3.9     6.9   -34.3   145.5
2012 12 01  2000   56262   72000    0    -4.7     5.4    -3.9     8.2   -28.5   130.9
2012 12 01  2100   56262   75600    0    -3.1     7.9    -2.2     8.8   -14.4   111.7
2012 12 01  2200   56262   79200    0    -2.9     8.4    -2.1     9.1   -13.5   109.0
2012 12 01  2300   56262   82800    0    -5.4     7.8    -2.3     9.8   -13.6   124.7
2012 12 02  0000   56263       0    0    -4.7     8.8    -2.9    10.4   -16.4   118.3
2012 12 02  0100   56263    3600    0    -1.9    10.2    -2.5    10.7   -13.3   100.8
2012 12 02  0200   56263    7200    0    -1.2     9.8    -1.5    10.0    -8.8    96.9
2012 12 02  0300   56263   10800    0     0.8     9.8     0.4     9.9     2.3    85.6
2012 12 02  0400   56263   14400    0    -0.9     9.3    -1.0     9.4    -6.1    95.5
2012 12 02  0500   56263   18000    0    -0.1     8.7    -2.5     9.1   -16.0    90.7
2012 12 02  0600   56263   21600    0    -2.0     6.7    -4.3     8.2   -31.7   106.2
2012 12 02  0700   56263   25200    0    -1.0     5.6    -4.6     7.3   -38.7    99.8
2012 12 02  0800   56263   28800    0     3.7     9.1    -0.1     9.8    -0.8    67.8
2012 12 02  0900   56263   32400    0     3.6     9.3    -0.9    10.0    -5.0    69.0
2012 12 02  1000   56263   36000    0     3.2     8.9    -0.7     9.5    -4.2    70.0
2012 12 02  1100   56263   39600    0     1.5     8.5    -1.9     8.8   -12.5    80.3
2012 12 02  1200   56263   43200    0     4.1     7.1     0.5     8.2     3.6    59.7
2012 12 02  1300   56263   46800    0     3.8     7.6    -1.6     8.6   -10.5    63.5
2012 12 02  1400   56263   50400    0     4.4     7.2    -1.8     8.6   -12.1    58.9
2012 12 02  1500   56263   54000    0     5.2     6.8    -0.4     8.5    -2.4    52.8
2012 12 02  1600   56263   57600    0     5.0     6.8     0.4     8.4     3.0    53.6
2012 12 02  1700   56263   61200    0     4.2     6.5    -0.2     7.7    -1.6    57.1
2012 12 02  1800   56263   64800    0     5.5     5.3    -0.1     7.6    -0.8    43.9
2012 12 02  1900   56263   68400    0     5.4     4.7     0.7     7.2     5.8    40.9
2012 12 02  2000   56263   72000    0     5.6     3.0     2.0     6.6    17.1    27.9
2012 12 02  2100   56263   75600    0     5.9     3.3     0.7     6.8     5.8    29.5
2012 12 02  2200   56263   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2012 12 02  2300   56263   82800    0     6.5     3.5    -0.1     7.4    -0.8    28.4
2012 12 03  0000   56264       0    0     7.1     2.0    -0.5     7.4    -3.9    15.8
2012 12 03  0100   56264    3600    0     6.5     0.1    -1.8     6.7   -15.4     1.2
2012 12 03  0200   56264    7200    0     6.4    -3.0    -0.3     7.1    -2.3   334.9
2012 12 03  0300   56264   10800    0     6.2    -3.5     0.4     7.1     2.9   330.7
2012 12 03  0400   56264   14400    0     6.3    -3.2     1.4     7.2    11.1   333.1
2012 12 03  0500   56264   18000    0     7.1    -5.3     0.1     8.9     0.9   323.4
2012 12 03  0600   56264   21600    0     5.7    -6.9     2.5     9.3    15.4   309.4
2012 12 03  0700   56264   25200    0     5.7    -7.5     1.1     9.5     6.8   307.4
2012 12 03  0800   56264   28800    0     3.8    -7.9     4.9    10.0    29.2   295.5
2012 12 03  0900   56264   32400    0     5.2    -8.1     2.6    10.0    15.2   302.8
2012 12 03  1000   56264   36000    0     6.4    -7.0     3.7    10.2    21.3   312.8
2012 12 03  1100   56264   39600    0     3.5    -8.6     4.7    10.4    26.7   292.3
2012 12 03  1200   56264   43200    0     6.0    -8.0     2.8    10.4    15.8   307.0
2012 12 03  1300   56264   46800    0     6.4    -8.1     1.5    10.4     8.3   308.2
2012 12 03  1400   56264   50400    0     5.9    -8.1     3.2    10.5    17.5   306.4
2012 12 03  1500   56264   54000    0     4.5    -9.5     2.6    10.8    14.1   295.3
2012 12 03  1600   56264   57600    0     5.0    -9.0     4.0    11.1    21.1   298.8
2012 12 03  1700   56264   61200    0     4.4    -9.3     4.0    11.0    21.4   295.4
2012 12 03  1800   56264   64800    0     2.3    -8.4     7.3    11.3    39.8   285.4
2012 12 03  1900   56264   68400    0     1.4    -9.0     8.4    12.4    42.6   278.9
2012 12 03  2000   56264   72000    0     2.3    -9.8     0.5    10.1     2.7   283.2
2012 12 03  2100   56264   75600    0     4.3    -5.0     0.7     6.6     5.9   311.0
2012 12 03  2200   56264   79200    0     1.3    -7.3     0.4     7.4     2.9   280.1
2012 12 03  2300   56264   82800    0    -0.7   -10.4     3.7    11.0    19.5   266.2
2012 12 04  0000   56265       0    0     1.5   -10.5     1.3    10.6     6.9   278.1
2012 12 04  0100   56265    3600    0     2.2   -10.4     1.2    10.7     6.4   282.1
2012 12 04  0200   56265    7200    0    -0.5    -5.3    -2.3     5.7   -23.6   264.8
2012 12 04  0300   56265   10800    0     1.2    -6.1    -2.7     6.8   -23.7   281.1
