:Product: 202411_ace_loc_1h.txt
:Issued: 2024 Nov 05 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2024 11 01  0000   60615       0     220.1     -3.0     17.8
2024 11 01  0100   60615    3600     220.1     -3.0     17.8
2024 11 01  0200   60615    7200     220.1     -2.9     17.8
2024 11 01  0300   60615   10800     220.1     -2.8     17.9
2024 11 01  0400   60615   14400     220.1     -2.8     17.9
2024 11 01  0500   60615   18000     220.1     -2.7     17.9
2024 11 01  0600   60615   21600     220.1     -2.6     17.9
2024 11 01  0700   60615   25200     220.1     -2.6     17.9
2024 11 01  0800   60615   28800     220.1     -2.5     18.0
2024 11 01  0900   60615   32400     220.1     -2.4     18.0
2024 11 01  1000   60615   36000     220.0     -2.4     18.0
2024 11 01  1100   60615   39600     220.0     -2.3     18.0
2024 11 01  1200   60615   43200     220.0     -2.2     18.1
2024 11 01  1300   60615   46800     220.0     -2.2     18.1
2024 11 01  1400   60615   50400     220.0     -2.1     18.1
2024 11 01  1500   60615   54000     220.0     -2.0     18.1
2024 11 01  1600   60615   57600     220.0     -2.0     18.1
2024 11 01  1700   60615   61200     220.0     -1.9     18.2
2024 11 01  1800   60615   64800     220.0     -1.8     18.2
2024 11 01  1900   60615   68400     220.0     -1.8     18.2
2024 11 01  2000   60615   72000     220.0     -1.7     18.2
2024 11 01  2100   60615   75600     220.0     -1.6     18.3
2024 11 01  2200   60615   79200     220.0     -1.6     18.3
2024 11 01  2300   60615   82800     220.0     -1.5     18.3
2024 11 02  0000   60616       0     220.0     -1.4     18.3
2024 11 02  0100   60616    3600     220.0     -1.4     18.3
2024 11 02  0200   60616    7200     220.0     -1.3     18.4
2024 11 02  0300   60616   10800     220.0     -1.2     18.4
2024 11 02  0400   60616   14400     220.0     -1.2     18.4
2024 11 02  0500   60616   18000     220.0     -1.1     18.4
2024 11 02  0600   60616   21600     220.0     -1.0     18.4
2024 11 02  0700   60616   25200     220.0     -0.9     18.5
2024 11 02  0800   60616   28800     220.0     -0.9     18.5
2024 11 02  0900   60616   32400     219.9     -0.8     18.5
2024 11 02  1000   60616   36000     219.9     -0.7     18.5
2024 11 02  1100   60616   39600     219.9     -0.7     18.6
