:Product: 200805_ace_swepam_1h.txt
:Issued: 2008 Jun 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2008 05 01  0000   54587       0    0        1.2      511.5     1.84e+05
2008 05 01  0100   54587    3600    0        1.8      493.6     1.70e+05
2008 05 01  0200   54587    7200    0        1.5      497.1     1.65e+05
2008 05 01  0300   54587   10800    0        2.4      501.9     1.39e+05
2008 05 01  0400   54587   14400    0        2.1      493.4     1.46e+05
2008 05 01  0500   54587   18000    0        2.1      491.7     1.44e+05
2008 05 01  0600   54587   21600    0        2.7      492.9     1.46e+05
2008 05 01  0700   54587   25200    0        2.8      491.4     1.52e+05
2008 05 01  0800   54587   28800    0        2.9      493.8     1.52e+05
2008 05 01  0900   54587   32400    0        3.1      495.8     1.33e+05
2008 05 01  1000   54587   36000    0        3.6      477.7     1.12e+05
2008 05 01  1100   54587   39600    0        4.0      468.9     9.94e+04
2008 05 01  1200   54587   43200    0        2.9      462.8     9.59e+04
2008 05 01  1300   54587   46800    0        2.3      465.3     1.16e+05
2008 05 01  1400   54587   50400    0        3.6      465.8     9.04e+04
2008 05 01  1500   54587   54000    0        5.5      473.8     1.35e+05
2008 05 01  1600   54587   57600    0        5.0      450.4     1.20e+05
2008 05 01  1700   54587   61200    0        6.2      451.6     9.96e+04
2008 05 01  1800   54587   64800    0        8.4      443.4     1.01e+05
2008 05 01  1900   54587   68400    0        7.8      444.2     1.25e+05
2008 05 01  2000   54587   72000    0        6.3      439.1     1.15e+05
2008 05 01  2100   54587   75600    0        6.5      433.7     1.25e+05
2008 05 01  2200   54587   79200    0        7.2      440.9     1.22e+05
2008 05 01  2300   54587   82800    0        3.3      448.1     1.32e+05
2008 05 02  0000   54588       0    0        8.4      451.5     1.31e+05
2008 05 02  0100   54588    3600    0        9.1      456.6     1.28e+05
2008 05 02  0200   54588    7200    0        9.5      452.0     1.31e+05
2008 05 02  0300   54588   10800    0        8.3      448.3     1.22e+05
2008 05 02  0400   54588   14400    0        4.2      460.3     1.62e+05
2008 05 02  0500   54588   18000    0        3.1      473.9     1.59e+05
2008 05 02  0600   54588   21600    0        2.8      480.0     1.29e+05
2008 05 02  0700   54588   25200    0        2.6      488.3     1.39e+05
2008 05 02  0800   54588   28800    0        3.2      484.6     1.26e+05
2008 05 02  0900   54588   32400    0        2.7      472.7     1.27e+05
2008 05 02  1000   54588   36000    0        3.2      477.5     1.19e+05
2008 05 02  1100   54588   39600    0        2.7      484.4     1.13e+05
2008 05 02  1200   54588   43200    0        2.7      477.4     9.41e+04
2008 05 02  1300   54588   46800    0        3.9      451.8     8.24e+04
2008 05 02  1400   54588   50400    0        4.0      447.6     7.66e+04
2008 05 02  1500   54588   54000    0        4.3      458.2     7.58e+04
2008 05 02  1600   54588   57600    0        4.0      452.8     7.54e+04
2008 05 02  1700   54588   61200    0        3.6      447.2     7.38e+04
2008 05 02  1800   54588   64800    0        4.2      449.5     8.06e+04
2008 05 02  1900   54588   68400    0        4.3      447.6     9.28e+04
2008 05 02  2000   54588   72000    0        5.2      446.2     9.79e+04
2008 05 02  2100   54588   75600    0        5.6      440.6     7.19e+04
2008 05 02  2200   54588   79200    0        4.9      448.1     1.02e+05
2008 05 02  2300   54588   82800    0        5.9      445.1     9.25e+04
2008 05 03  0000   54589       0    0        6.1      441.1     9.11e+04
2008 05 03  0100   54589    3600    0        7.3      449.6     7.38e+04
2008 05 03  0200   54589    7200    0        7.5      453.9     8.25e+04
2008 05 03  0300   54589   10800    0        8.3      448.3     7.90e+04
2008 05 03  0400   54589   14400    0        7.1      436.7     8.20e+04
2008 05 03  0500   54589   18000    0        6.3      434.1     1.05e+05
2008 05 03  0600   54589   21600    0        5.4      436.1     1.24e+05
2008 05 03  0700   54589   25200    0        5.7      442.0     1.13e+05
2008 05 03  0800   54589   28800    0        7.6      431.8     1.08e+05
2008 05 03  0900   54589   32400    0        6.9      427.5     1.18e+05
2008 05 03  1000   54589   36000    0        6.3      444.6     1.43e+05
2008 05 03  1100   54589   39600    0        7.0      468.8     1.57e+05
2008 05 03  1200   54589   43200    0        3.5      522.9     2.37e+05
2008 05 03  1300   54589   46800    0        2.3      545.4     3.08e+05
2008 05 03  1400   54589   50400    0        2.9      537.4     3.00e+05
2008 05 03  1500   54589   54000    0        2.3      537.6     3.18e+05
2008 05 03  1600   54589   57600    0        4.0      544.9     2.49e+05
2008 05 03  1700   54589   61200    0        3.2      543.3     2.82e+05
2008 05 03  1800   54589   64800    0        3.6      533.7     2.46e+05
2008 05 03  1900   54589   68400    0        2.5      530.0     2.90e+05
2008 05 03  2000   54589   72000    0        3.0      543.9     2.76e+05
2008 05 03  2100   54589   75600    0        2.9      543.6     2.39e+05
2008 05 03  2200   54589   79200    0        2.7      519.1     1.95e+05
