:Product: 201512_ace_loc_1h.txt
:Issued: 2015 Dec 27 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2015 12 01  0000   57357       0     240.3     17.3     22.1
2015 12 01  0100   57357    3600     240.3     17.3     22.1
2015 12 01  0200   57357    7200     240.4     17.2     22.1
2015 12 01  0300   57357   10800     240.4     17.2     22.1
2015 12 01  0400   57357   14400     240.4     17.1     22.1
2015 12 01  0500   57357   18000     240.4     17.1     22.2
2015 12 01  0600   57357   21600     240.4     17.0     22.2
2015 12 01  0700   57357   25200     240.4     16.9     22.2
2015 12 01  0800   57357   28800     240.4     16.9     22.2
2015 12 01  0900   57357   32400     240.5     16.8     22.2
2015 12 01  1000   57357   36000     240.5     16.8     22.2
2015 12 01  1100   57357   39600     240.5     16.7     22.3
2015 12 01  1200   57357   43200     240.5     16.7     22.3
2015 12 01  1300   57357   46800     240.5     16.6     22.3
2015 12 01  1400   57357   50400     240.5     16.6     22.3
2015 12 01  1500   57357   54000     240.5     16.5     22.3
2015 12 01  1600   57357   57600     240.5     16.4     22.3
2015 12 01  1700   57357   61200     240.6     16.4     22.4
2015 12 01  1800   57357   64800     240.6     16.3     22.4
2015 12 01  1900   57357   68400     240.6     16.3     22.4
2015 12 01  2000   57357   72000     240.6     16.2     22.4
2015 12 01  2100   57357   75600     240.6     16.2     22.4
2015 12 01  2200   57357   79200     240.6     16.1     22.4
2015 12 01  2300   57357   82800     240.6     16.1     22.5
2015 12 02  0000   57358       0     240.6     16.0     22.5
2015 12 02  0100   57358    3600     240.7     16.0     22.5
2015 12 02  0200   57358    7200     240.7     15.9     22.5
2015 12 02  0300   57358   10800     240.7     15.8     22.5
2015 12 02  0400   57358   14400     240.7     15.8     22.5
2015 12 02  0500   57358   18000     240.7     15.7     22.6
2015 12 02  0600   57358   21600     240.7     15.7     22.6
2015 12 02  0700   57358   25200     240.7     15.6     22.6
2015 12 02  0800   57358   28800     240.8     15.6     22.6
2015 12 02  0900   57358   32400     240.8     15.5     22.6
2015 12 02  1000   57358   36000     240.8     15.5     22.6
2015 12 02  1100   57358   39600     240.8     15.4     22.7
2015 12 02  1200   57358   43200     240.8     15.4     22.7
2015 12 02  1300   57358   46800     240.8     15.3     22.7
2015 12 02  1400   57358   50400     240.8     15.2     22.7
2015 12 02  1500   57358   54000     240.8     15.2     22.7
2015 12 02  1600   57358   57600     240.9     15.1     22.7
2015 12 02  1700   57358   61200     240.9     15.1     22.8
2015 12 02  1800   57358   64800     240.9     15.0     22.8
2015 12 02  1900   57358   68400     240.9     15.0     22.8
2015 12 02  2000   57358   72000     240.9     14.9     22.8
2015 12 02  2100   57358   75600     240.9     14.9     22.8
2015 12 02  2200   57358   79200     240.9     14.8     22.8
2015 12 02  2300   57358   82800     240.9     14.8     22.9
2015 12 03  0000   57359       0     241.0     14.7     22.9
2015 12 03  0100   57359    3600     241.0     14.6     22.9
2015 12 03  0200   57359    7200     241.0     14.6     22.9
2015 12 03  0300   57359   10800     241.0     14.5     22.9
2015 12 03  0400   57359   14400     241.0     14.5     22.9
