:Product: 200910_ace_loc_1h.txt
:Issued: 2009 Oct 31 2310 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2009 10 01  0000   55105       0     243.2    -20.0    -24.5
2009 10 01  0100   55105    3600     243.2    -20.1    -24.5
2009 10 01  0200   55105    7200     243.2    -20.2    -24.5
2009 10 01  0300   55105   10800     243.2    -20.2    -24.5
2009 10 01  0400   55105   14400     243.2    -20.3    -24.5
2009 10 01  0500   55105   18000     243.2    -20.3    -24.5
2009 10 01  0600   55105   21600     243.2    -20.4    -24.5
2009 10 01  0700   55105   25200     243.1    -20.4    -24.5
2009 10 01  0800   55105   28800     243.1    -20.5    -24.5
2009 10 01  0900   55105   32400     243.1    -20.5    -24.5
2009 10 01  1000   55105   36000     243.1    -20.6    -24.6
2009 10 01  1100   55105   39600     243.1    -20.6    -24.6
2009 10 01  1200   55105   43200     243.0    -20.7    -24.6
2009 10 01  1300   55105   46800     243.0    -20.8    -24.6
2009 10 01  1400   55105   50400     243.0    -20.8    -24.6
2009 10 01  1500   55105   54000     243.0    -20.9    -24.6
2009 10 01  1600   55105   57600     243.0    -20.9    -24.6
2009 10 01  1700   55105   61200     243.0    -21.0    -24.6
2009 10 01  1800   55105   64800     242.9    -21.0    -24.6
2009 10 01  1900   55105   68400     242.9    -21.1    -24.6
2009 10 01  2000   55105   72000     242.9    -21.1    -24.6
2009 10 01  2100   55105   75600     242.9    -21.2    -24.6
2009 10 01  2200   55105   79200     242.9    -21.3    -24.6
2009 10 01  2300   55105   82800     242.8    -21.3    -24.6
2009 10 02  0000   55106       0     242.8    -21.4    -24.6
2009 10 02  0100   55106    3600     242.8    -21.4    -24.6
2009 10 02  0200   55106    7200     242.8    -21.5    -24.6
2009 10 02  0300   55106   10800     242.8    -21.5    -24.6
2009 10 02  0400   55106   14400     242.8    -21.6    -24.6
2009 10 02  0500   55106   18000     242.8    -21.6    -24.6
2009 10 02  0600   55106   21600     242.7    -21.7    -24.6
2009 10 02  0700   55106   25200     242.7    -21.7    -24.6
2009 10 02  0800   55106   28800     242.7    -21.8    -24.6
2009 10 02  0900   55106   32400     242.7    -21.9    -24.6
2009 10 02  1000   55106   36000     242.7    -21.9    -24.6
2009 10 02  1100   55106   39600     242.7    -22.0    -24.6
2009 10 02  1200   55106   43200     242.6    -22.0    -24.6
2009 10 02  1300   55106   46800     242.6    -22.1    -24.6
