:Product: 200803_ace_mag_1h.txt
:Issued: 2008 Apr 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2008 03 01  0000   54526       0    0     4.0    -2.0    -1.2     4.6   -15.2   333.7
2008 03 01  0100   54526    3600    0     2.5     0.3    -1.6     3.0   -32.7     7.0
2008 03 01  0200   54526    7200    0     2.6     1.7     1.9     3.7    31.7    32.2
2008 03 01  0300   54526   10800    0     1.4    -2.7    -0.4     3.1    -7.0   297.7
2008 03 01  0400   54526   14400    0     2.3     3.2     1.0     4.0    14.0    54.2
2008 03 01  0500   54526   18000    0     2.6     0.9    -0.2     2.8    -5.1    19.6
2008 03 01  0600   54526   21600    0     0.8    -2.4    -2.3     3.4   -42.0   288.6
2008 03 01  0700   54526   25200    0    -1.4    -3.9    -2.1     4.6   -26.8   250.2
2008 03 01  0800   54526   28800    0     1.5     2.1    -0.2     2.6    -4.6    54.1
2008 03 01  0900   54526   32400    0     1.0     0.1    -0.6     1.2   -31.3     6.4
2008 03 01  1000   54526   36000    0     2.8     0.6     0.7     2.9    13.5    12.0
2008 03 01  1100   54526   39600    0     1.8    -2.2     0.1     2.9     1.9   308.7
2008 03 01  1200   54526   43200    0     1.6    -0.6     3.2     3.6    61.3   338.4
2008 03 01  1300   54526   46800    0     1.6    -0.9     2.1     2.8    48.2   331.3
2008 03 01  1400   54526   50400    0     1.6     0.5    -0.8     1.8   -24.9    15.8
2008 03 01  1500   54526   54000    0     1.3    -2.4     1.8     3.3    33.2   298.1
2008 03 01  1600   54526   57600    0     1.6    -2.8     0.9     3.4    15.6   299.3
2008 03 01  1700   54526   61200    0     1.4    -2.5     0.5     3.0    10.4   299.7
2008 03 01  1800   54526   64800    0    -0.1    -3.0     0.7     3.0    13.0   267.5
2008 03 01  1900   54526   68400    0    -0.8    -3.9     1.1     4.1    15.9   258.8
2008 03 01  2000   54526   72000    0     0.8    -2.6    -0.8     2.8   -16.4   286.3
2008 03 01  2100   54526   75600    0     1.7    -1.4     2.1     3.1    43.4   320.0
2008 03 01  2200   54526   79200    0     0.8    -1.7    -2.2     2.9   -48.5   295.8
2008 03 01  2300   54526   82800    0    -1.7    -2.8     0.3     3.3     5.2   239.2
2008 03 02  0000   54527       0    0     0.7    -2.8     0.4     2.9     8.2   284.4
2008 03 02  0100   54527    3600    0     1.8    -0.8     0.4     2.0    12.1   336.6
2008 03 02  0200   54527    7200    0     1.4     0.6    -0.3     1.5   -10.2    22.6
2008 03 02  0300   54527   10800    0     2.1    -1.5     0.3     2.6     6.8   324.4
2008 03 02  0400   54527   14400    0    -0.0    -1.6    -0.1     1.6    -4.1   268.3
2008 03 02  0500   54527   18000    0     0.5    -1.7    -0.7     1.9   -21.3   286.7
2008 03 02  0600   54527   21600    0     0.6    -1.9    -1.2     2.3   -30.5   288.0
2008 03 02  0700   54527   25200    0    -1.1    -2.4    -0.5     2.7   -11.0   245.6
2008 03 02  0800   54527   28800    0     0.8    -2.5     0.3     2.6     7.3   288.2
2008 03 02  0900   54527   32400    0     0.7    -2.2    -0.5     2.3   -12.0   287.6
