:Product: 201202_ace_loc_1h.txt
:Issued: 2012 Feb 29 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2012 02 01  0000   55958       0     242.3     11.3      6.3
2012 02 01  0100   55958    3600     242.3     11.2      6.2
2012 02 01  0200   55958    7200     242.3     11.2      6.2
2012 02 01  0300   55958   10800     242.3     11.1      6.2
2012 02 01  0400   55958   14400     242.3     11.1      6.1
2012 02 01  0500   55958   18000     242.3     11.0      6.1
2012 02 01  0600   55958   21600     242.3     10.9      6.1
2012 02 01  0700   55958   25200     242.3     10.9      6.0
2012 02 01  0800   55958   28800     242.3     10.8      6.0
2012 02 01  0900   55958   32400     242.3     10.8      6.0
2012 02 01  1000   55958   36000     242.3     10.7      5.9
2012 02 01  1100   55958   39600     242.3     10.6      5.9
2012 02 01  1200   55958   43200     242.3     10.6      5.9
2012 02 01  1300   55958   46800     242.3     10.5      5.8
2012 02 01  1400   55958   50400     242.3     10.5      5.8
2012 02 01  1500   55958   54000     242.3     10.4      5.8
2012 02 01  1600   55958   57600     242.3     10.3      5.8
2012 02 01  1700   55958   61200     242.3     10.3      5.7
2012 02 01  1800   55958   64800     242.3     10.2      5.7
2012 02 01  1900   55958   68400     242.3     10.1      5.7
2012 02 01  2000   55958   72000     242.3     10.1      5.6
2012 02 01  2100   55958   75600     242.3     10.0      5.6
2012 02 01  2200   55958   79200     242.3     10.0      5.6
2012 02 01  2300   55958   82800     242.3      9.9      5.5
2012 02 02  0000   55959       0     242.3      9.8      5.5
2012 02 02  0100   55959    3600     242.3      9.8      5.5
2012 02 02  0200   55959    7200     242.3      9.7      5.4
2012 02 02  0300   55959   10800     242.3      9.7      5.4
2012 02 02  0400   55959   14400     242.3      9.6      5.4
2012 02 02  0500   55959   18000     242.3      9.5      5.3
2012 02 02  0600   55959   21600     242.3      9.5      5.3
2012 02 02  0700   55959   25200     242.3      9.4      5.3
2012 02 02  0800   55959   28800     242.3      9.3      5.2
2012 02 02  0900   55959   32400     242.3      9.3      5.2
2012 02 02  1000   55959   36000     242.3      9.2      5.2
2012 02 02  1100   55959   39600     242.3      9.2      5.2
2012 02 02  1200   55959   43200     242.3      9.1      5.1
2012 02 02  1300   55959   46800     242.4      9.0      5.1
2012 02 02  1400   55959   50400     242.4      9.0      5.1
2012 02 02  1500   55959   54000     242.4      8.9      5.0
2012 02 02  1600   55959   57600     242.4      8.8      5.0
2012 02 02  1700   55959   61200     242.4      8.8      5.0
2012 02 02  1800   55959   64800     242.4      8.7      4.9
2012 02 02  1900   55959   68400     242.4      8.6      4.9
2012 02 02  2000   55959   72000     242.4      8.6      4.9
2012 02 02  2100   55959   75600     242.4      8.5      4.8
2012 02 02  2200   55959   79200     242.4      8.5      4.8
2012 02 02  2300   55959   82800     242.4      8.4      4.8
2012 02 03  0000   55960       0     242.4      8.3      4.7
2012 02 03  0100   55960    3600     242.4      8.3      4.7
2012 02 03  0200   55960    7200     242.4      8.2      4.7
2012 02 03  0300   55960   10800     242.4      8.1      4.6
2012 02 03  0400   55960   14400     242.4      8.1      4.6
2012 02 03  0500   55960   18000     242.4      8.0      4.6
2012 02 03  0600   55960   21600     242.4      7.9      4.6
2012 02 03  0700   55960   25200     242.4      7.9      4.5
2012 02 03  0800   55960   28800     242.4      7.8      4.5
2012 02 03  0900   55960   32400     242.4      7.8      4.5
2012 02 03  1000   55960   36000     242.4      7.7      4.4
2012 02 03  1100   55960   39600     242.4      7.6      4.4
2012 02 03  1200   55960   43200     242.4      7.6      4.4
2012 02 03  1300   55960   46800     242.4      7.5      4.3
2012 02 03  1400   55960   50400     242.4      7.4      4.3
2012 02 03  1500   55960   54000     242.4      7.4      4.3
2012 02 03  1600   55960   57600     242.4      7.3      4.2
2012 02 03  1700   55960   61200     242.4      7.2      4.2
2012 02 03  1800   55960   64800     242.4      7.2      4.2
2012 02 03  1900   55960   68400     242.4      7.1      4.1
2012 02 03  2000   55960   72000     242.4      7.0      4.1
2012 02 03  2100   55960   75600     242.4      7.0      4.1
2012 02 03  2200   55960   79200     242.4      6.9      4.0
2012 02 03  2300   55960   82800     242.4      6.8      4.0
2012 02 04  0000   55961       0     242.4      6.8      4.0
2012 02 04  0100   55961    3600     242.4      6.7      4.0
2012 02 04  0200   55961    7200     242.4      6.7      3.9
2012 02 04  0300   55961   10800     242.4      6.6      3.9
2012 02 04  0400   55961   14400     242.4      6.5      3.9
2012 02 04  0500   55961   18000     242.4      6.5      3.8
2012 02 04  0600   55961   21600     242.4      6.4      3.8
2012 02 04  0700   55961   25200     242.4      6.3      3.8
2012 02 04  0800   55961   28800     242.4      6.3      3.7
2012 02 04  0900   55961   32400     242.4      6.2      3.7
2012 02 04  1000   55961   36000     242.4      6.1      3.7
2012 02 04  1100   55961   39600     242.4      6.1      3.6
2012 02 04  1200   55961   43200     242.4      6.0      3.6
2012 02 04  1300   55961   46800     242.4      5.9      3.6
2012 02 04  1400   55961   50400     242.4      5.9      3.5
2012 02 04  1500   55961   54000     242.4      5.8      3.5
2012 02 04  1600   55961   57600     242.4      5.7      3.5
2012 02 04  1700   55961   61200     242.4      5.7      3.4
2012 02 04  1800   55961   64800     242.4      5.6      3.4
2012 02 04  1900   55961   68400     242.4      5.5      3.4
2012 02 04  2000   55961   72000     242.4      5.5      3.3
2012 02 04  2100   55961   75600     242.4      5.4      3.3
2012 02 04  2200   55961   79200     242.4      5.3      3.3
2012 02 04  2300   55961   82800     242.4      5.3      3.2
2012 02 05  0000   55962       0     242.4      5.2      3.2
