:Product: 200909_ace_sis_1h.txt
:Issued: 2009 Oct 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# Hourly Averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the     ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day      S    > 10 MeV    S    > 30 MeV
#-------------------------------------------------------------------
2009 09 01  0000   55075       0      0    2.30e+00    0    1.61e+00
2009 09 01  0100   55075    3600      0    2.32e+00    0    1.62e+00
2009 09 01  0200   55075    7200      0    2.30e+00    0    1.60e+00
2009 09 01  0300   55075   10800      0    2.30e+00    0    1.61e+00
2009 09 01  0400   55075   14400      0    2.32e+00    0    1.61e+00
2009 09 01  0500   55075   18000      0    2.30e+00    0    1.61e+00
2009 09 01  0600   55075   21600      0    2.30e+00    0    1.61e+00
2009 09 01  0700   55075   25200      0    2.31e+00    0    1.61e+00
2009 09 01  0800   55075   28800      0    2.31e+00    0    1.61e+00
2009 09 01  0900   55075   32400      0    2.32e+00    0    1.61e+00
2009 09 01  1000   55075   36000      0    2.32e+00    0    1.62e+00
2009 09 01  1100   55075   39600      0    2.32e+00    0    1.62e+00
2009 09 01  1200   55075   43200      0    2.34e+00    0    1.63e+00
2009 09 01  1300   55075   46800      0    2.34e+00    0    1.64e+00
2009 09 01  1400   55075   50400      0    2.32e+00    0    1.62e+00
2009 09 01  1500   55075   54000      0    2.34e+00    0    1.63e+00
2009 09 01  1600   55075   57600      0    2.32e+00    0    1.62e+00
2009 09 01  1700   55075   61200      0    2.32e+00    0    1.62e+00
2009 09 01  1800   55075   64800      0    2.34e+00    0    1.63e+00
2009 09 01  1900   55075   68400      0    2.33e+00    0    1.63e+00
2009 09 01  2000   55075   72000      0    2.34e+00    0    1.64e+00
2009 09 01  2100   55075   75600      0    2.34e+00    0    1.64e+00
2009 09 01  2200   55075   79200      0    2.35e+00    0    1.64e+00
2009 09 01  2300   55075   82800      0    2.34e+00    0    1.63e+00
2009 09 02  0000   55076       0      0    2.34e+00    0    1.63e+00
