:Product: 201401_ace_swepam_1h.txt
:Issued: 2014 Feb 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2014 01 01  0000   56658       0    0        4.9      382.6     7.14e+04
2014 01 01  0100   56658    3600    0        5.4      374.6     7.28e+04
2014 01 01  0200   56658    7200    0        5.9      374.0     7.04e+04
2014 01 01  0300   56658   10800    0        5.8      373.4     6.63e+04
2014 01 01  0400   56658   14400    0        5.9      370.5     7.25e+04
2014 01 01  0500   56658   18000    0        6.1      372.6     6.49e+04
2014 01 01  0600   56658   21600    0        5.7      372.6     6.79e+04
2014 01 01  0700   56658   25200    0        4.1      382.4     8.70e+04
2014 01 01  0800   56658   28800    0        3.6      385.5     9.77e+04
2014 01 01  0900   56658   32400    0        4.8      388.5     8.32e+04
2014 01 01  1000   56658   36000    0        6.5      405.2     9.62e+04
2014 01 01  1100   56658   39600    0        8.5      424.6     1.10e+05
2014 01 01  1200   56658   43200    1        4.1      420.3     1.27e+05
2014 01 01  1300   56658   46800    0        5.6      439.2     2.27e+05
2014 01 01  1400   56658   50400    0        4.8      486.0     2.33e+05
2014 01 01  1500   56658   54000    0        4.1      531.6     2.50e+05
2014 01 01  1600   56658   57600    0        4.8      532.9     2.66e+05
2014 01 01  1700   56658   61200    0        3.5      510.2     2.01e+05
2014 01 01  1800   56658   64800    0        4.0      509.2     2.10e+05
2014 01 01  1900   56658   68400    0        4.8      500.5     1.62e+05
2014 01 01  2000   56658   72000    0        5.2      539.3     2.30e+05
2014 01 01  2100   56658   75600    0        5.0      558.6     2.15e+05
2014 01 01  2200   56658   79200    1        4.5      549.7     2.35e+05
2014 01 01  2300   56658   82800    0        4.6      548.3     2.44e+05
2014 01 02  0000   56659       0    0        5.0      561.9     2.31e+05
2014 01 02  0100   56659    3600    0        4.9      565.5     2.15e+05
2014 01 02  0200   56659    7200    0        4.2      562.1     1.95e+05
2014 01 02  0300   56659   10800    1        4.4      558.1     2.53e+05
2014 01 02  0400   56659   14400    0        4.8      565.4     3.15e+05
2014 01 02  0500   56659   18000    0        4.6      563.7     3.12e+05
2014 01 02  0600   56659   21600    0        4.4      559.4     2.64e+05
2014 01 02  0700   56659   25200    0        4.4      554.0     2.21e+05
2014 01 02  0800   56659   28800    0        3.7      563.3     2.11e+05
2014 01 02  0900   56659   32400    0        2.9      553.0     1.93e+05
2014 01 02  1000   56659   36000    0        2.6      547.8     1.81e+05
2014 01 02  1100   56659   39600    0        2.7      544.7     1.75e+05
2014 01 02  1200   56659   43200    1        2.8      542.2     1.78e+05
2014 01 02  1300   56659   46800    1        2.2      529.7     1.35e+05
2014 01 02  1400   56659   50400    0        2.6      533.0     1.81e+05
2014 01 02  1500   56659   54000    0        4.0      572.6     2.37e+05
2014 01 02  1600   56659   57600    0        4.0      581.3     2.55e+05
2014 01 02  1700   56659   61200    0        4.5      573.7     2.71e+05
2014 01 02  1800   56659   64800    0        5.0      580.0     2.84e+05
2014 01 02  1900   56659   68400    0        4.2      590.8     2.64e+05
2014 01 02  2000   56659   72000    0        3.3      616.7     2.09e+05
2014 01 02  2100   56659   75600    0        3.3      617.7     1.84e+05
2014 01 02  2200   56659   79200    0        2.8      602.9     2.02e+05
2014 01 02  2300   56659   82800    0        2.9      608.5     1.56e+05
2014 01 03  0000   56660       0    0        2.7      600.3     1.45e+05
2014 01 03  0100   56660    3600    0        2.6      596.1     1.72e+05
2014 01 03  0200   56660    7200    0        2.5      583.1     1.36e+05
2014 01 03  0300   56660   10800    0        2.3      582.0     2.12e+05
2014 01 03  0400   56660   14400    0        2.4      570.4     1.82e+05
2014 01 03  0500   56660   18000    0        2.2      566.5     1.74e+05
2014 01 03  0600   56660   21600    0        2.0      576.5     1.26e+05
2014 01 03  0700   56660   25200    0        2.3      572.5     1.07e+05
2014 01 03  0800   56660   28800    0        2.1      553.8     1.14e+05
2014 01 03  0900   56660   32400    0        1.8      540.2     1.04e+05
2014 01 03  1000   56660   36000    0        2.1      540.9     1.19e+05
2014 01 03  1100   56660   39600    0        2.5      503.7     1.62e+05
2014 01 03  1200   56660   43200    0        2.4      494.7     1.63e+05
2014 01 03  1300   56660   46800    0        2.5      490.7     1.44e+05
2014 01 03  1400   56660   50400    0        2.2      496.1     1.43e+05
2014 01 03  1500   56660   54000    9    -9999.9    -9999.9    -1.00e+05
2014 01 03  1600   56660   57600    0        2.3      503.2     1.80e+05
2014 01 03  1700   56660   61200    1        2.4      493.4     1.68e+05
2014 01 03  1800   56660   64800    1        2.0      487.7     1.55e+05
2014 01 03  1900   56660   68400    1        1.9      490.7     1.50e+05
2014 01 03  2000   56660   72000    1        2.0      497.9     1.73e+05
2014 01 03  2100   56660   75600    1        1.9      501.1     1.60e+05
2014 01 03  2200   56660   79200    0        1.8      504.8     1.65e+05
2014 01 03  2300   56660   82800    3    -9999.9    -9999.9    -1.00e+05
2014 01 04  0000   56661       0    0        2.1      519.1     1.55e+05
2014 01 04  0100   56661    3600    0        2.4      515.9     1.42e+05
2014 01 04  0200   56661    7200    0        2.1      503.2     1.42e+05
2014 01 04  0300   56661   10800    1        2.4      506.4     1.55e+05
2014 01 04  0400   56661   14400    0        2.4      503.6     1.62e+05
2014 01 04  0500   56661   18000    0        2.3      512.6     1.39e+05
2014 01 04  0600   56661   21600    1        2.1      509.6     1.63e+05
2014 01 04  0700   56661   25200    0        2.4      506.2     1.73e+05
2014 01 04  0800   56661   28800    1        2.4      514.2     1.67e+05
2014 01 04  0900   56661   32400    0        2.4      511.8     1.40e+05
2014 01 04  1000   56661   36000    0        2.4      509.6     1.54e+05
2014 01 04  1100   56661   39600    0        2.6      508.8     1.53e+05
2014 01 04  1200   56661   43200    0        2.7      507.3     1.40e+05
2014 01 04  1300   56661   46800    0        2.6      497.0     1.51e+05
2014 01 04  1400   56661   50400    0        2.4      494.8     1.59e+05
2014 01 04  1500   56661   54000    1        2.1      495.6     1.59e+05
2014 01 04  1600   56661   57600    0        2.1      500.1     1.38e+05
2014 01 04  1700   56661   61200    0        2.4      507.1     1.35e+05
2014 01 04  1800   56661   64800    1        2.4      504.2     1.33e+05
2014 01 04  1900   56661   68400    1        2.0      485.9     1.46e+05
2014 01 04  2000   56661   72000    0        2.6      487.3     1.23e+05
2014 01 04  2100   56661   75600    0        2.7      482.4     1.18e+05
2014 01 04  2200   56661   79200    1        2.7      472.4     1.09e+05
2014 01 04  2300   56661   82800    0        2.8      468.0     1.11e+05
2014 01 05  0000   56662       0    0        2.9      472.7     1.05e+05
2014 01 05  0100   56662    3600    0        2.9      465.7     9.45e+04
2014 01 05  0200   56662    7200    0        2.7      457.6     1.12e+05
2014 01 05  0300   56662   10800    0        2.7      477.5     1.01e+05
2014 01 05  0400   56662   14400    0        3.0      473.4     1.01e+05
2014 01 05  0500   56662   18000    0        2.8      461.4     1.11e+05
2014 01 05  0600   56662   21600    0        3.1      459.2     9.54e+04
2014 01 05  0700   56662   25200    0        3.3      453.7     8.53e+04
2014 01 05  0800   56662   28800    0        3.1      459.2     8.32e+04
2014 01 05  0900   56662   32400    0        2.7      455.8     6.49e+04
2014 01 05  1000   56662   36000    0        2.7      448.6     8.44e+04
2014 01 05  1100   56662   39600    0        2.9      445.8     7.68e+04
2014 01 05  1200   56662   43200    0        2.7      446.3     8.16e+04
2014 01 05  1300   56662   46800    0        2.6      439.7     8.84e+04
2014 01 05  1400   56662   50400    0        3.0      438.5     7.45e+04
2014 01 05  1500   56662   54000    0        3.0      423.0     8.65e+04
2014 01 05  1600   56662   57600    0        2.2      418.6     7.56e+04
2014 01 05  1700   56662   61200    0        2.1      418.3     7.31e+04
2014 01 05  1800   56662   64800    0        2.0      412.6     6.68e+04
2014 01 05  1900   56662   68400    0        1.8      412.4     6.84e+04
2014 01 05  2000   56662   72000    0        2.1      403.6     5.55e+04
2014 01 05  2100   56662   75600    0        2.3      404.5     5.38e+04
