:Product: 201302_ace_loc_1h.txt
:Issued: 2013 Feb 28 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2013 02 01  0000   56324       0     242.0    -10.8      5.0
2013 02 01  0100   56324    3600     242.0    -10.8      5.0
2013 02 01  0200   56324    7200     242.0    -10.9      5.0
2013 02 01  0300   56324   10800     242.0    -11.0      4.9
2013 02 01  0400   56324   14400     242.0    -11.0      4.9
2013 02 01  0500   56324   18000     242.0    -11.1      4.9
2013 02 01  0600   56324   21600     242.0    -11.2      4.8
2013 02 01  0700   56324   25200     242.0    -11.2      4.8
2013 02 01  0800   56324   28800     242.0    -11.3      4.8
2013 02 01  0900   56324   32400     242.0    -11.3      4.7
2013 02 01  1000   56324   36000     242.0    -11.4      4.7
2013 02 01  1100   56324   39600     242.0    -11.5      4.7
2013 02 01  1200   56324   43200     242.0    -11.5      4.6
2013 02 01  1300   56324   46800     242.0    -11.6      4.6
2013 02 01  1400   56324   50400     242.0    -11.6      4.6
2013 02 01  1500   56324   54000     242.0    -11.7      4.6
2013 02 01  1600   56324   57600     242.0    -11.8      4.5
2013 02 01  1700   56324   61200     242.0    -11.8      4.5
2013 02 01  1800   56324   64800     242.0    -11.9      4.5
2013 02 01  1900   56324   68400     242.0    -11.9      4.4
2013 02 01  2000   56324   72000     242.0    -12.0      4.4
2013 02 01  2100   56324   75600     242.0    -12.1      4.4
2013 02 01  2200   56324   79200     242.0    -12.1      4.3
2013 02 01  2300   56324   82800     242.0    -12.2      4.3
2013 02 02  0000   56325       0     242.0    -12.3      4.3
2013 02 02  0100   56325    3600     242.0    -12.3      4.2
2013 02 02  0200   56325    7200     242.0    -12.4      4.2
2013 02 02  0300   56325   10800     242.0    -12.4      4.2
2013 02 02  0400   56325   14400     242.0    -12.5      4.1
2013 02 02  0500   56325   18000     242.0    -12.6      4.1
2013 02 02  0600   56325   21600     242.0    -12.6      4.1
2013 02 02  0700   56325   25200     242.0    -12.7      4.1
2013 02 02  0800   56325   28800     242.0    -12.7      4.0
2013 02 02  0900   56325   32400     242.0    -12.8      4.0
2013 02 02  1000   56325   36000     242.0    -12.9      4.0
2013 02 02  1100   56325   39600     242.0    -12.9      3.9
2013 02 02  1200   56325   43200     242.0    -13.0      3.9
2013 02 02  1300   56325   46800     242.0    -13.0      3.9
2013 02 02  1400   56325   50400     242.0    -13.1      3.8
2013 02 02  1500   56325   54000     242.0    -13.1      3.8
2013 02 02  1600   56325   57600     242.0    -13.2      3.8
2013 02 02  1700   56325   61200     242.0    -13.3      3.7
2013 02 02  1800   56325   64800     242.0    -13.3      3.7
2013 02 02  1900   56325   68400     242.0    -13.4      3.7
2013 02 02  2000   56325   72000     242.0    -13.4      3.6
2013 02 02  2100   56325   75600     242.0    -13.5      3.6
2013 02 02  2200   56325   79200     242.0    -13.6      3.6
2013 02 02  2300   56325   82800     242.0    -13.6      3.5
2013 02 03  0000   56326       0     242.0    -13.7      3.5
2013 02 03  0100   56326    3600     242.0    -13.7      3.5
2013 02 03  0200   56326    7200     242.0    -13.8      3.5
2013 02 03  0300   56326   10800     242.0    -13.9      3.4
2013 02 03  0400   56326   14400     242.0    -13.9      3.4
2013 02 03  0500   56326   18000     242.0    -14.0      3.4
2013 02 03  0600   56326   21600     242.0    -14.0      3.3
2013 02 03  0700   56326   25200     242.0    -14.1      3.3
2013 02 03  0800   56326   28800     242.0    -14.1      3.3
2013 02 03  0900   56326   32400     242.0    -14.2      3.2
2013 02 03  1000   56326   36000     242.0    -14.3      3.2
2013 02 03  1100   56326   39600     242.0    -14.3      3.2
2013 02 03  1200   56326   43200     242.0    -14.4      3.1
2013 02 03  1300   56326   46800     242.0    -14.4      3.1
2013 02 03  1400   56326   50400     242.0    -14.5      3.1
2013 02 03  1500   56326   54000     242.0    -14.5      3.0
2013 02 03  1600   56326   57600     242.1    -14.6      3.0
2013 02 03  1700   56326   61200     242.1    -14.7      3.0
2013 02 03  1800   56326   64800     242.1    -14.7      3.0
2013 02 03  1900   56326   68400     242.1    -14.8      2.9
2013 02 03  2000   56326   72000     242.1    -14.8      2.9
2013 02 03  2100   56326   75600     242.1    -14.9      2.9
2013 02 03  2200   56326   79200     242.1    -14.9      2.8
2013 02 03  2300   56326   82800     242.1    -15.0      2.8
2013 02 04  0000   56327       0     242.1    -15.0      2.8
2013 02 04  0100   56327    3600     242.1    -15.1      2.7
2013 02 04  0200   56327    7200     242.1    -15.2      2.7
2013 02 04  0300   56327   10800     242.1    -15.2      2.7
2013 02 04  0400   56327   14400     242.1    -15.3      2.6
2013 02 04  0500   56327   18000     242.1    -15.3      2.6
2013 02 04  0600   56327   21600     242.1    -15.4      2.6
2013 02 04  0700   56327   25200     242.1    -15.4      2.5
2013 02 04  0800   56327   28800     242.1    -15.5      2.5
2013 02 04  0900   56327   32400     242.1    -15.6      2.5
2013 02 04  1000   56327   36000     242.1    -15.6      2.4
2013 02 04  1100   56327   39600     242.1    -15.7      2.4
2013 02 04  1200   56327   43200     242.1    -15.7      2.4
2013 02 04  1300   56327   46800     242.1    -15.8      2.4
2013 02 04  1400   56327   50400     242.1    -15.8      2.3
2013 02 04  1500   56327   54000     242.1    -15.9      2.3
2013 02 04  1600   56327   57600     242.1    -15.9      2.3
2013 02 04  1700   56327   61200     242.1    -16.0      2.2
2013 02 04  1800   56327   64800     242.0    -16.0      2.2
2013 02 04  1900   56327   68400     242.0    -16.1      2.2
2013 02 04  2000   56327   72000     242.0    -16.2      2.1
2013 02 04  2100   56327   75600     242.0    -16.2      2.1
2013 02 04  2200   56327   79200     242.0    -16.3      2.1
2013 02 04  2300   56327   82800     242.0    -16.3      2.0
2013 02 05  0000   56328       0     242.0    -16.4      2.0
2013 02 05  0100   56328    3600     242.0    -16.4      2.0
2013 02 05  0200   56328    7200     242.0    -16.5      1.9
2013 02 05  0300   56328   10800     242.0    -16.5      1.9
2013 02 05  0400   56328   14400     242.0    -16.6      1.9
2013 02 05  0500   56328   18000     242.0    -16.6      1.8
2013 02 05  0600   56328   21600     242.0    -16.7      1.8
2013 02 05  0700   56328   25200     242.0    -16.7      1.8
2013 02 05  0800   56328   28800     242.0    -16.8      1.8
2013 02 05  0900   56328   32400     242.0    -16.8      1.7
2013 02 05  1000   56328   36000     242.0    -16.9      1.7
2013 02 05  1100   56328   39600     242.0    -17.0      1.7
2013 02 05  1200   56328   43200     242.0    -17.0      1.6
2013 02 05  1300   56328   46800     242.0    -17.1      1.6
2013 02 05  1400   56328   50400     242.0    -17.1      1.6
2013 02 05  1500   56328   54000     242.0    -17.2      1.5
2013 02 05  1600   56328   57600     242.0    -17.2      1.5
2013 02 05  1700   56328   61200     242.0    -17.3      1.5
2013 02 05  1800   56328   64800     242.0    -17.3      1.4
2013 02 05  1900   56328   68400     242.0    -17.4      1.4
2013 02 05  2000   56328   72000     242.0    -17.4      1.4
2013 02 05  2100   56328   75600     242.0    -17.5      1.3
2013 02 05  2200   56328   79200     242.0    -17.5      1.3
2013 02 05  2300   56328   82800     242.0    -17.6      1.3
2013 02 06  0000   56329       0     242.0    -17.6      1.2
2013 02 06  0100   56329    3600     242.0    -17.7      1.2
2013 02 06  0200   56329    7200     242.0    -17.7      1.2
2013 02 06  0300   56329   10800     242.0    -17.8      1.1
2013 02 06  0400   56329   14400     242.0    -17.8      1.1
2013 02 06  0500   56329   18000     242.0    -17.9      1.1
2013 02 06  0600   56329   21600     242.0    -17.9      1.1
2013 02 06  0700   56329   25200     242.0    -18.0      1.0
