:Product: 201206_ace_loc_1h.txt
:Issued: 2012 Jun 30 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2012 06 01  0000   56079       0     227.9     33.7     16.4
2012 06 01  0100   56079    3600     227.9     33.7     16.4
2012 06 01  0200   56079    7200     227.9     33.8     16.5
2012 06 01  0300   56079   10800     227.9     33.8     16.5
2012 06 01  0400   56079   14400     227.9     33.8     16.5
2012 06 01  0500   56079   18000     228.0     33.9     16.5
2012 06 01  0600   56079   21600     228.0     33.9     16.6
2012 06 01  0700   56079   25200     228.0     33.9     16.6
2012 06 01  0800   56079   28800     228.0     33.9     16.6
2012 06 01  0900   56079   32400     228.0     34.0     16.6
2012 06 01  1000   56079   36000     228.0     34.0     16.7
2012 06 01  1100   56079   39600     228.0     34.0     16.7
2012 06 01  1200   56079   43200     228.0     34.1     16.7
2012 06 01  1300   56079   46800     228.0     34.1     16.7
2012 06 01  1400   56079   50400     228.0     34.1     16.8
2012 06 01  1500   56079   54000     228.0     34.2     16.8
2012 06 01  1600   56079   57600     228.1     34.2     16.8
2012 06 01  1700   56079   61200     228.1     34.2     16.8
2012 06 01  1800   56079   64800     228.1     34.2     16.8
2012 06 01  1900   56079   68400     228.1     34.3     16.9
2012 06 01  2000   56079   72000     228.1     34.3     16.9
2012 06 01  2100   56079   75600     228.1     34.3     16.9
2012 06 01  2200   56079   79200     228.1     34.4     16.9
2012 06 01  2300   56079   82800     228.1     34.4     17.0
2012 06 02  0000   56080       0     228.1     34.4     17.0
2012 06 02  0100   56080    3600     228.1     34.4     17.0
2012 06 02  0200   56080    7200     228.2     34.5     17.0
2012 06 02  0300   56080   10800     228.2     34.5     17.1
2012 06 02  0400   56080   14400     228.2     34.5     17.1
2012 06 02  0500   56080   18000     228.2     34.6     17.1
2012 06 02  0600   56080   21600     228.2     34.6     17.1
2012 06 02  0700   56080   25200     228.2     34.6     17.1
2012 06 02  0800   56080   28800     228.2     34.6     17.2
2012 06 02  0900   56080   32400     228.2     34.7     17.2
2012 06 02  1000   56080   36000     228.2     34.7     17.2
2012 06 02  1100   56080   39600     228.3     34.7     17.2
2012 06 02  1200   56080   43200     228.3     34.7     17.3
2012 06 02  1300   56080   46800     228.3     34.8     17.3
2012 06 02  1400   56080   50400     228.3     34.8     17.3
2012 06 02  1500   56080   54000     228.3     34.8     17.3
2012 06 02  1600   56080   57600     228.3     34.9     17.3
2012 06 02  1700   56080   61200     228.3     34.9     17.4
2012 06 02  1800   56080   64800     228.3     34.9     17.4
2012 06 02  1900   56080   68400     228.3     34.9     17.4
2012 06 02  2000   56080   72000     228.4     35.0     17.4
2012 06 02  2100   56080   75600     228.4     35.0     17.5
2012 06 02  2200   56080   79200     228.4     35.0     17.5
2012 06 02  2300   56080   82800     228.4     35.0     17.5
2012 06 03  0000   56081       0     228.4     35.1     17.5
2012 06 03  0100   56081    3600     228.4     35.1     17.6
2012 06 03  0200   56081    7200     228.4     35.1     17.6
2012 06 03  0300   56081   10800     228.4     35.1     17.6
2012 06 03  0400   56081   14400     228.5     35.2     17.6
2012 06 03  0500   56081   18000     228.5     35.2     17.6
2012 06 03  0600   56081   21600     228.5     35.2     17.7
2012 06 03  0700   56081   25200     228.5     35.2     17.7
2012 06 03  0800   56081   28800     228.5     35.3     17.7
2012 06 03  0900   56081   32400     228.5     35.3     17.7
2012 06 03  1000   56081   36000     228.5     35.3     17.7
2012 06 03  1100   56081   39600     228.5     35.3     17.8
2012 06 03  1200   56081   43200     228.6     35.4     17.8
2012 06 03  1300   56081   46800     228.6     35.4     17.8
2012 06 03  1400   56081   50400     228.6     35.4     17.8
2012 06 03  1500   56081   54000     228.6     35.4     17.9
2012 06 03  1600   56081   57600     228.6     35.5     17.9
2012 06 03  1700   56081   61200     228.6     35.5     17.9
2012 06 03  1800   56081   64800     228.6     35.5     17.9
2012 06 03  1900   56081   68400     228.7     35.5     17.9
2012 06 03  2000   56081   72000     228.7     35.6     18.0
2012 06 03  2100   56081   75600     228.7     35.6     18.0
2012 06 03  2200   56081   79200     228.7     35.6     18.0
2012 06 03  2300   56081   82800     228.7     35.6     18.0
2012 06 04  0000   56082       0     228.7     35.7     18.1
2012 06 04  0100   56082    3600     228.7     35.7     18.1
2012 06 04  0200   56082    7200     228.8     35.7     18.1
2012 06 04  0300   56082   10800     228.8     35.7     18.1
2012 06 04  0400   56082   14400     228.8     35.7     18.1
2012 06 04  0500   56082   18000     228.8     35.8     18.2
