:Product: 201303_ace_mag_1h.txt
:Issued: 2013 Apr 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2013 03 01  0000   56352       0    0     7.1     1.4    -3.3     7.9   -24.7    11.1
2013 03 01  0100   56352    3600    0     6.2     2.9    -4.0     7.9   -30.0    24.9
2013 03 01  0200   56352    7200    0     6.9    -3.0    -2.5     7.9   -18.2   336.4
2013 03 01  0300   56352   10800    0     7.1    -8.3    -2.0    11.1   -10.4   310.5
2013 03 01  0400   56352   14400    0     5.4    -9.4     0.6    10.9     3.3   299.7
2013 03 01  0500   56352   18000    0     6.9    -8.9    -0.5    11.2    -2.6   307.8
2013 03 01  0600   56352   21600    0     7.7    -8.2    -1.8    11.4    -8.9   313.0
2013 03 01  0700   56352   25200    0     6.8    -2.9    -7.5    10.5   -45.7   336.9
2013 03 01  0800   56352   28800    0     8.2    -3.4   -13.7    16.3   -57.1   337.8
2013 03 01  0900   56352   32400    0     3.7    -0.4    -6.2     7.2   -58.8   354.6
2013 03 01  1000   56352   36000    0    -8.4    10.7     1.6    13.7     6.9   128.0
2013 03 01  1100   56352   39600    0     3.9    -8.5     7.5    12.0    38.8   294.9
2013 03 01  1200   56352   43200    0     5.1    -8.0     1.6     9.6     9.8   302.8
2013 03 01  1300   56352   46800    0     1.5    -4.3    -1.7     4.9   -21.0   289.1
2013 03 01  1400   56352   50400    0     4.3    -5.3     3.8     7.8    29.1   309.1
2013 03 01  1500   56352   54000    0     5.2    -5.4    -2.1     7.8   -15.5   313.5
2013 03 01  1600   56352   57600    0     5.2    -5.8    -1.0     7.8    -7.4   311.8
2013 03 01  1700   56352   61200    0     4.6    -4.0    -1.3     6.2   -12.3   318.8
2013 03 01  1800   56352   64800    0     3.7    -2.1     0.8     4.3    10.5   330.4
2013 03 01  1900   56352   68400    0     3.6    -3.6     1.4     5.3    14.8   315.2
2013 03 01  2000   56352   72000    0     1.3    -4.0    -2.8     5.1   -34.0   288.1
2013 03 01  2100   56352   75600    0     1.6    -3.3    -3.6     5.1   -44.2   295.7
2013 03 01  2200   56352   79200    0     0.4    -3.7    -1.4     3.9   -20.9   276.9
2013 03 01  2300   56352   82800    0     1.3    -4.7     0.4     4.9     4.1   284.9
2013 03 02  0000   56353       0    0     1.0    -3.8    -1.5     4.2   -20.7   284.9
2013 03 02  0100   56353    3600    0     2.4    -1.5    -0.2     2.9    -4.5   327.5
2013 03 02  0200   56353    7200    0     1.2    -3.0    -1.0     3.3   -17.5   292.4
2013 03 02  0300   56353   10800    0     1.8    -2.8     1.1     3.5    18.3   302.3
2013 03 02  0400   56353   14400    0     0.8    -1.8    -0.1     2.0    -2.2   294.2
2013 03 02  0500   56353   18000    0    -2.0    -3.7     0.2     4.2     2.5   241.1
2013 03 02  0600   56353   21600    0     0.7    -3.6    -0.7     3.7   -10.3   281.6
2013 03 02  0700   56353   25200    0     1.8    -5.0     1.4     5.6    14.2   289.4
2013 03 02  0800   56353   28800    0     2.1    -2.1     3.1     4.3    46.4   314.2
2013 03 02  0900   56353   32400    0     3.6    -1.2     2.3     4.4    30.5   342.1
2013 03 02  1000   56353   36000    0     2.6    -0.7     3.2     4.1    50.3   345.6
2013 03 02  1100   56353   39600    0    -1.7    -0.6    -0.2     1.8    -5.7   198.0
2013 03 02  1200   56353   43200    0     1.2     0.3     0.9     1.5    35.8    15.3
2013 03 02  1300   56353   46800    0     1.6    -1.9    -1.8     3.1   -35.7   310.0
2013 03 02  1400   56353   50400    0     1.7    -1.9    -0.7     2.6   -14.6   312.1
2013 03 02  1500   56353   54000    0     1.8     0.7    -1.5     2.5   -36.4    21.4
2013 03 02  1600   56353   57600    0     1.6     3.2    -1.1     3.7   -16.8    63.5
2013 03 02  1700   56353   61200    0     2.2    -0.0    -1.2     2.6   -28.9   358.8
2013 03 02  1800   56353   64800    0     1.5     2.7    -1.2     3.3   -20.4    61.1
2013 03 02  1900   56353   68400    0    -0.2    -3.7     0.0     3.7     0.5   267.5
2013 03 02  2000   56353   72000    0     0.4    -2.6    -0.5     2.7   -11.4   279.7
2013 03 02  2100   56353   75600    0    -0.2    -2.1    -2.6     3.3   -51.7   264.5
2013 03 02  2200   56353   79200    0     2.4    -1.4    -0.6     2.8   -12.8   329.1
2013 03 02  2300   56353   82800    0     2.3    -0.5     1.6     2.8    34.2   348.1
2013 03 03  0000   56354       0    0     2.7    -0.6    -2.4     3.7   -40.1   347.1
2013 03 03  0100   56354    3600    0     2.7    -1.5    -2.5     3.9   -38.5   331.5
2013 03 03  0200   56354    7200    0     2.7    -0.8    -0.8     2.9   -15.6   344.2
2013 03 03  0300   56354   10800    0     3.0    -1.8    -1.4     3.7   -22.5   328.7
2013 03 03  0400   56354   14400    0     2.2    -3.3     0.8     4.1    11.8   303.5
2013 03 03  0500   56354   18000    0     2.5    -3.0    -0.9     4.0   -12.3   309.2
2013 03 03  0600   56354   21600    0     4.4    -0.6    -0.6     4.5    -7.1   351.8
2013 03 03  0700   56354   25200    0     4.0    -1.3    -0.2     4.2    -2.8   341.5
2013 03 03  0800   56354   28800    0     1.6    -3.7     0.3     4.0     4.5   293.3
2013 03 03  0900   56354   32400    0     1.9    -3.6     1.5     4.4    20.3   297.3
2013 03 03  1000   56354   36000    0     2.3    -3.5     0.4     4.2     5.5   303.3
2013 03 03  1100   56354   39600    0     0.7    -4.3     0.7     4.4     8.8   279.3
2013 03 03  1200   56354   43200    0     1.6    -3.8    -1.4     4.3   -18.8   293.2
2013 03 03  1300   56354   46800    0     2.5    -3.4     0.6     4.3     8.3   306.4
2013 03 03  1400   56354   50400    0     2.3    -4.0     1.2     4.8    14.1   300.0
2013 03 03  1500   56354   54000    0     2.5    -2.7    -2.0     4.1   -28.3   312.3
2013 03 03  1600   56354   57600    0     1.3    -4.1    -1.0     4.4   -13.5   288.1
2013 03 03  1700   56354   61200    0     1.8    -3.4    -1.3     4.1   -18.3   298.1
2013 03 03  1800   56354   64800    0     0.3    -4.2    -2.4     4.9   -29.3   274.6
2013 03 03  1900   56354   68400    0     0.7    -3.9    -2.3     4.6   -30.2   280.5
2013 03 03  2000   56354   72000    0     0.5    -3.5    -2.6     4.4   -35.9   278.0
2013 03 03  2100   56354   75600    0     0.9    -4.4    -0.5     4.5    -5.9   281.7
2013 03 03  2200   56354   79200    0     2.0    -3.8    -0.7     4.3    -9.4   297.5
2013 03 03  2300   56354   82800    0     2.4    -2.2    -2.8     4.3   -40.8   318.6
2013 03 04  0000   56355       0    0     2.2    -3.0    -2.6     4.5   -35.5   306.1
