:Product: 200912_ace_loc_1h.txt
:Issued: 2009 Dec 31 2310 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2009 12 01  0000   55166       0     218.1    -15.2     10.5
2009 12 01  0100   55166    3600     218.0    -15.2     10.5
2009 12 01  0200   55166    7200     218.0    -15.1     10.5
2009 12 01  0300   55166   10800     218.0    -15.1     10.6
2009 12 01  0400   55166   14400     218.0    -15.0     10.6
2009 12 01  0500   55166   18000     218.0    -14.9     10.6
2009 12 01  0600   55166   21600     218.0    -14.9     10.7
2009 12 01  0700   55166   25200     218.0    -14.8     10.7
2009 12 01  0800   55166   28800     218.0    -14.8     10.7
2009 12 01  0900   55166   32400     218.0    -14.7     10.8
2009 12 01  1000   55166   36000     218.0    -14.7     10.8
2009 12 01  1100   55166   39600     217.9    -14.6     10.8
2009 12 01  1200   55166   43200     217.9    -14.6     10.8
2009 12 01  1300   55166   46800     217.9    -14.5     10.9
2009 12 01  1400   55166   50400     217.9    -14.5     10.9
2009 12 01  1500   55166   54000     217.9    -14.4     10.9
2009 12 01  1600   55166   57600     217.9    -14.4     11.0
2009 12 01  1700   55166   61200     217.9    -14.3     11.0
2009 12 01  1800   55166   64800     217.9    -14.3     11.0
2009 12 01  1900   55166   68400     217.9    -14.2     11.1
2009 12 01  2000   55166   72000     217.9    -14.2     11.1
2009 12 01  2100   55166   75600     217.9    -14.1     11.1
2009 12 01  2200   55166   79200     217.9    -14.1     11.2
2009 12 01  2300   55166   82800     217.8    -14.0     11.2
2009 12 02  0000   55167       0     217.8    -14.0     11.2
2009 12 02  0100   55167    3600     217.8    -13.9     11.2
2009 12 02  0200   55167    7200     217.8    -13.9     11.3
2009 12 02  0300   55167   10800     217.8    -13.8     11.3
2009 12 02  0400   55167   14400     217.8    -13.8     11.3
2009 12 02  0500   55167   18000     217.8    -13.7     11.4
2009 12 02  0600   55167   21600     217.8    -13.7     11.4
2009 12 02  0700   55167   25200     217.8    -13.6     11.4
2009 12 02  0800   55167   28800     217.8    -13.6     11.5
2009 12 02  0900   55167   32400     217.8    -13.5     11.5
2009 12 02  1000   55167   36000     217.8    -13.5     11.5
2009 12 02  1100   55167   39600     217.8    -13.4     11.5
