:Product: 202209_ace_swepam_1h.txt
:Issued: 2022 Sep 25 0810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 09 01  0000   59823       0    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  0100   59823    3600    3    -9999.9    -9999.9    -1.00e+05
2022 09 01  0200   59823    7200    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  0300   59823   10800    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  0400   59823   14400    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  0500   59823   18000    0        2.6      578.2     2.33e+05
2022 09 01  0600   59823   21600    0        9.1      572.0     2.07e+05
2022 09 01  0700   59823   25200    0        2.4      576.6     1.96e+05
2022 09 01  0800   59823   28800    1        3.2      565.7     1.84e+05
2022 09 01  0900   59823   32400    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  1000   59823   36000    1        2.5      538.9     1.29e+05
2022 09 01  1100   59823   39600    3    -9999.9    -9999.9    -1.00e+05
2022 09 01  1200   59823   43200    1        2.4      523.9     1.20e+05
2022 09 01  1300   59823   46800    0        2.8      517.3     1.12e+05
2022 09 01  1400   59823   50400    0        3.0      527.1     7.90e+04
2022 09 01  1500   59823   54000    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  1600   59823   57600    0        2.8      496.7     8.83e+04
2022 09 01  1700   59823   61200    0        2.6      495.6     8.67e+04
2022 09 01  1800   59823   64800    0        2.5      488.2     8.55e+04
2022 09 01  1900   59823   68400    0        2.4      487.0     8.55e+04
2022 09 01  2000   59823   72000    0        3.5      488.2     7.45e+04
2022 09 01  2100   59823   75600    9    -9999.9    -9999.9    -1.00e+05
2022 09 01  2200   59823   79200    0        2.8      466.1     6.62e+04
2022 09 01  2300   59823   82800    0        2.8      455.4     6.49e+04
2022 09 02  0000   59824       0    0        2.5      453.4     7.24e+04
2022 09 02  0100   59824    3600    0        2.7      446.8     6.70e+04
2022 09 02  0200   59824    7200    0        2.6      445.2     7.95e+04
2022 09 02  0300   59824   10800    9    -9999.9    -9999.9    -1.00e+05
2022 09 02  0400   59824   14400    0        4.6      431.4     3.16e+04
2022 09 02  0500   59824   18000    0        5.8      428.8     3.40e+04
2022 09 02  0600   59824   21600    0        6.6      434.6     3.98e+04
2022 09 02  0700   59824   25200    0        4.0      439.1     6.32e+04
2022 09 02  0800   59824   28800    0        4.6      435.7     6.45e+04
2022 09 02  0900   59824   32400    9    -9999.9    -9999.9    -1.00e+05
2022 09 02  1000   59824   36000    0        4.7      434.9     8.07e+04
2022 09 02  1100   59824   39600    0        4.4      447.5     7.29e+04
2022 09 02  1200   59824   43200    0        4.6      444.1     7.05e+04
2022 09 02  1300   59824   46800    0        4.6      435.1     6.74e+04
2022 09 02  1400   59824   50400    0        4.9      434.5     7.90e+04
2022 09 02  1500   59824   54000    0        5.2      433.5     6.59e+04
2022 09 02  1600   59824   57600    0        6.2      434.9     8.71e+04
2022 09 02  1700   59824   61200    0        6.3      443.3     8.18e+04
