:Product: 201011_ace_loc_1h.txt
:Issued: 2010 Nov 30 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2010 11 01  0000   55501       0     224.3    -34.5    -11.4
2010 11 01  0100   55501    3600     224.3    -34.5    -11.4
2010 11 01  0200   55501    7200     224.3    -34.4    -11.4
2010 11 01  0300   55501   10800     224.3    -34.4    -11.4
2010 11 01  0400   55501   14400     224.3    -34.3    -11.3
2010 11 01  0500   55501   18000     224.2    -34.3    -11.3
2010 11 01  0600   55501   21600     224.2    -34.3    -11.3
2010 11 01  0700   55501   25200     224.2    -34.2    -11.2
2010 11 01  0800   55501   28800     224.2    -34.2    -11.2
2010 11 01  0900   55501   32400     224.2    -34.2    -11.2
2010 11 01  1000   55501   36000     224.2    -34.1    -11.1
2010 11 01  1100   55501   39600     224.2    -34.1    -11.1
2010 11 01  1200   55501   43200     224.2    -34.0    -11.1
2010 11 01  1300   55501   46800     224.2    -34.0    -11.1
2010 11 01  1400   55501   50400     224.2    -34.0    -11.0
2010 11 01  1500   55501   54000     224.1    -33.9    -11.0
2010 11 01  1600   55501   57600     224.1    -33.9    -11.0
2010 11 01  1700   55501   61200     224.1    -33.9    -10.9
2010 11 01  1800   55501   64800     224.1    -33.8    -10.9
2010 11 01  1900   55501   68400     224.1    -33.8    -10.9
2010 11 01  2000   55501   72000     224.1    -33.7    -10.8
2010 11 01  2100   55501   75600     224.1    -33.7    -10.8
2010 11 01  2200   55501   79200     224.1    -33.7    -10.8
2010 11 01  2300   55501   82800     224.1    -33.6    -10.7
2010 11 02  0000   55502       0     224.1    -33.6    -10.7
2010 11 02  0100   55502    3600     224.0    -33.6    -10.7
2010 11 02  0200   55502    7200     224.0    -33.5    -10.7
2010 11 02  0300   55502   10800     224.0    -33.5    -10.6
2010 11 02  0400   55502   14400     224.0    -33.4    -10.6
2010 11 02  0500   55502   18000     224.0    -33.4    -10.6
2010 11 02  0600   55502   21600     224.0    -33.4    -10.5
2010 11 02  0700   55502   25200     224.0    -33.3    -10.5
2010 11 02  0800   55502   28800     224.0    -33.3    -10.5
2010 11 02  0900   55502   32400     224.0    -33.2    -10.4
2010 11 02  1000   55502   36000     224.0    -33.2    -10.4
2010 11 02  1100   55502   39600     223.9    -33.2    -10.4
2010 11 02  1200   55502   43200     223.9    -33.1    -10.3
2010 11 02  1300   55502   46800     223.9    -33.1    -10.3
2010 11 02  1400   55502   50400     223.9    -33.0    -10.3
2010 11 02  1500   55502   54000     223.9    -33.0    -10.3
2010 11 02  1600   55502   57600     223.9    -33.0    -10.2
2010 11 02  1700   55502   61200     223.9    -32.9    -10.2
2010 11 02  1800   55502   64800     223.9    -32.9    -10.2
2010 11 02  1900   55502   68400     223.9    -32.8    -10.1
2010 11 02  2000   55502   72000     223.9    -32.8    -10.1
2010 11 02  2100   55502   75600     223.8    -32.7    -10.1
2010 11 02  2200   55502   79200     223.8    -32.7    -10.0
2010 11 02  2300   55502   82800     223.8    -32.7    -10.0
2010 11 03  0000   55503       0     223.8    -32.6    -10.0
2010 11 03  0100   55503    3600     223.8    -32.6     -9.9
2010 11 03  0200   55503    7200     223.8    -32.5     -9.9
2010 11 03  0300   55503   10800     223.8    -32.5     -9.9
2010 11 03  0400   55503   14400     223.8    -32.4     -9.8
