:Product: 200807_ace_loc_1h.txt
:Issued: 2008 Jul 31 2310 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2008 07 01  0000   54648       0     225.4     -3.0     23.5
2008 07 01  0100   54648    3600     225.4     -2.9     23.5
2008 07 01  0200   54648    7200     225.4     -2.8     23.5
2008 07 01  0300   54648   10800     225.4     -2.8     23.5
2008 07 01  0400   54648   14400     225.4     -2.7     23.5
2008 07 01  0500   54648   18000     225.4     -2.6     23.5
2008 07 01  0600   54648   21600     225.4     -2.6     23.5
2008 07 01  0700   54648   25200     225.4     -2.5     23.5
2008 07 01  0800   54648   28800     225.4     -2.4     23.5
2008 07 01  0900   54648   32400     225.4     -2.4     23.5
2008 07 01  1000   54648   36000     225.4     -2.3     23.5
2008 07 01  1100   54648   39600     225.4     -2.2     23.5
2008 07 01  1200   54648   43200     225.4     -2.2     23.5
2008 07 01  1300   54648   46800     225.4     -2.1     23.5
2008 07 01  1400   54648   50400     225.4     -2.0     23.5
2008 07 01  1500   54648   54000     225.4     -2.0     23.5
2008 07 01  1600   54648   57600     225.4     -1.9     23.5
2008 07 01  1700   54648   61200     225.4     -1.8     23.5
2008 07 01  1800   54648   64800     225.4     -1.8     23.5
2008 07 01  1900   54648   68400     225.4     -1.7     23.6
2008 07 01  2000   54648   72000     225.4     -1.6     23.6
2008 07 01  2100   54648   75600     225.4     -1.6     23.6
2008 07 01  2200   54648   79200     225.4     -1.5     23.6
2008 07 01  2300   54648   82800     225.4     -1.4     23.6
2008 07 02  0000   54649       0     225.4     -1.4     23.6
2008 07 02  0100   54649    3600     225.4     -1.3     23.6
2008 07 02  0200   54649    7200     225.4     -1.2     23.6
2008 07 02  0300   54649   10800     225.4     -1.2     23.6
2008 07 02  0400   54649   14400     225.4     -1.1     23.6
2008 07 02  0500   54649   18000     225.4     -1.0     23.6
2008 07 02  0600   54649   21600     225.4     -1.0     23.6
2008 07 02  0700   54649   25200     225.4     -0.9     23.6
2008 07 02  0800   54649   28800     225.4     -0.8     23.6
2008 07 02  0900   54649   32400     225.4     -0.8     23.6
2008 07 02  1000   54649   36000     225.4     -0.7     23.6
