:Product: 201501_ace_loc_1h.txt
:Issued: 2015 Jan 25 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2015 01 01  0000   57023       0     241.1     -4.4     22.6
2015 01 01  0100   57023    3600     241.1     -4.5     22.6
2015 01 01  0200   57023    7200     241.1     -4.5     22.6
2015 01 01  0300   57023   10800     241.1     -4.6     22.5
2015 01 01  0400   57023   14400     241.0     -4.7     22.5
2015 01 01  0500   57023   18000     241.0     -4.7     22.5
2015 01 01  0600   57023   21600     241.0     -4.8     22.5
2015 01 01  0700   57023   25200     241.0     -4.8     22.5
2015 01 01  0800   57023   28800     241.0     -4.9     22.5
2015 01 01  0900   57023   32400     241.0     -5.0     22.4
2015 01 01  1000   57023   36000     241.0     -5.0     22.4
2015 01 01  1100   57023   39600     241.0     -5.1     22.4
2015 01 01  1200   57023   43200     241.0     -5.2     22.4
2015 01 01  1300   57023   46800     241.0     -5.2     22.4
2015 01 01  1400   57023   50400     241.0     -5.3     22.4
2015 01 01  1500   57023   54000     241.0     -5.3     22.3
2015 01 01  1600   57023   57600     241.0     -5.4     22.3
2015 01 01  1700   57023   61200     241.0     -5.5     22.3
2015 01 01  1800   57023   64800     240.9     -5.5     22.3
2015 01 01  1900   57023   68400     240.9     -5.6     22.3
2015 01 01  2000   57023   72000     240.9     -5.7     22.3
2015 01 01  2100   57023   75600     240.9     -5.7     22.2
2015 01 01  2200   57023   79200     240.9     -5.8     22.2
2015 01 01  2300   57023   82800     240.9     -5.8     22.2
2015 01 02  0000   57024       0     240.9     -5.9     22.2
2015 01 02  0100   57024    3600     240.9     -6.0     22.2
2015 01 02  0200   57024    7200     240.9     -6.0     22.2
2015 01 02  0300   57024   10800     240.9     -6.1     22.2
2015 01 02  0400   57024   14400     240.9     -6.2     22.1
2015 01 02  0500   57024   18000     240.9     -6.2     22.1
2015 01 02  0600   57024   21600     240.9     -6.3     22.1
2015 01 02  0700   57024   25200     240.8     -6.4     22.1
2015 01 02  0800   57024   28800     240.8     -6.4     22.1
2015 01 02  0900   57024   32400     240.8     -6.5     22.1
2015 01 02  1000   57024   36000     240.8     -6.5     22.0
2015 01 02  1100   57024   39600     240.8     -6.6     22.0
2015 01 02  1200   57024   43200     240.8     -6.7     22.0
2015 01 02  1300   57024   46800     240.8     -6.7     22.0
2015 01 02  1400   57024   50400     240.8     -6.8     22.0
2015 01 02  1500   57024   54000     240.8     -6.9     22.0
2015 01 02  1600   57024   57600     240.8     -6.9     21.9
2015 01 02  1700   57024   61200     240.8     -7.0     21.9
2015 01 02  1800   57024   64800     240.8     -7.0     21.9
2015 01 02  1900   57024   68400     240.8     -7.1     21.9
2015 01 02  2000   57024   72000     240.8     -7.2     21.9
2015 01 02  2100   57024   75600     240.8     -7.2     21.8
2015 01 02  2200   57024   79200     240.7     -7.3     21.8
2015 01 02  2300   57024   82800     240.7     -7.4     21.8
2015 01 03  0000   57025       0     240.7     -7.4     21.8
2015 01 03  0100   57025    3600     240.7     -7.5     21.8
2015 01 03  0200   57025    7200     240.7     -7.6     21.8
2015 01 03  0300   57025   10800     240.7     -7.6     21.7
2015 01 03  0400   57025   14400     240.7     -7.7     21.7
2015 01 03  0500   57025   18000     240.7     -7.7     21.7
2015 01 03  0600   57025   21600     240.7     -7.8     21.7
2015 01 03  0700   57025   25200     240.7     -7.9     21.7
2015 01 03  0800   57025   28800     240.7     -7.9     21.7
2015 01 03  0900   57025   32400     240.7     -8.0     21.6
2015 01 03  1000   57025   36000     240.7     -8.1     21.6
2015 01 03  1100   57025   39600     240.7     -8.1     21.6
2015 01 03  1200   57025   43200     240.7     -8.2     21.6
2015 01 03  1300   57025   46800     240.6     -8.3     21.6
2015 01 03  1400   57025   50400     240.6     -8.3     21.6
2015 01 03  1500   57025   54000     240.6     -8.4     21.5
2015 01 03  1600   57025   57600     240.6     -8.4     21.5
2015 01 03  1700   57025   61200     240.6     -8.5     21.5
2015 01 03  1800   57025   64800     240.6     -8.6     21.5
2015 01 03  1900   57025   68400     240.6     -8.6     21.5
2015 01 03  2000   57025   72000     240.6     -8.7     21.4
2015 01 03  2100   57025   75600     240.6     -8.8     21.4
2015 01 03  2200   57025   79200     240.6     -8.8     21.4
2015 01 03  2300   57025   82800     240.6     -8.9     21.4
2015 01 04  0000   57026       0     240.6     -9.0     21.4
2015 01 04  0100   57026    3600     240.6     -9.0     21.4
2015 01 04  0200   57026    7200     240.6     -9.1     21.3
2015 01 04  0300   57026   10800     240.6     -9.1     21.3
2015 01 04  0400   57026   14400     240.5     -9.2     21.3
