:Product: 201712_ace_loc_1h.txt
:Issued: 2017 Dec 21 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2017 12 01  0000   58088       0     239.6    -20.8     22.8
2017 12 01  0100   58088    3600     239.6    -20.9     22.8
2017 12 01  0200   58088    7200     239.5    -20.9     22.8
2017 12 01  0300   58088   10800     239.5    -21.0     22.8
2017 12 01  0400   58088   14400     239.5    -21.0     22.8
2017 12 01  0500   58088   18000     239.5    -21.1     22.9
2017 12 01  0600   58088   21600     239.5    -21.1     22.9
2017 12 01  0700   58088   25200     239.5    -21.2     22.9
2017 12 01  0800   58088   28800     239.4    -21.2     22.9
2017 12 01  0900   58088   32400     239.4    -21.3     22.9
2017 12 01  1000   58088   36000     239.4    -21.4     22.9
2017 12 01  1100   58088   39600     239.4    -21.4     22.9
2017 12 01  1200   58088   43200     239.4    -21.5     22.9
2017 12 01  1300   58088   46800     239.4    -21.5     22.9
2017 12 01  1400   58088   50400     239.3    -21.6     22.9
2017 12 01  1500   58088   54000     239.3    -21.6     23.0
2017 12 01  1600   58088   57600     239.3    -21.7     23.0
2017 12 01  1700   58088   61200     239.3    -21.7     23.0
2017 12 01  1800   58088   64800     239.3    -21.8     23.0
2017 12 01  1900   58088   68400     239.3    -21.9     23.0
2017 12 01  2000   58088   72000     239.2    -21.9     23.0
2017 12 01  2100   58088   75600     239.2    -22.0     23.0
2017 12 01  2200   58088   79200     239.2    -22.0     23.0
2017 12 01  2300   58088   82800     239.2    -22.1     23.0
2017 12 02  0000   58089       0     239.2    -22.1     23.0
2017 12 02  0100   58089    3600     239.1    -22.2     23.0
2017 12 02  0200   58089    7200     239.1    -22.2     23.1
2017 12 02  0300   58089   10800     239.1    -22.3     23.1
2017 12 02  0400   58089   14400     239.1    -22.4     23.1
2017 12 02  0500   58089   18000     239.1    -22.4     23.1
2017 12 02  0600   58089   21600     239.1    -22.5     23.1
2017 12 02  0700   58089   25200     239.0    -22.5     23.1
2017 12 02  0800   58089   28800     239.0    -22.6     23.1
2017 12 02  0900   58089   32400     239.0    -22.6     23.1
2017 12 02  1000   58089   36000     239.0    -22.7     23.1
2017 12 02  1100   58089   39600     239.0    -22.7     23.1
2017 12 02  1200   58089   43200     239.0    -22.8     23.1
2017 12 02  1300   58089   46800     239.0    -22.9     23.1
2017 12 02  1400   58089   50400     238.9    -22.9     23.2
2017 12 02  1500   58089   54000     238.9    -23.0     23.2
2017 12 02  1600   58089   57600     238.9    -23.0     23.2
2017 12 02  1700   58089   61200     238.9    -23.1     23.2
2017 12 02  1800   58089   64800     238.9    -23.1     23.2
2017 12 02  1900   58089   68400     238.9    -23.2     23.2
2017 12 02  2000   58089   72000     238.8    -23.2     23.2
2017 12 02  2100   58089   75600     238.8    -23.3     23.2
2017 12 02  2200   58089   79200     238.8    -23.3     23.2
2017 12 02  2300   58089   82800     238.8    -23.4     23.2
2017 12 03  0000   58090       0     238.8    -23.5     23.2
2017 12 03  0100   58090    3600     238.8    -23.5     23.2
2017 12 03  0200   58090    7200     238.7    -23.6     23.3
2017 12 03  0300   58090   10800     238.7    -23.6     23.3
2017 12 03  0400   58090   14400     238.7    -23.7     23.3
2017 12 03  0500   58090   18000     238.7    -23.7     23.3
2017 12 03  0600   58090   21600     238.7    -23.8     23.3
2017 12 03  0700   58090   25200     238.7    -23.8     23.3
2017 12 03  0800   58090   28800     238.6    -23.9     23.3
2017 12 03  0900   58090   32400     238.6    -23.9     23.3
2017 12 03  1000   58090   36000     238.6    -24.0     23.3
