:Product: 201002_ace_mag_1h.txt
:Issued: 2010 Mar 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2010 02 01  0000   55228       0    0     3.2    -3.0    -1.7     4.7   -21.4   316.4
2010 02 01  0100   55228    3600    0     4.0    -1.3    -1.0     4.3   -13.4   342.1
2010 02 01  0200   55228    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  0300   55228   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  0400   55228   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  0500   55228   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  0600   55228   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  0700   55228   25200    0     4.9    -1.0     6.6     8.3    52.7   348.6
2010 02 01  0800   55228   28800    0     2.9    -0.4     5.4     6.2    61.9   352.6
2010 02 01  0900   55228   32400    0    -3.2     1.5    -1.1     3.7   -18.0   154.2
2010 02 01  1000   55228   36000    0     2.2    -2.4     1.2     3.4    20.0   312.2
2010 02 01  1100   55228   39600    0     2.5    -3.9    -0.7     4.7    -8.6   302.3
2010 02 01  1200   55228   43200    0     1.0    -4.3    -0.3     4.5    -4.3   282.8
2010 02 01  1300   55228   46800    0     2.4    -3.4    -0.4     4.2    -6.1   304.9
2010 02 01  1400   55228   50400    0     3.3    -3.3     2.8     5.4    31.3   314.9
2010 02 01  1500   55228   54000    0     2.4    -2.9    -1.1     3.9   -16.5   310.0
2010 02 01  1600   55228   57600    0     1.6    -2.9     0.9     3.5    15.2   298.6
2010 02 01  1700   55228   61200    0     2.1    -3.3    -0.4     4.0    -6.5   302.6
2010 02 01  1800   55228   64800    0    -1.4    -0.5     4.6     4.9    72.7   198.9
2010 02 01  1900   55228   68400    0     1.2    -4.0     0.8     4.3    10.5   286.9
2010 02 01  2000   55228   72000    0     1.8    -4.1    -2.3     5.0   -26.6   293.0
2010 02 01  2100   55228   75600    0    -0.1     0.1     3.4     3.4    88.1   142.7
2010 02 01  2200   55228   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 01  2300   55228   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 02  0000   55229       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 02  0100   55229    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 02  0200   55229    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2010 02 02  0300   55229   10800    0     1.5    -4.0    -1.2     4.4   -15.8   290.2
2010 02 02  0400   55229   14400    0     1.6    -3.6    -1.0     4.1   -14.2   294.2
2010 02 02  0500   55229   18000    0     3.0    -4.8     1.6     5.8    16.1   301.8
2010 02 02  0600   55229   21600    0     1.4    -5.1     1.9     5.6    20.2   285.7
2010 02 02  0700   55229   25200    0     2.0    -3.7    -1.5     4.5   -19.1   298.9
2010 02 02  0800   55229   28800    0     2.3    -4.2     0.1     4.8     1.2   298.7
2010 02 02  0900   55229   32400    0     1.9    -4.2     2.2     5.1    25.8   293.8
2010 02 02  1000   55229   36000    0     2.3    -4.0     1.6     4.9    18.8   299.5
2010 02 02  1100   55229   39600    0     2.7    -3.8     1.4     4.9    17.1   305.2
2010 02 02  1200   55229   43200    0     1.6    -2.8    -0.2     3.3    -4.2   299.9
2010 02 02  1300   55229   46800    0     1.5    -3.0     3.3     4.7    45.1   297.2
2010 02 02  1400   55229   50400    0     2.7    -2.5     1.8     4.2    25.5   317.2
2010 02 02  1500   55229   54000    0     3.8    -3.4    -0.3     5.1    -2.9   318.0
2010 02 02  1600   55229   57600    0     3.9    -2.8    -0.7     4.9    -8.8   324.4
2010 02 02  1700   55229   61200    0     2.1    -5.0     3.6     6.5    33.4   293.0
2010 02 02  1800   55229   64800    0     3.1    -4.6     2.0     5.9    20.1   303.8
2010 02 02  1900   55229   68400    0     2.9    -2.5     1.3     4.0    18.2   319.6
2010 02 02  2000   55229   72000    0     2.1    -2.7    -3.1     4.6   -41.9   308.8
2010 02 02  2100   55229   75600    0     1.8    -1.8    -4.0     4.8   -57.6   315.0
2010 02 02  2200   55229   79200    0     3.3    -4.0    -1.0     5.3   -11.1   309.5
2010 02 02  2300   55229   82800    0     2.2    -4.2     1.3     4.9    15.7   297.9
2010 02 03  0000   55230       0    0     2.7    -4.3     1.9     5.4    20.7   301.6
2010 02 03  0100   55230    3600    0    -0.1     1.5     1.3     2.0    40.5    92.2
2010 02 03  0200   55230    7200    0    -0.6     3.4     4.2     5.4    50.5   100.9
2010 02 03  0300   55230   10800    0     1.4     2.5     4.2     5.0    56.1    60.8
2010 02 03  0400   55230   14400    0     1.9     3.2    -0.0     3.7    -0.5    59.9
2010 02 03  0500   55230   18000    0     3.6    -1.0     0.6     3.8     9.3   343.9
2010 02 03  0600   55230   21600    0     2.6    -2.8    -2.5     4.6   -33.1   312.9
2010 02 03  0700   55230   25200    0     1.6    -3.5    -2.5     4.5   -32.8   294.1
2010 02 03  0800   55230   28800    0     1.6    -3.4    -2.5     4.5   -33.4   295.1
2010 02 03  0900   55230   32400    0     0.6    -3.7     0.2     3.8     3.7   278.8
2010 02 03  1000   55230   36000    0     2.4    -1.2     1.5     3.1    29.4   332.2
2010 02 03  1100   55230   39600    0     2.7     0.2    -1.4     3.0   -26.5     4.0
2010 02 03  1200   55230   43200    0     2.6    -0.9    -1.8     3.3   -33.0   341.3
2010 02 03  1300   55230   46800    0     1.6    -0.6    -1.1     2.0   -32.6   339.4
