:Product: 201304_ace_mag_1h.txt
:Issued: 2013 May 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2013 04 01  0000   56383       0    0    -3.0     0.0    -1.3     3.3   -22.7   179.7
2013 04 01  0100   56383    3600    0    -2.6    -1.7    -1.0     3.2   -17.3   213.0
2013 04 01  0200   56383    7200    0    -1.3    -2.4    -0.6     2.8   -11.9   242.8
2013 04 01  0300   56383   10800    0    -2.5    -1.5    -0.4     3.0    -8.6   211.8
2013 04 01  0400   56383   14400    0    -0.8    -2.8    -1.0     3.1   -18.3   254.0
2013 04 01  0500   56383   18000    0    -1.2    -1.9    -1.0     2.5   -23.3   237.8
2013 04 01  0600   56383   21600    0     0.6     0.2    -2.8     2.9   -77.0    21.2
2013 04 01  0700   56383   25200    0     1.3     0.6    -1.9     2.3   -53.0    25.9
2013 04 01  0800   56383   28800    0     0.8    -1.5    -1.6     2.3   -43.4   298.0
2013 04 01  0900   56383   32400    0    -1.9    -3.0     0.3     3.5     4.2   237.7
2013 04 01  1000   56383   36000    0    -0.4    -1.7    -0.9     2.0   -26.1   256.4
2013 04 01  1100   56383   39600    0     0.4     0.2    -0.2     0.5   -27.3    22.0
2013 04 01  1200   56383   43200    0    -1.6    -3.1    -0.0     3.5    -0.8   243.0
2013 04 01  1300   56383   46800    0    -1.3    -3.0    -1.2     3.5   -20.2   246.4
2013 04 01  1400   56383   50400    0     0.9    -2.8    -0.7     3.0   -13.0   288.1
2013 04 01  1500   56383   54000    0     0.6    -2.2    -0.2     2.2    -4.1   284.3
2013 04 01  1600   56383   57600    0    -1.7    -2.2    -1.1     3.0   -21.0   231.4
2013 04 01  1700   56383   61200    0    -1.2    -2.1    -0.4     2.4    -9.9   238.9
2013 04 01  1800   56383   64800    0    -1.2    -2.4     0.1     2.7     2.4   242.7
2013 04 01  1900   56383   68400    0    -2.6    -1.8    -1.4     3.5   -23.4   214.5
2013 04 01  2000   56383   72000    0    -1.9    -1.5    -0.8     2.6   -18.0   218.6
2013 04 01  2100   56383   75600    0    -1.1    -2.5     1.6     3.2    31.3   247.0
2013 04 01  2200   56383   79200    0    -0.7    -2.1    -0.7     2.3   -17.6   252.0
2013 04 01  2300   56383   82800    0     1.0    -0.9    -1.7     2.2   -52.4   316.7
2013 04 02  0000   56384       0    0     1.6    -0.1    -1.5     2.2   -42.7   355.8
2013 04 02  0100   56384    3600    0     1.6    -0.8    -1.1     2.0   -31.3   332.8
2013 04 02  0200   56384    7200    0     2.3    -0.3    -0.5     2.3   -12.2   351.6
2013 04 02  0300   56384   10800    0     2.0    -0.9    -0.0     2.2    -1.2   336.5
2013 04 02  0400   56384   14400    0     2.2     0.1    -0.0     2.2    -0.7     2.5
2013 04 02  0500   56384   18000    0     2.2     0.2     0.4     2.2    10.7     6.3
2013 04 02  0600   56384   21600    0     2.1     0.4     0.8     2.3    20.7    11.4
2013 04 02  0700   56384   25200    0     2.2     0.5     0.7     2.4    17.2    13.0
2013 04 02  0800   56384   28800    0     2.0     1.0     0.8     2.4    20.7    28.2
2013 04 02  0900   56384   32400    0     2.3     1.0     0.5     2.5    10.4    23.8
2013 04 02  1000   56384   36000    0     2.2     0.5    -0.0     2.3    -0.6    11.7
2013 04 02  1100   56384   39600    0     2.0     1.5     0.7     2.6    15.3    36.7
2013 04 02  1200   56384   43200    0     2.2     1.2    -0.6     2.6   -13.1    28.7
2013 04 02  1300   56384   46800    0     2.1     0.7    -0.9     2.4   -22.3    19.2
2013 04 02  1400   56384   50400    0     2.3     0.9    -0.9     2.7   -18.8    21.8
2013 04 02  1500   56384   54000    0     1.6    -2.0    -0.8     2.6   -16.5   309.4
2013 04 02  1600   56384   57600    0     1.6    -2.2    -0.6     2.8   -12.4   306.3
2013 04 02  1700   56384   61200    2     1.4    -2.3    -0.4     2.8    -7.8   301.7
2013 04 02  1800   56384   64800    2     1.9    -2.1     0.2     2.8     4.4   312.2
2013 04 02  1900   56384   68400    2     0.4    -2.6    -0.9     2.7   -18.7   279.5
2013 04 02  2000   56384   72000    2     0.1    -2.7    -1.9     3.3   -34.5   272.5
2013 04 02  2100   56384   75600    2     0.5    -3.2    -0.8     3.3   -13.2   278.5
2013 04 02  2200   56384   79200    0     1.3    -2.2    -0.3     2.5    -7.2   300.6
2013 04 02  2300   56384   82800    0    -0.1    -2.3    -0.1     2.3    -1.3   267.7
2013 04 03  0000   56385       0    0     0.8    -2.1    -1.8     2.9   -38.9   292.3
2013 04 03  0100   56385    3600    0     0.6    -1.6    -1.6     2.3   -42.6   291.2
2013 04 03  0200   56385    7200    0     2.9    -1.3    -0.9     3.3   -16.5   335.7
2013 04 03  0300   56385   10800    0     3.2    -1.0     0.5     3.4     9.0   342.6
2013 04 03  0400   56385   14400    0     3.0    -1.6     0.3     3.4     5.5   332.9
2013 04 03  0500   56385   18000    0     2.3    -2.0    -0.7     3.1   -13.3   319.5
2013 04 03  0600   56385   21600    0     1.0    -2.1    -1.5     2.8   -33.0   294.3
2013 04 03  0700   56385   25200    0     0.6    -2.5    -1.5     3.0   -29.6   283.9
2013 04 03  0800   56385   28800    0     1.1    -2.7    -0.6     3.0   -11.3   292.7
2013 04 03  0900   56385   32400    0     1.5    -2.6    -0.1     3.0    -1.5   300.2
2013 04 03  1000   56385   36000    0     1.9    -2.0    -0.7     2.8   -14.9   314.2
2013 04 03  1100   56385   39600    0     1.2    -0.9    -2.4     2.8   -58.7   322.6
2013 04 03  1200   56385   43200    0     0.8    -2.6     0.1     2.8     1.1   287.4
2013 04 03  1300   56385   46800    0     2.0    -2.3    -0.6     3.1   -11.3   311.5
2013 04 03  1400   56385   50400    0     1.8    -2.9     1.0     3.6    15.6   301.1
2013 04 03  1500   56385   54000    0     2.0    -2.4     1.6     3.5    27.5   308.7
2013 04 03  1600   56385   57600    0     2.7    -2.2    -0.0     3.5    -0.2   320.2
2013 04 03  1700   56385   61200    0     3.2    -1.8    -1.0     3.8   -15.2   330.3
2013 04 03  1800   56385   64800    0     3.5    -1.8    -1.1     4.1   -15.4   332.2
2013 04 03  1900   56385   68400    0     4.4    -1.3    -0.2     4.5    -2.2   343.6
2013 04 03  2000   56385   72000    0     4.0    -1.6    -1.0     4.4   -12.8   337.7
2013 04 03  2100   56385   75600    0     3.5    -2.5    -1.8     4.6   -23.3   324.3
2013 04 03  2200   56385   79200    0     3.5    -2.2    -1.4     4.3   -18.6   328.2
2013 04 03  2300   56385   82800    0     3.4    -2.5    -0.2     4.2    -2.7   323.3
2013 04 04  0000   56386       0    0     3.2    -2.6    -0.1     4.1    -1.2   320.5
2013 04 04  0100   56386    3600    0     1.8    -2.5    -2.8     4.1   -42.6   305.4
2013 04 04  0200   56386    7200    0     3.0    -1.3    -2.7     4.3   -39.6   337.3
2013 04 04  0300   56386   10800    0    -0.2    -3.7    -1.8     4.1   -25.6   267.2
2013 04 04  0400   56386   14400    0    -1.8    -3.9    -0.1     4.3    -1.7   245.5
2013 04 04  0500   56386   18000    0     0.4    -4.3    -2.0     4.8   -25.0   275.8
2013 04 04  0600   56386   21600    0    -1.2    -4.4    -1.2     4.7   -14.7   254.4
2013 04 04  0700   56386   25200    0    -0.2    -4.5    -2.5     5.1   -29.5   267.3
2013 04 04  0800   56386   28800    0     1.4    -5.1    -1.0     5.4   -10.3   284.9
2013 04 04  0900   56386   32400    0     2.5    -4.1    -2.7     5.5   -29.4   301.7
2013 04 04  1000   56386   36000    0     3.4     1.9    -2.9     4.9   -36.7    28.3
2013 04 04  1100   56386   39600    0     3.7     1.1    -3.3     5.1   -40.2    16.9
2013 04 04  1200   56386   43200    0     4.1    -0.3    -3.5     5.4   -40.7   356.2
2013 04 04  1300   56386   46800    0     4.8     1.4    -2.0     5.4   -21.3    16.3
2013 04 04  1400   56386   50400    0     5.3     0.1    -1.8     5.6   -18.4     1.6
2013 04 04  1500   56386   54000    0     4.9    -0.3    -1.8     5.2   -20.5   355.9
2013 04 04  1600   56386   57600    0     4.5    -1.7     0.2     4.8     2.9   338.8
2013 04 04  1700   56386   61200    0     4.4    -1.0    -1.0     4.7   -13.0   347.7
2013 04 04  1800   56386   64800    0     3.5    -1.8    -1.8     4.3   -25.1   332.4
2013 04 04  1900   56386   68400    0     2.1    -2.7    -2.0     4.0   -30.6   308.4
2013 04 04  2000   56386   72000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2013 04 04  2100   56386   75600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2013 04 04  2200   56386   79200    0     4.5    -2.0     0.8     5.0     9.3   336.0
2013 04 04  2300   56386   82800    0     4.1    -2.7     0.4     4.9     4.6   326.8
2013 04 05  0000   56387       0    0     3.9    -3.0     0.1     5.0     1.7   322.2
