:Product: 201611_ace_mag_1h.txt
:Issued: 2016 Nov 27 0910 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2016 11 01  0000   57693       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0100   57693    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0200   57693    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0300   57693   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0400   57693   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0500   57693   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0600   57693   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 11 01  0700   57693   25200    0     1.8     0.5    -2.7     3.3   -54.7    15.4
2016 11 01  0800   57693   28800    0     0.6     3.5    -2.4     4.3   -33.8    80.2
2016 11 01  0900   57693   32400    0     0.7     2.2    -3.6     4.4   -57.0    71.9
2016 11 01  1000   57693   36000    0     2.4     1.4    -3.6     4.6   -52.9    30.6
2016 11 01  1100   57693   39600    0    -0.9     2.5    -3.7     4.6   -54.1   110.5
2016 11 01  1200   57693   43200    0    -5.0     3.2    -3.0     6.7   -27.1   147.9
2016 11 01  1300   57693   46800    0    -5.8     3.2    -2.5     7.0   -20.7   151.0
2016 11 01  1400   57693   50400    0    -6.5     1.9    -0.5     6.8    -3.9   163.9
