:Product: 200809_ace_swepam_1h.txt
:Issued: 2008 Oct 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2008 09 01  0000   54710       0    0        6.2      362.5     3.50e+04
2008 09 01  0100   54710    3600    0        6.0      360.0     3.60e+04
2008 09 01  0200   54710    7200    0        5.5      359.5     4.00e+04
2008 09 01  0300   54710   10800    0        5.2      359.2     4.07e+04
2008 09 01  0400   54710   14400    0        4.9      361.1     4.09e+04
2008 09 01  0500   54710   18000    0        4.8      358.4     3.84e+04
2008 09 01  0600   54710   21600    0        4.8      353.2     3.79e+04
2008 09 01  0700   54710   25200    0        4.9      351.0     3.65e+04
2008 09 01  0800   54710   28800    0        4.4      347.8     4.15e+04
2008 09 01  0900   54710   32400    9    -9999.9    -9999.9    -1.00e+05
2008 09 01  1000   54710   36000    9    -9999.9    -9999.9    -1.00e+05
2008 09 01  1100   54710   39600    0        3.3      346.9     4.68e+04
2008 09 01  1200   54710   43200    0        3.0      347.4     4.94e+04
2008 09 01  1300   54710   46800    0        3.3      350.3     4.68e+04
2008 09 01  1400   54710   50400    0        3.6      353.3     4.15e+04
2008 09 01  1500   54710   54000    0        3.2      350.5     5.08e+04
2008 09 01  1600   54710   57600    0        2.9      348.3     4.97e+04
2008 09 01  1700   54710   61200    0        3.5      350.4     4.96e+04
2008 09 01  1800   54710   64800    0        4.3      345.8     4.73e+04
2008 09 01  1900   54710   68400    0        4.3      337.7     4.54e+04
2008 09 01  2000   54710   72000    0        3.6      335.6     4.52e+04
2008 09 01  2100   54710   75600    0        3.1      328.2     4.28e+04
2008 09 01  2200   54710   79200    0        2.8      327.2     4.41e+04
2008 09 01  2300   54710   82800    0        2.6      322.4     5.52e+04
2008 09 02  0000   54711       0    0        2.8      320.1     5.43e+04
2008 09 02  0100   54711    3600    0        2.5      310.5     6.19e+04
2008 09 02  0200   54711    7200    0        1.7      310.9     6.32e+04
2008 09 02  0300   54711   10800    0        1.7      304.4     6.31e+04
2008 09 02  0400   54711   14400    1    -9999.9    -9999.9    -1.00e+05
2008 09 02  0500   54711   18000    1    -9999.9    -9999.9    -1.00e+05
2008 09 02  0600   54711   21600    0        2.2      302.5     4.87e+04
2008 09 02  0700   54711   25200    0        3.0      302.4     2.58e+04
2008 09 02  0800   54711   28800    0        3.0      308.9     3.82e+04
2008 09 02  0900   54711   32400    0        3.4      311.7     4.07e+04
2008 09 02  1000   54711   36000    0        3.2      307.7     4.34e+04
2008 09 02  1100   54711   39600    0        3.3      305.9     3.99e+04
2008 09 02  1200   54711   43200    0        3.3      307.9     4.36e+04
2008 09 02  1300   54711   46800    0        2.8      308.5     3.51e+04
2008 09 02  1400   54711   50400    0        2.8      307.4     3.26e+04
2008 09 02  1500   54711   54000    0        2.2      305.2     3.12e+04
2008 09 02  1600   54711   57600    0        2.3      304.6     2.94e+04
2008 09 02  1700   54711   61200    0        3.1      305.5     2.99e+04
2008 09 02  1800   54711   64800    0        3.5      310.9     3.01e+04
2008 09 02  1900   54711   68400    0        4.0      310.4     4.06e+04
2008 09 02  2000   54711   72000    0        5.3      316.2     3.33e+04
2008 09 02  2100   54711   75600    0        6.5      320.8     2.49e+04
2008 09 02  2200   54711   79200    0        5.5      320.3     3.16e+04
2008 09 02  2300   54711   82800    0        8.2      332.6     2.51e+04
2008 09 03  0000   54712       0    0        8.6      332.2     3.37e+04
2008 09 03  0100   54712    3600    0       10.4      337.2     3.96e+04
2008 09 03  0200   54712    7200    0       13.4      343.6     4.51e+04
2008 09 03  0300   54712   10800    0       13.4      343.7     4.90e+04
2008 09 03  0400   54712   14400    0       21.2      360.3     4.78e+04
2008 09 03  0500   54712   18000    0       20.2      361.6     3.71e+04
2008 09 03  0600   54712   21600    0       20.0      362.1     2.88e+04
2008 09 03  0700   54712   25200    0        9.8      403.3     1.54e+05
2008 09 03  0800   54712   28800    0       14.5      425.2     2.21e+05
2008 09 03  0900   54712   32400    0       12.6      416.9     2.21e+05
2008 09 03  1000   54712   36000    0        9.4      411.8     1.72e+05
2008 09 03  1100   54712   39600    0        7.0      437.5     2.12e+05
2008 09 03  1200   54712   43200    0        6.9      449.3     1.84e+05
2008 09 03  1300   54712   46800    0        7.1      443.5     1.67e+05
2008 09 03  1400   54712   50400    0       10.9      445.6     1.22e+05
2008 09 03  1500   54712   54000    0       19.9      436.9     6.23e+04
2008 09 03  1600   54712   57600    0        9.5      449.6     5.27e+04
2008 09 03  1700   54712   61200    0        7.2      457.3     7.56e+04
2008 09 03  1800   54712   64800    0        4.3      441.3     1.21e+05
2008 09 03  1900   54712   68400    0        3.8      460.1     6.64e+04
2008 09 03  2000   54712   72000    0        4.6      462.8     7.58e+04
2008 09 03  2100   54712   75600    0        6.7      472.3     5.86e+04
2008 09 03  2200   54712   79200    0       12.4      469.2     5.25e+04
2008 09 03  2300   54712   82800    0        9.5      471.7     5.25e+04
2008 09 04  0000   54713       0    0       14.3      474.8     9.47e+04
2008 09 04  0100   54713    3600    0       10.5      480.7     9.99e+04
2008 09 04  0200   54713    7200    0        8.1      476.6     1.18e+05
2008 09 04  0300   54713   10800    0        6.2      479.7     2.03e+05
2008 09 04  0400   54713   14400    0        5.6      518.6     3.63e+05
2008 09 04  0500   54713   18000    0        6.6      534.3     2.56e+05
2008 09 04  0600   54713   21600    0        6.0      519.0     2.45e+05
2008 09 04  0700   54713   25200    0        9.6      528.2     2.48e+05
2008 09 04  0800   54713   28800    0        9.0      526.8     3.24e+05
2008 09 04  0900   54713   32400    0        6.9      522.8     3.10e+05
2008 09 04  1000   54713   36000    0        4.5      555.9     2.44e+05
2008 09 04  1100   54713   39600    0        3.6      563.6     1.95e+05
2008 09 04  1200   54713   43200    0        3.4      575.8     1.94e+05
2008 09 04  1300   54713   46800    0        3.2      580.7     1.94e+05
2008 09 04  1400   54713   50400    0        3.4      570.0     2.23e+05
2008 09 04  1500   54713   54000    0        3.5      573.7     2.14e+05
2008 09 04  1600   54713   57600    0        3.9      586.2     1.93e+05
2008 09 04  1700   54713   61200    0        3.4      583.6     1.91e+05
2008 09 04  1800   54713   64800    0        2.5      591.0     1.59e+05
2008 09 04  1900   54713   68400    0        2.5      593.3     1.55e+05
2008 09 04  2000   54713   72000    0        2.2      579.6     1.77e+05
2008 09 04  2100   54713   75600    0        2.0      572.9     1.63e+05
2008 09 04  2200   54713   79200    0        2.0      563.3     1.60e+05
2008 09 04  2300   54713   82800    0        1.9      554.3     1.60e+05
2008 09 05  0000   54714       0    0        1.5      551.5     1.29e+05
2008 09 05  0100   54714    3600    0        1.5      544.1     9.60e+04
2008 09 05  0200   54714    7200    0        1.6      537.1     1.15e+05
2008 09 05  0300   54714   10800    0        1.4      525.9     1.19e+05
2008 09 05  0400   54714   14400    0        1.1      536.3     1.32e+05
2008 09 05  0500   54714   18000    0        1.4      529.2     1.49e+05
2008 09 05  0600   54714   21600    0        1.4      527.4     1.28e+05
2008 09 05  0700   54714   25200    0        1.5      524.2     1.29e+05
2008 09 05  0800   54714   28800    0        1.5      518.7     1.19e+05
2008 09 05  0900   54714   32400    0        2.2      530.7     1.17e+05
2008 09 05  1000   54714   36000    0        2.3      543.6     9.27e+04
2008 09 05  1100   54714   39600    0        2.3      528.9     1.08e+05
2008 09 05  1200   54714   43200    0        2.3      516.3     9.65e+04
2008 09 05  1300   54714   46800    0        2.5      503.3     9.29e+04
2008 09 05  1400   54714   50400    0        3.0      489.6     8.39e+04
2008 09 05  1500   54714   54000    0        3.0      479.9     9.88e+04
2008 09 05  1600   54714   57600    0        2.9      475.4     8.96e+04
2008 09 05  1700   54714   61200    0        2.7      473.0     1.34e+05
2008 09 05  1800   54714   64800    0        2.7      483.3     1.04e+05
2008 09 05  1900   54714   68400    0        2.9      488.1     1.17e+05
2008 09 05  2000   54714   72000    0        2.7      505.5     1.27e+05
2008 09 05  2100   54714   75600    0        2.8      521.4     1.62e+05
2008 09 05  2200   54714   79200    0        2.9      513.0     1.65e+05
2008 09 05  2300   54714   82800    0        3.3      521.7     1.46e+05
2008 09 06  0000   54715       0    0        3.4      487.4     1.32e+05
2008 09 06  0100   54715    3600    0        3.8      488.7     1.40e+05
2008 09 06  0200   54715    7200    0        4.0      496.4     1.33e+05
2008 09 06  0300   54715   10800    0        4.0      502.1     1.04e+05
2008 09 06  0400   54715   14400    0        3.7      519.1     1.81e+05
2008 09 06  0500   54715   18000    0        3.8      506.7     1.30e+05
2008 09 06  0600   54715   21600    0        3.2      529.7     2.10e+05
2008 09 06  0700   54715   25200    0        3.6      527.7     2.21e+05
2008 09 06  0800   54715   28800    0        3.9      537.9     1.67e+05
2008 09 06  0900   54715   32400    0        3.8      528.7     1.60e+05
2008 09 06  1000   54715   36000    0        3.4      529.5     1.59e+05
2008 09 06  1100   54715   39600    0        3.3      540.7     1.64e+05
2008 09 06  1200   54715   43200    0        3.3      535.9     1.40e+05
2008 09 06  1300   54715   46800    0        2.3      550.2     8.32e+04
2008 09 06  1400   54715   50400    0        3.1      555.2     1.46e+05
2008 09 06  1500   54715   54000    0        3.2      559.0     1.26e+05
2008 09 06  1600   54715   57600    0        3.0      567.2     1.38e+05
2008 09 06  1700   54715   61200    0        3.6      561.6     1.41e+05
2008 09 06  1800   54715   64800    0        3.3      552.9     1.34e+05
2008 09 06  1900   54715   68400    0        3.0      547.7     1.68e+05
2008 09 06  2000   54715   72000    0        3.4      556.2     1.33e+05
2008 09 06  2100   54715   75600    0        3.6      587.4     1.55e+05
2008 09 06  2200   54715   79200    0        3.6      602.7     1.99e+05
2008 09 06  2300   54715   82800    0        3.3      606.1     2.08e+05
2008 09 07  0000   54716       0    0        2.9      628.0     1.88e+05
2008 09 07  0100   54716    3600    0        2.9      601.2     2.26e+05
2008 09 07  0200   54716    7200    0        3.1      601.0     1.88e+05
2008 09 07  0300   54716   10800    0        2.8      622.4     1.57e+05
2008 09 07  0400   54716   14400    0        2.8      619.9     1.72e+05
2008 09 07  0500   54716   18000    0        2.3      625.7     1.73e+05
2008 09 07  0600   54716   21600    0        2.5      618.6     2.16e+05
2008 09 07  0700   54716   25200    0        2.3      620.9     1.86e+05
2008 09 07  0800   54716   28800    0        1.9      620.3     1.76e+05
2008 09 07  0900   54716   32400    0        2.1      604.7     1.65e+05
2008 09 07  1000   54716   36000    0        1.9      633.0     1.55e+05
2008 09 07  1100   54716   39600    0        2.0      582.8     1.67e+05
2008 09 07  1200   54716   43200    0        1.9      584.2     1.57e+05
2008 09 07  1300   54716   46800    0        2.1      580.6     1.46e+05
2008 09 07  1400   54716   50400    0        2.0      586.1     1.43e+05
2008 09 07  1500   54716   54000    0        1.8      581.4     1.42e+05
2008 09 07  1600   54716   57600    0        2.1      585.7     1.34e+05
2008 09 07  1700   54716   61200    0        2.2      585.2     1.45e+05
2008 09 07  1800   54716   64800    0        2.6      579.0     1.44e+05
2008 09 07  1900   54716   68400    0        2.6      593.3     1.43e+05
2008 09 07  2000   54716   72000    0        2.5      579.7     1.42e+05
2008 09 07  2100   54716   75600    0        2.1      597.8     1.29e+05
2008 09 07  2200   54716   79200    0        2.2      559.9     1.22e+05
2008 09 07  2300   54716   82800    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0000   54717       0    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0100   54717    3600    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0200   54717    7200    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0300   54717   10800    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0400   54717   14400    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0500   54717   18000    9    -9999.9    -9999.9    -1.00e+05
2008 09 08  0600   54717   21600    0        2.5      575.8     1.31e+05
2008 09 08  0700   54717   25200    0        2.1      577.0     1.48e+05
2008 09 08  0800   54717   28800    0        2.4      573.8     1.48e+05
2008 09 08  0900   54717   32400    0        2.4      568.0     1.54e+05
2008 09 08  1000   54717   36000    0        2.4      563.2     1.39e+05
2008 09 08  1100   54717   39600    0        2.5      556.7     1.31e+05
2008 09 08  1200   54717   43200    0        2.3      559.0     1.37e+05
2008 09 08  1300   54717   46800    0        2.5      556.2     1.21e+05
2008 09 08  1400   54717   50400    0        2.5      542.0     1.23e+05
2008 09 08  1500   54717   54000    0        2.3      542.9     1.21e+05
2008 09 08  1600   54717   57600    0        2.3      552.5     1.34e+05
2008 09 08  1700   54717   61200    0        2.0      555.6     1.42e+05
2008 09 08  1800   54717   64800    0        2.4      545.9     1.30e+05
2008 09 08  1900   54717   68400    0        2.4      539.3     1.18e+05
2008 09 08  2000   54717   72000    0        2.5      542.4     1.10e+05
2008 09 08  2100   54717   75600    0        2.4      543.3     1.38e+05
2008 09 08  2200   54717   79200    0        2.3      541.7     1.23e+05
2008 09 08  2300   54717   82800    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0000   54718       0    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0100   54718    3600    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0200   54718    7200    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0300   54718   10800    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0400   54718   14400    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0500   54718   18000    9    -9999.9    -9999.9    -1.00e+05
2008 09 09  0600   54718   21600    0        2.3      548.1     9.03e+04
2008 09 09  0700   54718   25200    0        2.0      524.1     1.03e+05
2008 09 09  0800   54718   28800    0        2.0      508.4     1.09e+05
2008 09 09  0900   54718   32400    0        2.3      497.2     1.10e+05
2008 09 09  1000   54718   36000    0        2.2      491.3     1.09e+05
2008 09 09  1100   54718   39600    0        2.0      492.9     9.89e+04
2008 09 09  1200   54718   43200    0        1.9      491.4     8.06e+04
2008 09 09  1300   54718   46800    0        2.0      487.9     8.88e+04
2008 09 09  1400   54718   50400    0        2.0      486.2     7.55e+04
2008 09 09  1500   54718   54000    0        2.1      489.9     6.79e+04
2008 09 09  1600   54718   57600    0        2.2      489.9     6.11e+04
2008 09 09  1700   54718   61200    0        2.8      478.5     7.30e+04
2008 09 09  1800   54718   64800    0        2.7      477.5     6.57e+04
2008 09 09  1900   54718   68400    0        4.0      469.0     6.83e+04
2008 09 09  2000   54718   72000    0        4.4      462.2     6.50e+04
2008 09 09  2100   54718   75600    0        4.0      464.1     6.07e+04
2008 09 09  2200   54718   79200    0        5.4      475.3     5.46e+04
