:Product: 201207_ace_swepam_1h.txt
:Issued: 2012 Aug 01 0510 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   Hourly Averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2012 07 01  0000   56109       0    1        3.6      643.0     2.97e+05
2012 07 01  0100   56109    3600    3    -9999.9    -9999.9    -1.00e+05
2012 07 01  0200   56109    7200    0        3.1      654.1     3.50e+05
2012 07 01  0300   56109   10800    0        3.4      657.2     2.90e+05
2012 07 01  0400   56109   14400    0        3.8      644.4     2.90e+05
2012 07 01  0500   56109   18000    0        2.2      660.2     2.24e+05
2012 07 01  0600   56109   21600    0        2.1      668.6     1.95e+05
2012 07 01  0700   56109   25200    1        2.5      650.8     2.18e+05
2012 07 01  0800   56109   28800    0        2.4      656.4     2.19e+05
2012 07 01  0900   56109   32400    0        2.5      655.0     2.10e+05
2012 07 01  1000   56109   36000    1        2.3      652.2     2.26e+05
2012 07 01  1100   56109   39600    0        2.2      655.2     1.88e+05
2012 07 01  1200   56109   43200    0        2.6      639.7     1.66e+05
2012 07 01  1300   56109   46800    0        2.0      640.8     1.74e+05
2012 07 01  1400   56109   50400    0        2.6      637.9     1.88e+05
2012 07 01  1500   56109   54000    0        2.6      650.7     1.82e+05
2012 07 01  1600   56109   57600    0        2.5      656.3     1.52e+05
2012 07 01  1700   56109   61200    0        2.5      638.8     1.93e+05
2012 07 01  1800   56109   64800    0        2.3      640.6     1.94e+05
2012 07 01  1900   56109   68400    0        2.8      642.5     1.82e+05
2012 07 01  2000   56109   72000    0        1.8      638.6     1.72e+05
