:Product: 201401_ace_loc_1h.txt
:Issued: 2014 Jan 31 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2014 01 01  0000   56658       0     241.5     14.4     22.6
2014 01 01  0100   56658    3600     241.5     14.4     22.6
2014 01 01  0200   56658    7200     241.5     14.3     22.6
2014 01 01  0300   56658   10800     241.5     14.3     22.6
2014 01 01  0400   56658   14400     241.5     14.2     22.6
2014 01 01  0500   56658   18000     241.5     14.2     22.6
2014 01 01  0600   56658   21600     241.5     14.1     22.5
2014 01 01  0700   56658   25200     241.5     14.1     22.5
2014 01 01  0800   56658   28800     241.5     14.0     22.5
2014 01 01  0900   56658   32400     241.5     14.0     22.5
2014 01 01  1000   56658   36000     241.5     14.0     22.5
2014 01 01  1100   56658   39600     241.6     13.9     22.5
2014 01 01  1200   56658   43200     241.6     13.9     22.5
2014 01 01  1300   56658   46800     241.6     13.8     22.5
2014 01 01  1400   56658   50400     241.6     13.8     22.5
2014 01 01  1500   56658   54000     241.6     13.7     22.4
2014 01 01  1600   56658   57600     241.6     13.7     22.4
2014 01 01  1700   56658   61200     241.6     13.6     22.4
2014 01 01  1800   56658   64800     241.6     13.6     22.4
2014 01 01  1900   56658   68400     241.6     13.5     22.4
2014 01 01  2000   56658   72000     241.6     13.5     22.4
2014 01 01  2100   56658   75600     241.6     13.4     22.4
2014 01 01  2200   56658   79200     241.6     13.4     22.4
2014 01 01  2300   56658   82800     241.6     13.3     22.3
2014 01 02  0000   56659       0     241.6     13.3     22.3
2014 01 02  0100   56659    3600     241.7     13.2     22.3
2014 01 02  0200   56659    7200     241.7     13.2     22.3
2014 01 02  0300   56659   10800     241.7     13.1     22.3
2014 01 02  0400   56659   14400     241.7     13.1     22.3
2014 01 02  0500   56659   18000     241.7     13.0     22.3
2014 01 02  0600   56659   21600     241.7     13.0     22.3
2014 01 02  0700   56659   25200     241.7     12.9     22.2
2014 01 02  0800   56659   28800     241.7     12.9     22.2
2014 01 02  0900   56659   32400     241.7     12.8     22.2
2014 01 02  1000   56659   36000     241.7     12.8     22.2
2014 01 02  1100   56659   39600     241.7     12.7     22.2
2014 01 02  1200   56659   43200     241.7     12.7     22.2
2014 01 02  1300   56659   46800     241.7     12.6     22.2
2014 01 02  1400   56659   50400     241.7     12.6     22.1
2014 01 02  1500   56659   54000     241.7     12.5     22.1
2014 01 02  1600   56659   57600     241.7     12.5     22.1
2014 01 02  1700   56659   61200     241.8     12.4     22.1
2014 01 02  1800   56659   64800     241.8     12.4     22.1
2014 01 02  1900   56659   68400     241.8     12.3     22.1
2014 01 02  2000   56659   72000     241.8     12.3     22.1
2014 01 02  2100   56659   75600     241.8     12.2     22.1
2014 01 02  2200   56659   79200     241.8     12.2     22.0
2014 01 02  2300   56659   82800     241.8     12.1     22.0
2014 01 03  0000   56660       0     241.8     12.1     22.0
2014 01 03  0100   56660    3600     241.8     12.0     22.0
2014 01 03  0200   56660    7200     241.8     12.0     22.0
2014 01 03  0300   56660   10800     241.8     11.9     22.0
2014 01 03  0400   56660   14400     241.8     11.9     22.0
2014 01 03  0500   56660   18000     241.8     11.8     21.9
2014 01 03  0600   56660   21600     241.8     11.8     21.9
2014 01 03  0700   56660   25200     241.8     11.7     21.9
2014 01 03  0800   56660   28800     241.8     11.7     21.9
2014 01 03  0900   56660   32400     241.8     11.6     21.9
2014 01 03  1000   56660   36000     241.8     11.6     21.9
2014 01 03  1100   56660   39600     241.8     11.5     21.9
2014 01 03  1200   56660   43200     241.8     11.5     21.8
2014 01 03  1300   56660   46800     241.8     11.4     21.8
2014 01 03  1400   56660   50400     241.8     11.4     21.8
2014 01 03  1500   56660   54000     241.8     11.3     21.8
2014 01 03  1600   56660   57600     241.8     11.3     21.8
2014 01 03  1700   56660   61200     241.9     11.2     21.8
2014 01 03  1800   56660   64800     241.9     11.2     21.8
2014 01 03  1900   56660   68400     241.9     11.1     21.7
2014 01 03  2000   56660   72000     241.9     11.0     21.7
2014 01 03  2100   56660   75600     241.9     11.0     21.7
2014 01 03  2200   56660   79200     241.9     10.9     21.7
2014 01 03  2300   56660   82800     241.9     10.9     21.7
2014 01 04  0000   56661       0     241.9     10.8     21.7
2014 01 04  0100   56661    3600     241.9     10.8     21.6
2014 01 04  0200   56661    7200     241.9     10.7     21.6
2014 01 04  0300   56661   10800     241.9     10.7     21.6
2014 01 04  0400   56661   14400     241.9     10.6     21.6
2014 01 04  0500   56661   18000     241.9     10.6     21.6
2014 01 04  0600   56661   21600     241.9     10.5     21.6
2014 01 04  0700   56661   25200     241.9     10.5     21.6
2014 01 04  0800   56661   28800     241.9     10.4     21.5
2014 01 04  0900   56661   32400     241.9     10.4     21.5
2014 01 04  1000   56661   36000     241.9     10.3     21.5
2014 01 04  1100   56661   39600     241.9     10.3     21.5
2014 01 04  1200   56661   43200     241.9     10.2     21.5
2014 01 04  1300   56661   46800     241.9     10.2     21.5
2014 01 04  1400   56661   50400     241.9     10.1     21.4
2014 01 04  1500   56661   54000     241.9     10.1     21.4
2014 01 04  1600   56661   57600     241.9     10.0     21.4
2014 01 04  1700   56661   61200     241.9     10.0     21.4
2014 01 04  1800   56661   64800     241.9      9.9     21.4
2014 01 04  1900   56661   68400     241.9      9.8     21.4
2014 01 04  2000   56661   72000     241.9      9.8     21.3
2014 01 04  2100   56661   75600     241.9      9.7     21.3
2014 01 04  2200   56661   79200     241.9      9.7     21.3
2014 01 04  2300   56661   82800     241.9      9.6     21.3
2014 01 05  0000   56662       0     241.9      9.6     21.3
2014 01 05  0100   56662    3600     241.9      9.5     21.3
2014 01 05  0200   56662    7200     241.9      9.5     21.3
2014 01 05  0300   56662   10800     241.9      9.4     21.2
2014 01 05  0400   56662   14400     241.9      9.4     21.2
2014 01 05  0500   56662   18000     241.9      9.3     21.2
2014 01 05  0600   56662   21600     241.9      9.3     21.2
2014 01 05  0700   56662   25200     241.9      9.2     21.2
2014 01 05  0800   56662   28800     241.9      9.2     21.2
2014 01 05  0900   56662   32400     241.9      9.1     21.1
2014 01 05  1000   56662   36000     241.9      9.0     21.1
2014 01 05  1100   56662   39600     241.9      9.0     21.1
2014 01 05  1200   56662   43200     241.9      8.9     21.1
2014 01 05  1300   56662   46800     241.9      8.9     21.1
2014 01 05  1400   56662   50400     241.9      8.8     21.1
2014 01 05  1500   56662   54000     241.9      8.8     21.0
2014 01 05  1600   56662   57600     241.9      8.7     21.0
2014 01 05  1700   56662   61200     241.9      8.7     21.0
2014 01 05  1800   56662   64800     241.9      8.6     21.0
2014 01 05  1900   56662   68400     241.9      8.6     21.0
2014 01 05  2000   56662   72000     241.9      8.5     20.9
2014 01 05  2100   56662   75600     241.9      8.4     20.9
2014 01 05  2200   56662   79200     241.9      8.4     20.9
2014 01 05  2300   56662   82800     241.9      8.3     20.9
2014 01 06  0000   56663       0     241.9      8.3     20.9
2014 01 06  0100   56663    3600     241.9      8.2     20.9
2014 01 06  0200   56663    7200     241.9      8.2     20.8
2014 01 06  0300   56663   10800     241.9      8.1     20.8
2014 01 06  0400   56663   14400     241.9      8.1     20.8
2014 01 06  0500   56663   18000     241.9      8.0     20.8
2014 01 06  0600   56663   21600     241.9      7.9     20.8
2014 01 06  0700   56663   25200     241.9      7.9     20.8
2014 01 06  0800   56663   28800     241.9      7.8     20.7
2014 01 06  0900   56663   32400     241.9      7.8     20.7
2014 01 06  1000   56663   36000     241.9      7.7     20.7
2014 01 06  1100   56663   39600     241.9      7.7     20.7
2014 01 06  1200   56663   43200     241.9      7.6     20.7
2014 01 06  1300   56663   46800     241.9      7.6     20.6
2014 01 06  1400   56663   50400     241.9      7.5     20.6
2014 01 06  1500   56663   54000     241.9      7.4     20.6
2014 01 06  1600   56663   57600     241.9      7.4     20.6
2014 01 06  1700   56663   61200     241.9      7.3     20.6
2014 01 06  1800   56663   64800     241.9      7.3     20.6
2014 01 06  1900   56663   68400     241.9      7.2     20.5
2014 01 06  2000   56663   72000     241.9      7.2     20.5
2014 01 06  2100   56663   75600     241.9      7.1     20.5
2014 01 06  2200   56663   79200     241.9      7.0     20.5
2014 01 06  2300   56663   82800     241.9      7.0     20.5
2014 01 07  0000   56664       0     241.9      6.9     20.4
2014 01 07  0100   56664    3600     241.9      6.9     20.4
2014 01 07  0200   56664    7200     241.9      6.8     20.4
2014 01 07  0300   56664   10800     241.9      6.8     20.4
2014 01 07  0400   56664   14400     241.9      6.7     20.4
2014 01 07  0500   56664   18000     241.9      6.6     20.4
2014 01 07  0600   56664   21600     241.9      6.6     20.3
2014 01 07  0700   56664   25200     241.9      6.5     20.3
2014 01 07  0800   56664   28800     241.9      6.5     20.3
2014 01 07  0900   56664   32400     241.9      6.4     20.3
2014 01 07  1000   56664   36000     241.9      6.4     20.3
2014 01 07  1100   56664   39600     241.9      6.3     20.2
2014 01 07  1200   56664   43200     241.8      6.2     20.2
2014 01 07  1300   56664   46800     241.8      6.2     20.2
2014 01 07  1400   56664   50400     241.8      6.1     20.2
2014 01 07  1500   56664   54000     241.8      6.1     20.2
2014 01 07  1600   56664   57600     241.8      6.0     20.1
