:Product: 201308_ace_loc_1h.txt
:Issued: 2013 Aug 31 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2013 08 01  0000   56505       0     248.9    -16.5      6.9
2013 08 01  0100   56505    3600     248.9    -16.5      6.8
2013 08 01  0200   56505    7200     248.9    -16.6      6.8
2013 08 01  0300   56505   10800     248.9    -16.6      6.8
2013 08 01  0400   56505   14400     248.9    -16.7      6.7
2013 08 01  0500   56505   18000     248.9    -16.7      6.7
2013 08 01  0600   56505   21600     248.9    -16.8      6.7
2013 08 01  0700   56505   25200     248.9    -16.8      6.7
2013 08 01  0800   56505   28800     248.9    -16.9      6.6
2013 08 01  0900   56505   32400     248.9    -16.9      6.6
2013 08 01  1000   56505   36000     248.9    -17.0      6.6
2013 08 01  1100   56505   39600     248.9    -17.0      6.5
2013 08 01  1200   56505   43200     248.9    -17.1      6.5
2013 08 01  1300   56505   46800     248.9    -17.1      6.5
2013 08 01  1400   56505   50400     248.9    -17.2      6.4
2013 08 01  1500   56505   54000     248.9    -17.3      6.4
2013 08 01  1600   56505   57600     248.9    -17.3      6.4
2013 08 01  1700   56505   61200     248.9    -17.4      6.3
2013 08 01  1800   56505   64800     248.9    -17.4      6.3
2013 08 01  1900   56505   68400     248.8    -17.5      6.3
2013 08 01  2000   56505   72000     248.8    -17.5      6.2
2013 08 01  2100   56505   75600     248.8    -17.6      6.2
2013 08 01  2200   56505   79200     248.8    -17.6      6.2
2013 08 01  2300   56505   82800     248.8    -17.7      6.1
2013 08 02  0000   56506       0     248.8    -17.7      6.1
2013 08 02  0100   56506    3600     248.8    -17.8      6.1
2013 08 02  0200   56506    7200     248.8    -17.8      6.1
2013 08 02  0300   56506   10800     248.8    -17.9      6.0
2013 08 02  0400   56506   14400     248.8    -17.9      6.0
2013 08 02  0500   56506   18000     248.8    -18.0      6.0
2013 08 02  0600   56506   21600     248.8    -18.0      5.9
2013 08 02  0700   56506   25200     248.8    -18.1      5.9
2013 08 02  0800   56506   28800     248.8    -18.1      5.9
2013 08 02  0900   56506   32400     248.8    -18.2      5.8
2013 08 02  1000   56506   36000     248.8    -18.2      5.8
2013 08 02  1100   56506   39600     248.8    -18.2      5.8
2013 08 02  1200   56506   43200     248.8    -18.3      5.7
2013 08 02  1300   56506   46800     248.8    -18.3      5.7
2013 08 02  1400   56506   50400     248.7    -18.4      5.7
2013 08 02  1500   56506   54000     248.7    -18.4      5.6
2013 08 02  1600   56506   57600     248.7    -18.5      5.6
2013 08 02  1700   56506   61200     248.7    -18.5      5.6
2013 08 02  1800   56506   64800     248.7    -18.6      5.5
2013 08 02  1900   56506   68400     248.7    -18.6      5.5
2013 08 02  2000   56506   72000     248.7    -18.7      5.5
2013 08 02  2100   56506   75600     248.7    -18.7      5.4
2013 08 02  2200   56506   79200     248.7    -18.8      5.4
2013 08 02  2300   56506   82800     248.7    -18.8      5.4
2013 08 03  0000   56507       0     248.7    -18.9      5.4
2013 08 03  0100   56507    3600     248.7    -18.9      5.3
2013 08 03  0200   56507    7200     248.7    -19.0      5.3
2013 08 03  0300   56507   10800     248.7    -19.0      5.3
2013 08 03  0400   56507   14400     248.7    -19.1      5.2
2013 08 03  0500   56507   18000     248.7    -19.1      5.2
2013 08 03  0600   56507   21600     248.6    -19.2      5.2
2013 08 03  0700   56507   25200     248.6    -19.2      5.1
2013 08 03  0800   56507   28800     248.6    -19.3      5.1
2013 08 03  0900   56507   32400     248.6    -19.3      5.1
2013 08 03  1000   56507   36000     248.6    -19.4      5.0
2013 08 03  1100   56507   39600     248.6    -19.4      5.0
2013 08 03  1200   56507   43200     248.6    -19.5      5.0
2013 08 03  1300   56507   46800     248.6    -19.5      4.9
2013 08 03  1400   56507   50400     248.6    -19.5      4.9
2013 08 03  1500   56507   54000     248.6    -19.6      4.9
2013 08 03  1600   56507   57600     248.6    -19.6      4.8
2013 08 03  1700   56507   61200     248.6    -19.7      4.8
2013 08 03  1800   56507   64800     248.6    -19.7      4.8
2013 08 03  1900   56507   68400     248.5    -19.8      4.7
2013 08 03  2000   56507   72000     248.5    -19.8      4.7
2013 08 03  2100   56507   75600     248.5    -19.9      4.7
2013 08 03  2200   56507   79200     248.5    -19.9      4.6
2013 08 03  2300   56507   82800     248.5    -20.0      4.6
2013 08 04  0000   56508       0     248.5    -20.0      4.6
2013 08 04  0100   56508    3600     248.5    -20.1      4.6
2013 08 04  0200   56508    7200     248.5    -20.1      4.5
2013 08 04  0300   56508   10800     248.5    -20.2      4.5
2013 08 04  0400   56508   14400     248.5    -20.2      4.5
2013 08 04  0500   56508   18000     248.5    -20.2      4.4
2013 08 04  0600   56508   21600     248.5    -20.3      4.4
2013 08 04  0700   56508   25200     248.4    -20.3      4.4
2013 08 04  0800   56508   28800     248.4    -20.4      4.3
2013 08 04  0900   56508   32400     248.4    -20.4      4.3
2013 08 04  1000   56508   36000     248.4    -20.5      4.3
2013 08 04  1100   56508   39600     248.4    -20.5      4.2
2013 08 04  1200   56508   43200     248.4    -20.6      4.2
2013 08 04  1300   56508   46800     248.4    -20.6      4.2
2013 08 04  1400   56508   50400     248.4    -20.7      4.1
2013 08 04  1500   56508   54000     248.4    -20.7      4.1
2013 08 04  1600   56508   57600     248.4    -20.8      4.1
2013 08 04  1700   56508   61200     248.4    -20.8      4.0
2013 08 04  1800   56508   64800     248.3    -20.8      4.0
2013 08 04  1900   56508   68400     248.3    -20.9      4.0
2013 08 04  2000   56508   72000     248.3    -20.9      3.9
2013 08 04  2100   56508   75600     248.3    -21.0      3.9
2013 08 04  2200   56508   79200     248.3    -21.0      3.9
2013 08 04  2300   56508   82800     248.3    -21.1      3.8
2013 08 05  0000   56509       0     248.3    -21.1      3.8
2013 08 05  0100   56509    3600     248.3    -21.2      3.8
2013 08 05  0200   56509    7200     248.3    -21.2      3.7
2013 08 05  0300   56509   10800     248.3    -21.2      3.7
2013 08 05  0400   56509   14400     248.2    -21.3      3.7
2013 08 05  0500   56509   18000     248.2    -21.3      3.7
2013 08 05  0600   56509   21600     248.2    -21.4      3.6
2013 08 05  0700   56509   25200     248.2    -21.4      3.6
2013 08 05  0800   56509   28800     248.2    -21.5      3.6
2013 08 05  0900   56509   32400     248.2    -21.5      3.5
2013 08 05  1000   56509   36000     248.2    -21.6      3.5
2013 08 05  1100   56509   39600     248.2    -21.6      3.5
2013 08 05  1200   56509   43200     248.2    -21.6      3.4
2013 08 05  1300   56509   46800     248.2    -21.7      3.4
2013 08 05  1400   56509   50400     248.1    -21.7      3.4
2013 08 05  1500   56509   54000     248.1    -21.8      3.3
2013 08 05  1600   56509   57600     248.1    -21.8      3.3
2013 08 05  1700   56509   61200     248.1    -21.9      3.3
2013 08 05  1800   56509   64800     248.1    -21.9      3.2
2013 08 05  1900   56509   68400     248.1    -22.0      3.2
2013 08 05  2000   56509   72000     248.1    -22.0      3.2
2013 08 05  2100   56509   75600     248.1    -22.0      3.1
2013 08 05  2200   56509   79200     248.0    -22.1      3.1
2013 08 05  2300   56509   82800     248.0    -22.1      3.1
2013 08 06  0000   56510       0     248.0    -22.2      3.0
2013 08 06  0100   56510    3600     248.0    -22.2      3.0
2013 08 06  0200   56510    7200     248.0    -22.3      3.0
2013 08 06  0300   56510   10800     248.0    -22.3      2.9
2013 08 06  0400   56510   14400     248.0    -22.3      2.9
2013 08 06  0500   56510   18000     248.0    -22.4      2.9
2013 08 06  0600   56510   21600     247.9    -22.4      2.9
2013 08 06  0700   56510   25200     247.9    -22.5      2.8
2013 08 06  0800   56510   28800     247.9    -22.5      2.8
2013 08 06  0900   56510   32400     247.9    -22.6      2.8
2013 08 06  1000   56510   36000     247.9    -22.6      2.7
2013 08 06  1100   56510   39600     247.9    -22.6      2.7
2013 08 06  1200   56510   43200     247.9    -22.7      2.7
2013 08 06  1300   56510   46800     247.9    -22.7      2.6
2013 08 06  1400   56510   50400     247.8    -22.8      2.6
2013 08 06  1500   56510   54000     247.8    -22.8      2.6
2013 08 06  1600   56510   57600     247.8    -22.9      2.5
2013 08 06  1700   56510   61200     247.8    -22.9      2.5
2013 08 06  1800   56510   64800     247.8    -22.9      2.5
2013 08 06  1900   56510   68400     247.8    -23.0      2.4
2013 08 06  2000   56510   72000     247.8    -23.0      2.4
2013 08 06  2100   56510   75600     247.8    -23.1      2.4
2013 08 06  2200   56510   79200     247.7    -23.1      2.3
2013 08 06  2300   56510   82800     247.7    -23.2      2.3
2013 08 07  0000   56511       0     247.7    -23.2      2.3
2013 08 07  0100   56511    3600     247.7    -23.2      2.2
2013 08 07  0200   56511    7200     247.7    -23.3      2.2
2013 08 07  0300   56511   10800     247.7    -23.3      2.2
2013 08 07  0400   56511   14400     247.7    -23.4      2.1
2013 08 07  0500   56511   18000     247.6    -23.4      2.1
2013 08 07  0600   56511   21600     247.6    -23.5      2.1
2013 08 07  0700   56511   25200     247.6    -23.5      2.0
2013 08 07  0800   56511   28800     247.6    -23.5      2.0
2013 08 07  0900   56511   32400     247.6    -23.6      2.0
2013 08 07  1000   56511   36000     247.6    -23.6      2.0
2013 08 07  1100   56511   39600     247.6    -23.7      1.9
2013 08 07  1200   56511   43200     247.5    -23.7      1.9
2013 08 07  1300   56511   46800     247.5    -23.7      1.9
2013 08 07  1400   56511   50400     247.5    -23.8      1.8
2013 08 07  1500   56511   54000     247.5    -23.8      1.8
2013 08 07  1600   56511   57600     247.5    -23.9      1.8
2013 08 07  1700   56511   61200     247.5    -23.9      1.7
2013 08 07  1800   56511   64800     247.5    -24.0      1.7
2013 08 07  1900   56511   68400     247.4    -24.0      1.7
2013 08 07  2000   56511   72000     247.4    -24.0      1.6
2013 08 07  2100   56511   75600     247.4    -24.1      1.6
2013 08 07  2200   56511   79200     247.4    -24.1      1.6
2013 08 07  2300   56511   82800     247.4    -24.2      1.5
2013 08 08  0000   56512       0     247.4    -24.2      1.5
2013 08 08  0100   56512    3600     247.3    -24.2      1.5
2013 08 08  0200   56512    7200     247.3    -24.3      1.4
2013 08 08  0300   56512   10800     247.3    -24.3      1.4
2013 08 08  0400   56512   14400     247.3    -24.4      1.4
2013 08 08  0500   56512   18000     247.3    -24.4      1.3
2013 08 08  0600   56512   21600     247.3    -24.4      1.3
2013 08 08  0700   56512   25200     247.2    -24.5      1.3
2013 08 08  0800   56512   28800     247.2    -24.5      1.2
2013 08 08  0900   56512   32400     247.2    -24.6      1.2
2013 08 08  1000   56512   36000     247.2    -24.6      1.2
2013 08 08  1100   56512   39600     247.2    -24.7      1.1
2013 08 08  1200   56512   43200     247.2    -24.7      1.1
2013 08 08  1300   56512   46800     247.1    -24.7      1.1
2013 08 08  1400   56512   50400     247.1    -24.8      1.1
2013 08 08  1500   56512   54000     247.1    -24.8      1.0
2013 08 08  1600   56512   57600     247.1    -24.9      1.0
2013 08 08  1700   56512   61200     247.1    -24.9      1.0
2013 08 08  1800   56512   64800     247.1    -24.9      0.9
2013 08 08  1900   56512   68400     247.0    -25.0      0.9
2013 08 08  2000   56512   72000     247.0    -25.0      0.9
2013 08 08  2100   56512   75600     247.0    -25.1      0.8
2013 08 08  2200   56512   79200     247.0    -25.1      0.8
2013 08 08  2300   56512   82800     247.0    -25.1      0.8
2013 08 09  0000   56513       0     247.0    -25.2      0.7
2013 08 09  0100   56513    3600     246.9    -25.2      0.7
2013 08 09  0200   56513    7200     246.9    -25.3      0.7
2013 08 09  0300   56513   10800     246.9    -25.3      0.6
2013 08 09  0400   56513   14400     246.9    -25.3      0.6
2013 08 09  0500   56513   18000     246.9    -25.4      0.6
2013 08 09  0600   56513   21600     246.8    -25.4      0.5
2013 08 09  0700   56513   25200     246.8    -25.5      0.5
2013 08 09  0800   56513   28800     246.8    -25.5      0.5
2013 08 09  0900   56513   32400     246.8    -25.5      0.4
2013 08 09  1000   56513   36000     246.8    -25.6      0.4
