:Product: 201909_ace_loc_1h.txt
:Issued: 2019 Sep 21 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2019 09 01  0000   58727       0     233.1     40.9    -22.8
2019 09 01  0100   58727    3600     233.1     40.9    -22.8
2019 09 01  0200   58727    7200     233.1     40.9    -22.8
2019 09 01  0300   58727   10800     233.1     40.9    -22.8
2019 09 01  0400   58727   14400     233.2     40.9    -22.8
2019 09 01  0500   58727   18000     233.2     40.9    -22.8
2019 09 01  0600   58727   21600     233.2     41.0    -22.8
2019 09 01  0700   58727   25200     233.2     41.0    -22.8
2019 09 01  0800   58727   28800     233.2     41.0    -22.8
2019 09 01  0900   58727   32400     233.2     41.0    -22.8
2019 09 01  1000   58727   36000     233.2     41.0    -22.8
2019 09 01  1100   58727   39600     233.2     41.0    -22.8
2019 09 01  1200   58727   43200     233.3     41.0    -22.8
2019 09 01  1300   58727   46800     233.3     41.0    -22.8
2019 09 01  1400   58727   50400     233.3     41.1    -22.8
2019 09 01  1500   58727   54000     233.3     41.1    -22.8
2019 09 01  1600   58727   57600     233.3     41.1    -22.8
2019 09 01  1700   58727   61200     233.3     41.1    -22.8
2019 09 01  1800   58727   64800     233.3     41.1    -22.8
2019 09 01  1900   58727   68400     233.3     41.1    -22.8
2019 09 01  2000   58727   72000     233.4     41.1    -22.8
2019 09 01  2100   58727   75600     233.4     41.1    -22.8
2019 09 01  2200   58727   79200     233.4     41.2    -22.8
2019 09 01  2300   58727   82800     233.4     41.2    -22.9
2019 09 02  0000   58728       0     233.4     41.2    -22.9
2019 09 02  0100   58728    3600     233.4     41.2    -22.9
2019 09 02  0200   58728    7200     233.4     41.2    -22.9
2019 09 02  0300   58728   10800     233.4     41.2    -22.9
2019 09 02  0400   58728   14400     233.4     41.2    -22.9
2019 09 02  0500   58728   18000     233.5     41.2    -22.9
2019 09 02  0600   58728   21600     233.5     41.2    -22.9
2019 09 02  0700   58728   25200     233.5     41.3    -22.9
2019 09 02  0800   58728   28800     233.5     41.3    -22.9
2019 09 02  0900   58728   32400     233.5     41.3    -22.9
2019 09 02  1000   58728   36000     233.5     41.3    -22.9
2019 09 02  1100   58728   39600     233.5     41.3    -22.9
2019 09 02  1200   58728   43200     233.5     41.3    -22.9
2019 09 02  1300   58728   46800     233.6     41.3    -22.9
2019 09 02  1400   58728   50400     233.6     41.3    -22.9
2019 09 02  1500   58728   54000     233.6     41.3    -22.9
2019 09 02  1600   58728   57600     233.6     41.3    -22.9
2019 09 02  1700   58728   61200     233.6     41.4    -22.9
2019 09 02  1800   58728   64800     233.6     41.4    -22.9
2019 09 02  1900   58728   68400     233.6     41.4    -22.9
2019 09 02  2000   58728   72000     233.6     41.4    -22.9
2019 09 02  2100   58728   75600     233.6     41.4    -22.9
2019 09 02  2200   58728   79200     233.7     41.4    -22.9
2019 09 02  2300   58728   82800     233.7     41.4    -22.9
2019 09 03  0000   58729       0     233.7     41.4    -22.9
2019 09 03  0100   58729    3600     233.7     41.4    -22.9
2019 09 03  0200   58729    7200     233.7     41.4    -22.9
2019 09 03  0300   58729   10800     233.7     41.4    -22.9
2019 09 03  0400   58729   14400     233.7     41.5    -22.9
2019 09 03  0500   58729   18000     233.7     41.5    -22.9
2019 09 03  0600   58729   21600     233.7     41.5    -22.9
2019 09 03  0700   58729   25200     233.8     41.5    -23.0
2019 09 03  0800   58729   28800     233.8     41.5    -23.0
2019 09 03  0900   58729   32400     233.8     41.5    -23.0
2019 09 03  1000   58729   36000     233.8     41.5    -23.0
2019 09 03  1100   58729   39600     233.8     41.5    -23.0
2019 09 03  1200   58729   43200     233.8     41.5    -23.0
