:Product: 201304_ace_loc_1h.txt
:Issued: 2013 Apr 30 0010 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: X, Y, and Z position in GSE coordinates in earth radii(Re)
#        Accuracy 0.1 earth radii (about 600 km)
# Range: X 0.0 to 300.0
# Range: Y and Z -200.0 to 200.0
# Missing data values: -999.9
#
#    Predicted ACE Satellite Locations in GSE Coordinates
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the    --- GSE Coordinates ---
# YR MO DA  HHMM    Day      Day       X        Y        Z
#-----------------------------------------------------------
2013 04 01  0000   56383       0     222.9    -28.2    -21.7
2013 04 01  0100   56383    3600     222.9    -28.1    -21.7
2013 04 01  0200   56383    7200     222.9    -28.1    -21.6
2013 04 01  0300   56383   10800     222.9    -28.0    -21.6
2013 04 01  0400   56383   14400     222.9    -28.0    -21.6
2013 04 01  0500   56383   18000     222.9    -27.9    -21.6
2013 04 01  0600   56383   21600     222.9    -27.9    -21.6
2013 04 01  0700   56383   25200     222.9    -27.9    -21.6
2013 04 01  0800   56383   28800     222.9    -27.8    -21.6
2013 04 01  0900   56383   32400     222.9    -27.8    -21.6
2013 04 01  1000   56383   36000     222.9    -27.7    -21.6
2013 04 01  1100   56383   39600     222.9    -27.7    -21.6
2013 04 01  1200   56383   43200     222.9    -27.7    -21.5
2013 04 01  1300   56383   46800     222.9    -27.6    -21.5
2013 04 01  1400   56383   50400     222.9    -27.6    -21.5
2013 04 01  1500   56383   54000     222.9    -27.5    -21.5
2013 04 01  1600   56383   57600     222.9    -27.5    -21.5
2013 04 01  1700   56383   61200     222.9    -27.4    -21.5
2013 04 01  1800   56383   64800     222.9    -27.4    -21.5
2013 04 01  1900   56383   68400     222.9    -27.3    -21.5
2013 04 01  2000   56383   72000     222.9    -27.3    -21.5
2013 04 01  2100   56383   75600     222.9    -27.3    -21.5
2013 04 01  2200   56383   79200     222.9    -27.2    -21.4
2013 04 01  2300   56383   82800     222.9    -27.2    -21.4
2013 04 02  0000   56384       0     222.9    -27.1    -21.4
2013 04 02  0100   56384    3600     222.9    -27.1    -21.4
2013 04 02  0200   56384    7200     222.9    -27.0    -21.4
2013 04 02  0300   56384   10800     222.9    -27.0    -21.4
2013 04 02  0400   56384   14400     222.9    -26.9    -21.4
2013 04 02  0500   56384   18000     222.9    -26.9    -21.4
2013 04 02  0600   56384   21600     222.9    -26.9    -21.4
2013 04 02  0700   56384   25200     222.9    -26.8    -21.3
2013 04 02  0800   56384   28800     222.9    -26.8    -21.3
2013 04 02  0900   56384   32400     222.9    -26.7    -21.3
2013 04 02  1000   56384   36000     222.9    -26.7    -21.3
2013 04 02  1100   56384   39600     222.9    -26.6    -21.3
2013 04 02  1200   56384   43200     222.9    -26.6    -21.3
2013 04 02  1300   56384   46800     222.9    -26.5    -21.3
